"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Ligand","LGND","0.61%","4.54%","13.32%","81.93%","95.32%","165.46%"
"Lindsay","LNN","1.59%","-2.37%","-4.38%","1.87%","2.18%","6.67%"
"Liquidity Services","LQDT","3.55%","4.29%","6.57%","50.52%","23.73%","-8.18%"
"Lithia Motors","LAD","0.93%","-2.39%","-10.79%","-24.73%","-17.01%","-26.38%"
"Littelfuse","LFUS","1.36%","-0.68%","-2.12%","12.33%","21.50%","139.17%"
"LivePerson","LPSN","1.05%","0.84%","8.82%","109.13%","85.00%","161.41%"
"LogMeIn","LOGM","-1.48%","-3.28%","-27.01%","-30.39%","-32.29%","12.79%"
"Lsb Industries","LXU","0.59%","0.44%","-0.87%","-22.03%","6.55%","-73.70%"
"LSC Communications","LKSD","-1.15%","-4.43%","-20.61%","-26.01%","-29.63%","-"
"LTC Properties","LTC","1.84%","4.56%","5.86%","1.63%","-8.19%","2.69%"
"Lumber Liquidators","LL","2.94%","-4.26%","-28.48%","-41.99%","-47.85%","29.89%"
"Lumentum Holdings Inc","LITE","2.23%","5.49%","3.03%","21.88%","12.45%","193.16%"
"Luminex","LMNX","2.58%","4.81%","-15.08%","37.16%","40.80%","40.29%"
"Lydall","LDL","4.59%","6.52%","-2.26%","-14.68%","-9.13%","50.14%"
"M/I Homes","MHO","1.61%","-3.89%","-7.39%","-26.77%","-5.12%","-0.67%"
"Magellan Health","MGLN","0.20%","0.40%","-21.72%","-21.44%","-3.56%","30.66%"
"Maiden Holdings","MHLD","-4.65%","-45.33%","-46.75%","-37.88%","-43.84%","-74.98%"
"ManTech","MANT","1.05%","0.02%","5.40%","25.14%","59.94%","118.70%"
"Marcus","MCS","2.68%","3.47%","21.82%","46.98%","58.89%","103.85%"
"MarineMax","HZO","3.68%","3.41%","-3.90%","4.23%","23.51%","14.80%"
"Marriot Vacations Worldwide","VAC","2.37%","0.71%","0.10%","-12.20%","7.27%","49.70%"
"Marten Transport","MRTN","1.34%","1.56%","2.94%","12.07%","40.43%","98.69%"
"Masimo","MASI","2.90%","3.26%","12.90%","32.31%","29.79%","162.76%"
"Materion","MTRN","0.08%","-0.62%","16.14%","31.79%","68.11%","100.47%"
"Matrix","MTRX","0.50%","0.50%","1.25%","13.76%","107.69%","-1.36%"
"Matson","MATX","1.37%","1.43%","-1.69%","21.15%","19.94%","-11.38%"
"Matthews","MATW","1.17%","0.10%","-14.79%","-1.80%","-18.09%","-2.83%"
"MDC","MDC","1.04%","-0.13%","-3.15%","-2.73%","0.23%","9.38%"
"Medidata","MDSO","1.33%","3.50%","-4.51%","26.34%","8.15%","52.23%"
"MEDIFAST","MED","3.91%","5.34%","29.06%","207.61%","315.92%","644.07%"
"Mercury","MRCY","1.13%","3.49%","22.78%","-2.47%","7.65%","212.61%"
"Meridian","VIVO","0.00%","-0.33%","-5.10%","6.43%","8.36%","-18.04%"
"Merit","MMSI","1.46%","2.29%","0.27%","29.05%","36.47%","125.80%"
"Meritage","MTH","-0.48%","-2.90%","-8.63%","-18.36%","-4.02%","-3.58%"
"Methode Electronics","MEI","0.51%","-0.76%","0.38%","-1.87%","1.03%","45.69%"
"MicroStrategy","MSTR","0.97%","3.03%","5.06%","8.26%","10.43%","-35.03%"
"MiMedx","MDXG","-11.11%","-5.56%","26.71%","-67.64%","-75.90%","-56.32%"
"MKS Instruments","MKSI","0.27%","-3.42%","-6.57%","-3.02%","10.42%","158.61%"
"Mobile Mini","MINI","0.11%","-0.22%","-5.56%","30.58%","46.50%","29.49%"
"Momenta","MNTA","0.00%","-8.90%","-8.08%","83.51%","60.00%","18.14%"
"Monarch","MCRI","3.79%","0.13%","-0.59%","5.73%","37.08%","155.33%"
"Monotype","TYPE","0.71%","1.91%","5.45%","-11.62%","13.90%","-8.86%"
"Monro Muffler Brake","MNRO","3.04%","1.35%","7.40%","24.85%","57.65%","7.19%"
"Moog","MOGa","2.45%","1.95%","-1.76%","-11.43%","3.21%","14.63%"
"Motorcar Parts","MPAA","0.41%","12.37%","24.04%","-1.52%","-2.92%","-22.17%"
"Movado","MOV","2.08%","2.99%","9.09%","60.25%","120.99%","114.37%"
"MTS Systems","MTSC","0.39%","-0.87%","-3.74%","-4.10%","7.18%","-20.55%"
"Mueller Industries","MLI","0.47%","-0.96%","8.61%","-9.91%","8.31%","-0.50%"
"Multi-Color","LABL","-0.31%","2.36%","-2.03%","-13.03%","-17.12%","-5.39%"
"Myers Industries","MYE","1.17%","0.23%","20.33%","10.77%","19.67%","44.87%"
"MYR Group","MYRG","1.04%","-3.68%","-7.73%","-1.82%","48.77%","18.75%"
"Nanometrics","NANO","2.32%","10.47%","26.15%","85.47%","78.80%","222.09%"
"National Presto Industries","NPK","4.45%","6.70%","11.42%","34.44%","27.52%","64.47%"
"Natus","BABY","5.37%","5.52%","15.86%","-2.49%","9.08%","-16.91%"
"Nautilus","NLS","1.27%","1.64%","-2.27%","4.68%","-16.32%","-19.91%"
"Navigant","NCI","1.11%","-0.49%","14.77%","26.48%","60.77%","56.07%"
"NBT Bancorp","NBTB","1.90%","1.77%","3.26%","9.38%","18.91%","50.47%"
"Neenah Paper","NP","0.51%","-0.56%","2.95%","-1.99%","13.55%","45.87%"
"Nektar","NKTR","1.82%","7.92%","26.37%","1.12%","209.37%","438.72%"
"Neogen","NEOG","1.61%","1.38%","4.99%","37.43%","71.64%","54.07%"
"NETGEAR","NTGR","1.05%","-1.47%","-13.71%","14.13%","46.72%","105.36%"
"Newpark Resources","NR","1.71%","-1.18%","5.30%","21.22%","39.00%","43.99%"
"NIC","EGOV","2.48%","1.23%","2.80%","-0.60%","4.10%","-15.17%"
"Northern Oil&Gas","NOG","-10.49%","-17.52%","-16.51%","33.17%","175.76%","-44.85%"
"Northfield Bancorp","NFBK","1.81%","0.31%","-3.89%","-4.45%","2.77%","6.74%"
"Northwest Bancshares","NWBI","1.90%","1.56%","3.05%","8.97%","16.04%","41.98%"
"Northwest Natural Gas","NWN","0.78%","2.80%","0.63%","7.88%","-0.69%","38.83%"
"NutriSystem","NTRI","2.23%","-1.20%","4.03%","-21.48%","-23.38%","39.01%"
"OFG Bancorp","OFG","4.17%","5.11%","14.75%","86.17%","88.17%","126.98%"
"Old National Bancorp","ONB","1.29%","0.26%","4.53%","12.32%","17.72%","32.79%"
"Ollies Bargain Outlet Holdings Inc","OLLI","1.80%","4.03%","1.38%","38.12%","66.78%","269.41%"
"Olympic Steel","ZEUS","-1.42%","-5.00%","2.82%","3.40%","25.04%","72.11%"
"Omnicell","OMCL","1.59%","0.31%","19.89%","31.75%","26.28%","76.13%"
"Onespan","OSPN","2.02%","2.92%","-12.84%","26.98%","42.34%","-6.42%"
"Opus Bank","OPB","0.88%","0.70%","-1.71%","5.13%","24.78%","-24.17%"
"Orion Group","ORN","4.66%","0.44%","5.87%","17.50%","66.37%","27.42%"
"Oritani","ORIT","0.31%","0.62%","-0.92%","-1.52%","0.00%","6.67%"
"OSI Systems","OSIS","0.83%","-0.70%","2.93%","23.27%","-0.97%","12.95%"
"Oxford Industries","OXM","1.95%","3.45%","8.16%","27.68%","60.35%","9.65%"
"Papa John's","PZZA","2.85%","10.43%","-16.36%","-23.36%","-45.06%","-40.67%"
"Park Electrochemical","PKE","-0.28%","-3.43%","-8.14%","10.28%","22.15%","20.59%"
"Patrick","PATK","3.45%","6.45%","9.06%","-7.27%","35.01%","64.12%"
"PDC Energy","PDCE","-1.89%","-3.58%","-10.37%","2.97%","36.57%","-4.88%"
"Pennsylvania RE","PEI","3.66%","4.08%","-4.30%","-11.94%","-1.60%","-50.85%"
"Perficient","PRFT","0.60%","-2.04%","-0.78%","40.85%","51.67%","62.89%"
"Perry Ellis","PERY","-5.43%","-5.49%","-2.76%","9.90%","54.17%","17.31%"
"PetMed Express","PETS","0.27%","0.19%","-3.38%","-17.05%","-18.80%","123.98%"
"PGT Innovations","PGTI","1.87%","-0.61%","15.29%","45.40%","88.46%","86.17%"
"Phibro","PAHC","-0.20%","0.71%","3.42%","49.10%","24.88%","34.31%"
"Pinnacle","PNFP","1.50%","0.08%","5.94%","-3.17%","4.14%","23.01%"
"Pioneer Energy Services","PES","2.42%","-2.31%","-39.52%","4.10%","76.39%","-2.61%"
"Piper Jaffray","PJC","1.58%","0.65%","2.18%","-10.32%","36.66%","78.43%"
"Plexus","PLXS","1.25%","0.20%","-0.66%","1.38%","20.66%","60.61%"
"Powell Industries","POWL","-0.30%","0.30%","13.91%","40.31%","38.05%","45.60%"
"Power Integrations","POWI","-0.96%","-1.64%","-5.20%","-2.04%","3.00%","83.75%"
"PRA Group Inc","PRAA","-0.39%","6.08%","-9.75%","15.66%","22.49%","-33.46%"
"ProAssurance","PRA","1.58%","4.76%","23.17%","-18.43%","-15.31%","-4.00%"
"Progress","PRGS","0.93%","1.82%","0.23%","-8.03%","20.06%","33.57%"
"Proto Labs","PRLB","1.09%","2.87%","3.70%","30.58%","87.20%","80.68%"
"Provident","PFS","1.85%","0.16%","-8.09%","-6.04%","1.93%","29.68%"
"PS Business Parks","PSB","0.42%","0.04%","-0.09%","2.75%","-2.96%","64.97%"
"Quaker Chemical","KWR","2.38%","-0.02%","6.92%","11.62%","23.84%","90.78%"
"Quality Systems","QSII","1.16%","2.34%","10.40%","61.05%","37.37%","69.53%"
"Qualys","QLYS","0.23%","-2.89%","-7.60%","44.40%","88.35%","168.90%"
"Quanex Building Products","NX","2.13%","-0.59%","-4.29%","-28.42%","-13.88%","-15.49%"
"QuinStreet","QNST","1.78%","9.07%","1.85%","70.76%","241.53%","186.77%"
"Quorum Health","QHC","4.47%","11.00%","2.54%","-28.85%","3.98%","-"
"Rambus","RMBS","-3.16%","-6.12%","-5.60%","-15.82%","-6.78%","-11.00%"
"Raven","RAVN","1.18%","-0.77%","0.52%","12.23%","12.00%","108.15%"
"Rayonier Advanced Materials","RYAM","1.01%","-0.34%","14.28%","-0.20%","51.86%","46.10%"
"Re Max Holding","RMAX","0.62%","-2.70%","-11.45%","0.41%","-19.97%","24.43%"
"Red Robin Gourmet Burgers","RRGB","0.79%","0.52%","-21.11%","-31.74%","-35.19%","-54.02%"
"Regis","RGS","3.51%","3.16%","3.57%","18.95%","78.07%","27.58%"
"Rent-A-Center","RCII","0.68%","0.27%","0.27%","33.24%","13.33%","-46.06%"
"Repligen","RGEN","0.39%","1.52%","3.62%","36.44%","19.94%","42.32%"
"Resources Connection","RECN","0.94%","-1.53%","-6.69%","3.88%","29.44%","-4.29%"
"Retail Opportunity","ROIC","1.28%","0.26%","0.16%","-4.51%","-5.41%","11.21%"
"REX American Resources","REX","-0.17%","-3.66%","3.45%","-8.81%","-20.46%","45.50%"
"RLI","RLI","0.85%","1.91%","11.93%","26.52%","39.95%","41.76%"
"Roadrunner","RRTS","0.00%","5.00%","-27.31%","-75.49%","-71.66%","-92.25%"
"Rogers","ROG","0.95%","-0.76%","10.63%","-19.48%","12.15%","120.61%"
"RR Donnelley & Sons","RRD","-0.31%","-2.60%","-12.72%","-47.63%","-46.48%","-81.29%"
"Rudolph","RTEC","0.09%","-0.89%","-6.55%","16.32%","26.36%","114.84%"
"Ruth's Hospitality","RUTH","0.66%","6.23%","6.23%","41.80%","53.12%","83.61%"
"S&T Bancorp","STBA","1.28%","-0.20%","2.32%","12.91%","25.91%","46.23%"
"Sabra","SBRA","2.65%","3.25%","2.28%","21.90%","5.34%","-11.80%"
"Safety Insurance","SAFT","1.11%","2.30%","8.14%","18.97%","33.50%","71.48%"
"Saia","SAIA","0.26%","-0.07%","1.94%","7.49%","42.82%","82.94%"
"Sanderson Farms","SAFM","-2.36%","-0.19%","-1.31%","-27.53%","-30.01%","35.21%"
"Sanmina","SANM","1.00%","-0.82%","-0.98%","-8.18%","-17.55%","41.92%"
"Saul Centers","BFS","2.71%","3.66%","6.32%","-7.89%","-3.54%","8.14%"
"ScanSource","SCSC","0.99%","-0.37%","-1.09%","13.97%","8.80%","11.69%"
"Scholastic","SCHL","0.86%","-0.34%","-11.77%","2.44%","4.55%","-4.62%"
"Schweitzer-Mauduit","SWM","1.44%","-1.11%","-7.11%","-11.33%","3.79%","13.62%"
"Scientific Games","SGMS","-1.26%","-6.14%","-37.43%","-38.89%","-10.56%","160.17%"
"SEACOR","CKH","2.82%","0.52%","-3.72%","11.86%","43.17%","-17.85%"
"Select Medical","SEM","1.29%","1.29%","4.81%","11.05%","12.97%","43.07%"
"Selective","SIGI","1.35%","2.05%","7.88%","6.13%","21.44%","93.96%"
"Semtech","SMTC","-0.61%","-5.05%","-1.91%","42.84%","29.58%","185.17%"
"Seneca Foods A","SENEA","4.56%","2.58%","7.78%","-3.09%","1.53%","1.92%"
"ServisFirst Bancshares","SFBS","1.25%","0.63%","-0.33%","3.11%","25.01%","118.65%"
"Shoe Carnival","SCVL","3.89%","5.03%","2.74%","24.82%","94.81%","19.46%"
"Shutterstock","SSTK","2.97%","2.29%","1.34%","19.13%","50.76%","56.28%"
"Simmons First National","SFNC","1.82%","1.15%","1.99%","7.53%","18.08%","-31.58%"
"Simpson Manufacturing","SSD","1.63%","0.04%","16.12%","26.84%","69.47%","99.51%"
"SkyWest","SKYW","2.71%","-0.08%","12.12%","14.12%","66.71%","247.28%"
"Sleep Number","SL2","4.69%","7.77%","10.18%","-9.40%","4.22%","22.79%"
"Sonic","SONC","0.98%","0.38%","-4.34%","24.20%","41.62%","17.65%"
"Sonic Automotive","SAH","2.20%","-1.65%","3.72%","13.28%","24.78%","-5.52%"
"South Jersey Industries","SJI","0.94%","-2.87%","-2.01%","6.05%","-5.91%","30.09%"
"Southside","SBSI","2.34%","1.41%","4.73%","6.44%","8.24%","38.95%"
"SpartanNash Co","SPTN","1.82%","0.21%","-7.61%","-9.90%","-7.40%","-28.41%"
"Spectrum","SPPI","0.35%","9.38%","-0.30%","21.21%","141.79%","230.50%"
"Spire","SR","0.47%","0.27%","3.53%","-0.47%","-2.03%","34.92%"
"Spok Holdings","SPOK","1.32%","4.05%","1.65%","-1.60%","-5.23%","-7.73%"
"SPS Commerce","SPSC","0.49%","2.90%","21.45%","93.00%","60.14%","31.40%"
"SPX Corp","SPXC","0.32%","-2.54%","-3.56%","11.21%","39.31%","111.32%"
"SPX FLOW Inc","FLOW","0.20%","-2.89%","6.79%","-3.79%","38.51%","-"
"Stage Stores","SSI","2.34%","-6.81%","-6.41%","30.36%","45.03%","-87.09%"
"Stampscom","STMP","-0.27%","-7.13%","-12.08%","26.04%","12.25%","175.14%"
"Standard Motor Products","SMP","3.27%","5.72%","6.14%","11.93%","13.45%","38.48%"
"Standex","SXI","2.20%","2.93%","7.55%","7.02%","15.83%","44.18%"
"Stein Mart","SMRT","4.83%","35.71%","42.06%","162.07%","143.20%","-70.57%"
"Stepan","SCL","1.30%","-1.43%","9.35%","10.64%","10.05%","83.82%"
"Sterling Bancorp","STL","2.06%","-0.67%","-3.26%","-9.55%","-1.55%","49.83%"
"Steven Madden","SHOO","2.13%","3.23%","8.59%","23.13%","35.45%","43.46%"
"Stewart Info Services","STC","-0.04%","0.04%","3.08%","5.96%","18.85%","10.29%"
"Strategic Education","STRA","0.56%","0.11%","4.06%","38.33%","55.56%","129.40%"
"Sturm Ruger&Company","RGR","-1.09%","4.72%","4.62%","5.37%","21.97%","-6.56%"
"Summit Hotel Properties","INN","1.58%","0.30%","-4.59%","-11.36%","-11.07%","9.05%"
"SunCoke Energy","SXC","-0.77%","-4.61%","-16.27%","-8.59%","25.40%","-1.53%"
"Super Micro Computer","SMCI","-1.25%","0.25%","-18.60%","-5.88%","-27.44%","-28.49%"
"Superior Industries","SUP","2.33%","-1.57%","25.07%","47.81%","50.86%","11.53%"
"Supernus","SUPN","-1.84%","-12.32%","-18.98%","7.15%","-6.46%","144.84%"
"Supervalu","SVU","-0.12%","-0.62%","47.68%","48.84%","43.02%","-49.75%"
"SurModics","SRDX","3.03%","7.82%","25.39%","161.07%","187.80%","215.90%"
"Sykes","SYKE","0.95%","-2.14%","-4.61%","-8.59%","5.78%","12.75%"
"Synchronoss Tech","SNCR","5.10%","26.54%","-10.12%","-42.39%","-68.99%","-89.03%"
"Synergy Resources","SRCI","-6.36%","-6.74%","-10.78%","8.68%","17.34%","-11.04%"
"Tailored Brands","TLRD","3.79%","5.19%","3.89%","4.03%","107.02%","-60.32%"
"Take-Two","TTWO","0.77%","3.31%","2.54%","17.59%","40.28%","320.21%"
"Team","TISI","0.00%","1.10%","12.75%","54.36%","107.21%","-49.78%"
"Tennant","TNC","-1.16%","-3.22%","-2.17%","5.44%","20.16%","27.60%"
"Tetra Tech","TTEK","1.30%","2.10%","18.93%","46.11%","71.59%","159.50%"
"Tetra Technologies","TTI","0.82%","18.47%","5.56%","15.69%","154.64%","-34.05%"
"Texas Capital","TCBI","0.33%","-1.14%","-0.44%","2.64%","22.40%","59.44%"
"The Andersons","ANDE","-0.63%","-1.50%","12.86%","26.81%","18.80%","3.76%"
"The Childrens Place","PLCE","3.28%","4.16%","16.14%","-7.91%","33.52%","124.62%"
"The Ensign","ENSG","3.79%","2.00%","-2.08%","65.41%","83.23%","51.67%"
"The Medicines","MDCO","2.92%","2.49%","-1.07%","45.87%","8.78%","31.75%"
"The Navigators","NAVG","4.30%","9.91%","11.83%","32.03%","14.62%","63.28%"
"The Providence Service","PRSC","-0.21%","-0.88%","-10.22%","10.18%","27.37%","39.67%"
"Tidewater","TDW","2.53%","-2.12%","5.58%","32.66%","35.44%","-94.16%"
"Tile Shop","TTS","2.50%","-0.61%","1.23%","-14.58%","-44.41%","-41.43%"
"Timkensteel Corp","TMST","0.53%","-2.92%","-22.57%","-12.57%","-12.86%","-29.51%"
"Titan","TWI","0.00%","-1.78%","-29.65%","-44.18%","-17.45%","-23.43%"
"Tivity Health","TVTY","-1.63%","-2.65%","-6.50%","-9.44%","-9.32%","165.65%"
"TiVo","TIVO","0.83%","0.00%","-5.45%","-22.12%","-34.32%","3.05%"
"Tompkins","TMP","1.73%","1.85%","-0.98%","6.75%","14.32%","61.65%"
"Topbuild Corp","BLD","1.71%","-2.19%","-8.27%","-2.51%","26.57%","143.29%"
"Tredegar","TG","1.78%","-0.43%","-2.14%","19.27%","36.31%","52.46%"
"Trex","TREX","2.64%","1.32%","19.26%","45.41%","109.99%","92.50%"
"TrueBlue","TBI","1.41%","1.41%","8.29%","4.55%","43.75%","16.02%"
"TrustCo Bank NY","TRST","1.64%","1.09%","3.91%","1.09%","18.47%","50.49%"
"TTEC","TTEC","-0.79%","-4.00%","-27.79%","-37.39%","-38.91%","-12.53%"
"TTM","TTMI","0.49%","-3.44%","2.32%","18.38%","38.43%","143.44%"
"Tuesday Morning","TUES","3.51%","1.72%","5.36%","7.27%","73.53%","-68.82%"
"U S Concrete","USCR","0.76%","1.74%","4.05%","-37.00%","-32.52%","-6.64%"
"UMB Financial","UMBF","1.40%","0.68%","-2.23%","4.74%","10.21%","38.04%"
"Unifi","UFI","0.34%","-1.20%","1.71%","-10.59%","4.63%","1.71%"
"Unifirst","UNF","-0.08%","-3.72%","-1.45%","11.43%","32.38%","59.53%"
"Unit","UNT","1.55%","10.82%","-0.79%","19.14%","65.15%","71.64%"
"United Bankshares","UBSI","1.96%","1.56%","10.00%","12.37%","17.09%","-2.13%"
"United Community Banks","UCBI","2.27%","0.13%","2.44%","10.48%","16.84%","49.47%"
"United Fire","UFCS","1.41%","-0.26%","-10.64%","10.53%","16.97%","38.22%"
"United Insurances","UIHC","0.00%","1.48%","4.69%","22.90%","29.66%","47.63%"
"Universal","UVV","1.66%","-0.94%","-10.96%","10.67%","0.17%","18.28%"
"Universal Electronics","UEIC","0.58%","0.00%","28.13%","-8.89%","-26.03%","-11.13%"
"Universal Forest","UFPI","1.10%","0.49%","-2.18%","-2.18%","37.78%","-42.41%"
"Universal Health RI","UHT","1.47%","3.41%","7.72%","-5.99%","-6.14%","43.49%"
"Universal Insurance","UVE","0.33%","2.48%","24.52%","66.18%","98.91%","58.64%"
"Urstadt Biddle Properties","UBA","0.23%","0.91%","-0.98%","2.16%","7.76%","17.76%"
"US Ecology","ECOL","2.81%","4.15%","9.59%","40.10%","49.01%","38.68%"
"US Physicalrapy","USPH","2.54%","4.56%","16.65%","62.05%","94.19%","124.96%"
"US Silica","SLCA","-5.23%","-5.90%","-8.23%","-27.06%","-4.58%","-3.38%"
"Veeco","VECO","-2.62%","-5.51%","-27.12%","-24.92%","-43.11%","-51.71%"
"Vera Bradley","VRA","3.02%","2.95%","5.69%","17.49%","50.00%","29.50%"
"Veritiv Cor","VRTV","5.58%","24.24%","23.62%","70.24%","72.03%","36.51%"
"Viad","VVI","2.02%","4.29%","7.33%","9.66%","13.34%","115.12%"
"Viavi Solutions","VIAV","-0.27%","4.79%","4.49%","25.06%","3.21%","92.43%"
"Vicor","VICR","1.72%","-1.11%","22.58%","197.37%","256.16%","444.22%"
"Virtus","VRTS","1.59%","-1.09%","0.73%","14.17%","19.19%","3.92%"
"Virtusa","VRTU","-0.17%","-2.47%","-5.25%","17.20%","40.27%","2.79%"
"Vitamin Shoppe","VSI","2.49%","15.42%","85.71%","180.68%","104.13%","-66.52%"
"Wabash National","WNC","0.72%","-3.37%","-4.54%","-16.68%","-11.98%","33.73%"
"WageWorks","WAGE","-2.79%","-5.72%","2.36%","-14.31%","-9.96%","10.22%"
"Walker&Dunlop","WD","-0.79%","2.05%","-3.54%","16.51%","14.96%","125.14%"
"Watts Water Technologies","WTS","0.67%","-2.53%","1.41%","9.22%","28.11%","44.44%"
"WD-40","WDFC","1.24%","1.00%","3.24%","41.65%","57.91%","87.81%"
"Westamerica Bancorporation","WABC","0.95%","0.43%","7.82%","6.55%","22.07%","30.07%"
"Winnebago Industries","WGO","1.84%","-3.25%","-5.50%","-30.49%","11.38%","83.61%"
"Wintrust","WTFC","1.58%","0.27%","2.36%","9.48%","22.53%","67.06%"
"Wolverine","WWW","2.45%","4.26%","13.03%","20.51%","43.90%","32.03%"
"World Acceptance","WRLD","3.42%","3.95%","3.03%","42.84%","54.62%","242.24%"
"WWE","WWE","1.09%","-0.78%","-1.10%","156.77%","264.36%","267.43%"
"XO","XOXO","1.00%","0.38%","-13.77%","58.72%","62.15%","84.39%"
"Xperi","XPER","0.00%","1.53%","2.48%","-32.17%","-36.10%","-52.14%"
"Zumiez","ZUMZ","2.45%","15.81%","42.23%","40.73%","138.21%","25.37%"
