"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Lannett Com","LCI","1.64%","-5.70%","-7.81%","-46.55%","-40.38%","-78.10%"
"LCI Industries","LCII","-3.34%","-4.35%","-0.98%","-29.88%","-13.93%","60.25%"
"Legacy Texas Financial Grp","LTXB","-1.62%","14.86%","10.97%","6.18%","12.78%","44.86%"
"Lendingtree","TREE","-0.12%","2.32%","-0.89%","-28.17%","31.44%","197.65%"
"Lexington","LXP","-0.81%","-0.69%","-3.48%","-10.88%","-14.94%","1.30%"
"LGI Homes","LGIH","-3.19%","-5.30%","1.63%","-23.56%","29.20%","210.50%"
"LHC Group","LHCG","-1.19%","1.31%","1.34%","42.79%","36.10%","115.10%"
"Ligand","LGND","-0.34%","3.40%","19.30%","67.46%","85.97%","124.61%"
"Lindsay","LNN","0.39%","0.01%","-3.45%","5.08%","1.22%","11.46%"
"Liquidity Services","LQDT","1.44%","4.44%","5.22%","45.36%","6.02%","-23.78%"
"Lithia Motors","LAD","-1.36%","-3.00%","-3.15%","-17.14%","-5.44%","-17.13%"
"Littelfuse","LFUS","-0.48%","-2.72%","-1.91%","12.97%","20.94%","147.16%"
"LivePerson","LPSN","0.00%","4.68%","9.05%","104.35%","105.24%","145.05%"
"LogMeIn","LOGM","-1.61%","-2.51%","1.57%","-6.59%","-4.98%","48.11%"
"Lsb Industries","LXU","-0.13%","7.04%","41.00%","-13.24%","-28.50%","-78.85%"
"LSC Communications","LKSD","-0.50%","0.94%","-15.25%","-7.59%","-34.12%","-"
"LTC Properties","LTC","-1.06%","-1.09%","-4.03%","-5.95%","-20.37%","-5.10%"
"Lumber Liquidators","LL","-1.95%","-2.06%","-0.47%","-19.78%","-0.91%","31.01%"
"Lumentum Holdings Inc","LITE","-2.30%","-10.37%","-3.63%","8.69%","-20.61%","212.65%"
"Luminex","LMNX","-0.60%","-0.74%","13.50%","69.44%","62.43%","89.12%"
"Lydall","LDL","0.06%","0.11%","3.96%","-12.12%","-11.68%","52.48%"
"M/I Homes","MHO","-2.17%","-6.45%","-0.87%","-24.10%","-3.72%","8.93%"
"Magellan Health","MGLN","-2.14%","-3.79%","-7.07%","-5.44%","12.37%","39.73%"
"Maiden Holdings","MHLD","-0.60%","7.10%","-0.00%","25.76%","-25.89%","-47.40%"
"ManTech","MANT","-2.09%","-2.73%","9.73%","16.58%","48.31%","96.34%"
"Marcus","MCS","-2.08%","-0.15%","1.38%","20.66%","15.38%","67.60%"
"MarineMax","HZO","-4.25%","-2.40%","6.84%","7.41%","40.48%","8.56%"
"Marriot Vacations Worldwide","VAC","-1.91%","-1.13%","2.17%","-12.94%","0.59%","39.12%"
"Marten Transport","MRTN","-6.95%","-0.23%","-4.74%","8.87%","34.76%","95.58%"
"Masimo","MASI","-2.53%","-1.28%","2.33%","17.62%","0.98%","137.59%"
"Materion","MTRN","3.41%","3.41%","7.36%","18.62%","52.11%","73.07%"
"Matrix","MTRX","0.26%","-2.53%","3.76%","8.43%","107.53%","6.57%"
"Matson","MATX","-2.00%","-2.24%","-5.49%","19.91%","18.32%","-11.00%"
"Matthews","MATW","-1.57%","-4.63%","-5.03%","7.20%","-13.52%","6.47%"
"MDC","MDC","-3.18%","-7.46%","2.45%","-5.49%","-8.92%","9.36%"
"Medidata","MDSO","-14.40%","-13.48%","-5.42%","19.25%","-3.25%","42.32%"
"MEDIFAST","MED","0.99%","2.32%","11.68%","146.67%","299.72%","466.82%"
"Mercury","MRCY","-2.80%","-4.63%","4.37%","-23.74%","-10.98%","177.14%"
"Meridian","VIVO","-1.26%","-0.63%","-5.14%","12.14%","2.95%","-16.04%"
"Merit","MMSI","2.05%","1.24%","12.78%","32.75%","47.62%","127.85%"
"Meritage","MTH","-2.45%","-8.78%","-1.20%","-16.35%","1.98%","-7.27%"
"Methode Electronics","MEI","-1.02%","-1.53%","-0.13%","-3.49%","-4.80%","51.05%"
"MicroStrategy","MSTR","-0.66%","-1.16%","3.54%","1.54%","-30.75%","-26.52%"
"MiMedx","MDXG","3.13%","18.62%","-32.25%","-68.68%","-73.44%","-67.99%"
"MKS Instruments","MKSI","-2.49%","-2.92%","2.46%","3.65%","21.08%","177.48%"
"Mobile Mini","MINI","-2.10%","-1.58%","0.32%","35.22%","53.96%","33.13%"
"Momenta","MNTA","0.98%","7.50%","48.08%","120.79%","86.10%","40.00%"
"Monarch","MCRI","0.21%","-1.79%","6.34%","5.15%","55.75%","147.27%"
"Monotype","TYPE","-0.74%","-1.23%","-3.13%","-16.60%","6.07%","-14.32%"
"Monro Muffler Brake","MNRO","-2.77%","-1.26%","14.11%","17.12%","43.75%","9.04%"
"Moog","MOGa","1.11%","0.51%","3.72%","-8.85%","6.51%","19.32%"
"Motorcar Parts","MPAA","-2.36%","5.98%","13.09%","-15.65%","-24.69%","-26.40%"
"Movado","MOV","-0.20%","-0.10%","1.55%","52.17%","96.39%","92.16%"
"MTS Systems","MTSC","-0.64%","1.50%","2.56%","0.74%","1.98%","-14.51%"
"Mueller Industries","MLI","9.92%","9.69%","8.00%","-9.29%","6.60%","0.06%"
"Multi-Color","LABL","0.84%","0.23%","-4.15%","-12.16%","-17.76%","3.67%"
"Myers Industries","MYE","0.28%","0.28%","-6.68%","-6.92%","0.28%","22.72%"
"MYR Group","MYRG","-2.63%","-5.45%","0.25%","1.46%","14.86%","24.96%"
"Nanometrics","NANO","-1.67%","-1.98%","-0.84%","46.71%","31.37%","159.11%"
"National Presto Industries","NPK","-0.89%","-2.46%","-8.95%","17.70%","3.45%","46.33%"
"Natus","BABY","-3.34%","0.16%","-10.17%","-16.75%","-17.30%","-29.61%"
"Nautilus","NLS","-0.69%","-1.38%","-9.78%","7.12%","-21.86%","-33.80%"
"Navigant","NCI","-0.84%","0.90%","-12.49%","9.69%","6.88%","44.34%"
"NBT Bancorp","NBTB","1.86%","5.51%","4.25%","11.44%","11.41%","57.37%"
"Neenah Paper","NP","0.17%","0.92%","3.98%","-3.42%","9.92%","45.67%"
"Nektar","NKTR","-5.89%","-3.93%","-9.38%","-22.20%","100.00%","263.54%"
"Neogen","NEOG","-1.89%","-3.82%","-0.47%","31.02%","64.34%","40.43%"
"NETGEAR","NTGR","0.34%","-15.22%","3.95%","11.91%","47.92%","94.53%"
"Newpark Resources","NR","0.51%","1.55%","-7.51%","14.53%","34.01%","34.20%"
"NIC","EGOV","-0.31%","1.88%","1.25%","-2.11%","-0.31%","-3.22%"
"Northern Oil&Gas","NOG","-2.31%","4.32%","24.72%","64.88%","193.91%","-32.53%"
"Northfield Bancorp","NFBK","-0.12%","0.71%","-1.62%","-0.70%","-0.41%","13.37%"
"Northwest Bancshares","NWBI","0.17%","3.00%","1.34%","8.61%","11.88%","43.52%"
"Northwest Natural Gas","NWN","0.08%","0.55%","0.16%","6.96%","2.00%","50.22%"
"NutriSystem","NTRI","-0.37%","2.81%","6.62%","-23.48%","-34.71%","55.77%"
"OFG Bancorp","OFG","1.54%","10.74%","16.20%","75.53%","60.19%","92.76%"
"Old National Bancorp","ONB","-1.24%","6.12%","5.56%","14.33%","19.10%","39.71%"
"Ollies Bargain Outlet Holdings Inc","OLLI","-0.34%","-0.40%","1.23%","39.25%","67.57%","270.75%"
"Olympic Steel","ZEUS","1.53%","3.34%","9.44%","7.91%","28.33%","91.49%"
"Omnicell","OMCL","-5.13%","-3.12%","0.86%","8.76%","20.43%","30.60%"
"Onespan","OSPN","-3.61%","-0.74%","1.01%","43.88%","36.99%","-21.72%"
"Opus Bank","OPB","-1.41%","-3.94%","-3.77%","2.75%","14.72%","-25.42%"
"Orion Group","ORN","0.49%","2.39%","6.92%","17.43%","26.65%","28.24%"
"Oritani","ORIT","-1.22%","0.00%","-3.56%","-0.91%","-4.13%","8.91%"
"OSI Systems","OSIS","-2.09%","-1.84%","-0.29%","19.23%","-4.04%","11.78%"
"Oxford Industries","OXM","0.09%","2.58%","11.80%","23.13%","46.60%","10.70%"
"Papa John's","PZZA","-1.27%","-10.81%","-10.46%","-18.07%","-38.30%","-38.15%"
"Park Electrochemical","PKE","-1.36%","-2.11%","0.30%","17.96%","24.49%","32.16%"
"Patrick","PATK","-4.56%","-5.42%","-0.78%","-17.06%","17.72%","55.72%"
"PDC Energy","PDCE","-1.18%","0.87%","-0.40%","16.86%","27.20%","40.66%"
"Pennsylvania RE","PEI","-1.76%","-2.13%","-8.47%","-10.93%","-11.82%","-51.89%"
"Perficient","PRFT","-0.95%","0.04%","3.03%","42.63%","45.07%","74.25%"
"Perry Ellis","PERY","-1.31%","-1.41%","2.13%","11.30%","43.36%","17.69%"
"PetMed Express","PETS","-1.30%","-13.06%","-22.92%","-23.19%","-27.31%","105.35%"
"PGT Innovations","PGTI","8.45%","6.94%","12.68%","37.09%","79.07%","61.88%"
"Phibro","PAHC","-2.07%","-1.97%","0.85%","40.90%","22.60%","24.70%"
"Pinnacle","PNFP","-1.10%","4.23%","-1.72%","-5.28%","-5.09%","18.27%"
"Pioneer Energy Services","PES","-1.02%","-6.73%","-2.02%","59.02%","110.87%","29.33%"
"Piper Jaffray","PJC","0.26%","2.12%","-0.58%","-10.55%","18.78%","76.22%"
"Plexus","PLXS","-0.72%","-2.24%","1.67%","0.03%","10.68%","62.75%"
"Powell Industries","POWL","-0.31%","0.96%","2.18%","24.26%","6.59%","18.51%"
"Power Integrations","POWI","-0.99%","-2.14%","-0.26%","2.45%","-2.90%","94.60%"
"PRA Group Inc","PRAA","-0.92%","2.37%","11.21%","29.97%","10.50%","-30.53%"
"ProAssurance","PRA","1.52%","6.68%","11.13%","-30.10%","-35.09%","-14.80%"
"Progress","PRGS","0.03%","-1.13%","10.90%","-7.49%","22.56%","34.49%"
"Proto Labs","PRLB","-0.41%","3.64%","12.66%","31.31%","89.16%","77.03%"
"Provident","PFS","-0.57%","1.53%","-2.25%","3.30%","6.70%","48.35%"
"PS Business Parks","PSB","-0.02%","-1.32%","-0.28%","0.99%","-2.30%","68.82%"
"Quaker Chemical","KWR","0.62%","1.17%","3.74%","6.63%","5.32%","98.89%"
"Quality Systems","QSII","0.20%","2.07%","2.18%","48.60%","14.33%","59.53%"
"Qualys","QLYS","-3.55%","-1.16%","7.46%","57.71%","120.75%","140.25%"
"Quanex Building Products","NX","-1.42%","-3.08%","-4.16%","-26.07%","-23.11%","-14.27%"
"QuinStreet","QNST","-1.13%","-0.35%","9.94%","67.66%","256.60%","127.35%"
"Quorum Health","QHC","0.44%","6.34%","-16.11%","-27.40%","16.15%","-"
"Rambus","RMBS","-0.30%","1.71%","0.46%","-7.88%","-0.68%","-0.08%"
"Raven","RAVN","-0.26%","1.30%","0.77%","13.83%","12.68%","105.79%"
"Rayonier Advanced Materials","RYAM","-0.53%","-7.24%","4.51%","-17.26%","6.42%","45.49%"
"Re Max Holding","RMAX","-1.29%","-2.27%","0.19%","10.82%","-7.57%","39.50%"
"Red Robin Gourmet Burgers","RRGB","-3.78%","0.73%","-4.54%","-14.18%","-25.02%","-45.01%"
"Regis","RGS","0.06%","0.34%","5.98%","15.43%","71.64%","20.61%"
"Rent-A-Center","RCII","-0.14%","-0.20%","-0.54%","32.79%","15.97%","-45.25%"
"Repligen","RGEN","-1.45%","0.63%","4.80%","33.05%","14.14%","34.76%"
"Resources Connection","RECN","-0.66%","-11.99%","-14.00%","-2.59%","13.16%","-1.57%"
"Retail Opportunity","ROIC","-0.94%","-0.32%","-2.47%","-5.01%","-7.11%","13.47%"
"REX American Resources","REX","0.16%","1.66%","-7.01%","-10.47%","-25.40%","36.88%"
"RLI","RLI","0.93%","7.33%","9.49%","21.71%","25.82%","36.90%"
"Roadrunner","RRTS","-12.55%","-15.21%","-6.30%","-71.08%","-68.98%","-90.96%"
"Rogers","ROG","-0.25%","0.98%","9.84%","-26.31%","1.09%","125.73%"
"RR Donnelley & Sons","RRD","2.05%","-0.36%","-19.77%","-41.08%","-55.98%","-79.85%"
"Rudolph","RTEC","-1.00%","-2.47%","-2.31%","23.85%","16.08%","169.09%"
"Ruth's Hospitality","RUTH","-0.33%","2.57%","5.09%","38.34%","42.96%","88.84%"
"S&T Bancorp","STBA","-0.76%","4.38%","3.74%","14.85%","18.51%","45.37%"
"Sabra","SBRA","-1.51%","-2.84%","0.09%","14.70%","-8.96%","-20.73%"
"Safety Insurance","SAFT","1.82%","1.70%","3.76%","11.44%","25.67%","56.75%"
"Saia","SAIA","-4.45%","-1.64%","-5.65%","6.15%","39.85%","98.99%"
"Sanderson Farms","SAFM","-1.01%","-0.56%","-2.35%","-28.71%","-19.55%","49.23%"
"Sanmina","SANM","-0.65%","-0.33%","4.07%","-7.12%","-18.53%","44.37%"
"Saul Centers","BFS","-0.51%","0.82%","0.02%","-14.12%","-11.95%","3.09%"
"ScanSource","SCSC","0.12%","0.85%","2.22%","15.50%","1.35%","12.85%"
"Scholastic","SCHL","-0.41%","-11.15%","-7.84%","3.12%","-0.89%","-6.66%"
"Schweitzer-Mauduit","SWM","0.02%","-1.16%","-1.52%","-5.75%","11.76%","9.20%"
"Scientific Games","SGMS","-0.71%","-3.75%","-1.91%","-4.87%","28.42%","214.43%"
"SEACOR","CKH","0.76%","1.47%","-5.77%","17.61%","53.21%","-12.98%"
"Select Medical","SEM","-1.00%","3.13%","8.52%","11.90%","18.98%","30.36%"
"Selective","SIGI","-0.09%","0.26%","2.74%","-1.02%","13.26%","96.15%"
"Semtech","SMTC","-2.95%","-2.57%","1.54%","44.30%","22.76%","175.24%"
"Seneca Foods A","SENEA","0.18%","0.72%","0.72%","-9.59%","-4.79%","-5.60%"
"ServisFirst Bancshares","SFBS","-1.38%","-3.80%","-4.69%","0.00%","10.70%","115.58%"
"Shoe Carnival","SCVL","-1.83%","-3.88%","-4.06%","18.39%","72.59%","16.35%"
"Shutterstock","SSTK","-1.37%","-6.10%","0.46%","10.57%","8.53%","-9.87%"
"Simmons First National","SFNC","-1.10%","3.97%","1.95%","9.98%","15.87%","-32.02%"
"Simpson Manufacturing","SSD","-1.55%","-2.27%","-1.43%","7.09%","39.35%","75.91%"
"SkyWest","SKYW","-1.26%","0.73%","2.04%","3.48%","45.76%","287.79%"
"Sleep Number","SL2","3.13%","7.12%","6.75%","-11.91%","0.90%","4.63%"
"Sonic","SONC","-2.41%","-1.07%","2.77%","30.93%","43.92%","26.51%"
"Sonic Automotive","SAH","-0.81%","-9.56%","-20.47%","-0.00%","-2.38%","-20.51%"
"South Jersey Industries","SJI","0.01%","-0.27%","-0.74%","7.59%","-0.94%","40.88%"
"Southside","SBSI","-0.67%","4.21%","2.97%","5.17%","-1.47%","39.07%"
"SpartanNash Co","SPTN","-3.02%","-7.87%","-5.19%","-9.60%","-12.35%","-21.56%"
"Spectrum","SPPI","-2.89%","-4.94%","18.70%","18.89%","180.92%","228.91%"
"Spire","SR","0.28%","0.98%","1.26%","-3.66%","0.35%","36.45%"
"Spok Holdings","SPOK","1.04%","-2.99%","-4.89%","-6.71%","-15.61%","-5.19%"
"SPS Commerce","SPSC","0.80%","-0.17%","3.44%","58.45%","29.50%","5.52%"
"SPX Corp","SPXC","1.21%","-1.72%","2.39%","14.85%","28.25%","124.89%"
"SPX FLOW Inc","FLOW","2.76%","4.43%","1.76%","-5.32%","24.30%","-"
"Stage Stores","SSI","-4.58%","-4.18%","-1.29%","36.31%","15.66%","-86.76%"
"Stampscom","STMP","-0.68%","-0.98%","10.05%","44.68%","79.07%","270.07%"
"Standard Motor Products","SMP","-0.29%","2.23%","-3.51%","8.28%","-7.28%","48.44%"
"Standex","SXI","1.12%","3.53%","1.96%","2.11%","9.94%","38.02%"
"Stein Mart","SMRT","-0.85%","3.57%","-14.39%","100.00%","74.44%","-76.92%"
"Stepan","SCL","0.88%","1.61%","8.16%","3.60%","-10.61%","74.06%"
"Sterling Bancorp","STL","-1.50%","-0.22%","-4.56%","-6.50%","-1.71%","60.73%"
"Steven Madden","SHOO","-0.92%","0.09%","3.35%","15.52%","31.43%","31.81%"
"Stewart Info Services","STC","0.18%","2.59%","5.42%","5.74%","12.36%","9.77%"
"Strayer","STRA","-1.01%","0.56%","6.18%","33.04%","32.79%","172.91%"
"Sturm Ruger&Company","RGR","-3.05%","-0.89%","-4.95%","-0.27%","-2.02%","-2.25%"
"Summit Hotel Properties","INN","-1.61%","0.57%","-2.57%","-7.81%","-20.59%","4.08%"
"SunCoke Energy","SXC","0.26%","3.74%","1.80%","13.43%","25.93%","13.14%"
"Super Micro Computer","SMCI","-0.21%","-1.25%","-1.87%","13.00%","-10.59%","-7.07%"
"Superior Industries","SUP","-0.29%","-4.24%","-11.72%","14.14%","-16.50%","1.44%"
"Supernus","SUPN","-1.72%","1.59%","-3.97%","36.51%","27.10%","170.51%"
"Supervalu","SVU","-2.14%","-12.06%","-8.27%","-9.17%","-25.06%","-62.07%"
"SurModics","SRDX","0.08%","4.99%","11.50%","121.61%","127.29%","164.83%"
"Sykes","SYKE","-0.70%","-0.23%","4.12%","-5.18%","-12.86%","24.25%"
"Synchronoss Tech","SNCR","-0.91%","-5.07%","-22.43%","-39.26%","-67.43%","-88.30%"
"Synergy Resources","SRCI","0.09%","3.32%","2.06%","27.67%","33.29%","15.48%"
"Tailored Brands","TLRD","-1.79%","-3.22%","-19.33%","-2.11%","74.45%","-64.73%"
"Take-Two","TTWO","-1.29%","-1.20%","7.22%","14.01%","54.81%","298.47%"
"Team","TISI","-1.34%","6.24%","1.84%","48.66%","42.90%","-48.56%"
"Tennant","TNC","-0.13%","0.26%","2.96%","7.85%","4.68%","29.76%"
"Tetra Tech","TTEK","-0.17%","1.43%","5.16%","24.92%","27.30%","146.42%"
"Tetra Technologies","TTI","-0.12%","-6.74%","2.39%","0.47%","53.76%","-14.20%"
"Texas Capital","TCBI","-1.94%","1.90%","-0.48%","5.34%","14.42%","59.11%"
"The Andersons","ANDE","-0.71%","-0.85%","0.43%","11.72%","0.58%","-1.47%"
"The Childrens Place","PLCE","-3.08%","3.89%","-1.86%","-14.48%","21.09%","107.30%"
"The Ensign","ENSG","-1.47%","-1.00%","-0.72%","68.74%","61.12%","45.08%"
"The Medicines","MDCO","-0.28%","-1.26%","12.63%","45.83%","2.94%","17.89%"
"The Navigators","NAVG","1.27%","4.36%","2.57%","23.00%","6.30%","53.28%"
"The Providence Service","PRSC","-1.40%","-1.10%","-7.52%","20.98%","35.63%","57.54%"
"Tidewater","TDW","2.56%","3.80%","14.80%","33.20%","13.07%","-94.63%"
"Tile Shop","TTS","-1.69%","7.41%","10.13%","-9.38%","-36.03%","-37.46%"
"Timkensteel Corp","TMST","1.00%","3.23%","10.64%","19.75%","8.79%","-8.41%"
"Titan","TWI","0.99%","-0.58%","-7.01%","-20.65%","-17.91%","19.39%"
"Tivity Health","TVTY","-1.15%","-1.29%","-1.01%","-5.88%","-15.17%","156.72%"
"TiVo","TIVO","-2.37%","-3.14%","-10.83%","-20.83%","-36.01%","0.49%"
"Tompkins","TMP","-0.73%","2.12%","1.13%","9.61%","8.61%","68.02%"
"Topbuild Corp","BLD","-4.78%","-5.70%","-1.78%","2.52%","47.82%","156.02%"
"Tredegar","TG","1.62%","4.58%","6.13%","30.73%","60.90%","19.35%"
"Trex","TREX","-1.91%","-3.34%","5.67%","22.12%","74.14%","44.74%"
"TrueBlue","TBI","-0.27%","1.20%","2.31%","1.38%","4.03%","7.40%"
"TrustCo Bank NY","TRST","0.00%","1.12%","-1.63%","-1.63%","7.74%","46.20%"
"TTEC","TTEC","-2.04%","-2.47%","-6.81%","-16.65%","-20.12%","24.77%"
"TTM","TTMI","0.11%","-4.25%","-3.20%","12.13%","-9.29%","92.02%"
"Tuesday Morning","TUES","3.57%","4.69%","-3.33%","5.45%","61.11%","-69.98%"
"U S Concrete","USCR","1.11%","6.34%","-3.19%","-34.79%","-29.75%","28.50%"
"UMB Financial","UMBF","0.15%","3.92%","1.81%","10.91%","5.71%","44.30%"
"Unifi","UFI","-0.26%","-1.46%","-0.86%","-13.49%","2.41%","1.94%"
"Unifirst","UNF","-0.64%","0.67%","3.20%","13.28%","31.92%","69.76%"
"Unit","UNT","0.44%","-5.43%","2.95%","14.05%","41.51%","22.69%"
"United Bankshares","UBSI","-0.34%","4.82%","-2.37%","6.47%","-3.39%","-11.74%"
"United Community Banks","UCBI","-1.22%","2.25%","-4.63%","9.74%","7.04%","46.00%"
"United Fire","UFCS","3.97%","5.01%","6.79%","29.77%","31.36%","72.25%"
"United Insurances","UIHC","0.40%","-1.23%","0.60%","16.00%","24.52%","26.65%"
"Universal","UVV","0.61%","1.77%","-0.38%","26.10%","2.87%","20.28%"
"Universal Electronics","UEIC","-1.13%","4.00%","13.23%","-25.71%","-51.55%","-30.36%"
"Universal Forest","UFPI","-0.59%","-7.55%","-1.87%","-5.26%","23.15%","-41.75%"
"Universal Health RI","UHT","-0.76%","0.33%","-2.62%","-14.80%","-22.95%","32.07%"
"Universal Insurance","UVE","-0.79%","1.89%","8.17%","38.03%","58.95%","35.35%"
"Urstadt Biddle Properties","UBA","-0.55%","1.40%","-1.31%","3.59%","8.79%","17.72%"
"US Ecology","ECOL","0.23%","0.38%","6.33%","28.43%","19.53%","47.42%"
"US Physicalrapy","USPH","-1.32%","2.81%","6.80%","44.60%","56.40%","97.43%"
"US Silica","SLCA","1.43%","-8.11%","-10.03%","-25.89%","-11.71%","13.39%"
"Veeco","VECO","-2.61%","-4.79%","0.00%","0.34%","-53.65%","-42.82%"
"Vera Bradley","VRA","-1.86%","0.44%","-8.85%","12.48%","41.24%","27.44%"
"Veritiv Cor","VRTV","-0.89%","-2.87%","-0.38%","34.43%","-2.51%","9.90%"
"Viad","VVI","-0.88%","-0.35%","2.27%","1.62%","14.55%","123.06%"
"Viavi Solutions","VIAV","-0.49%","-2.86%","3.67%","16.48%","-11.32%","60.31%"
"Vicor","VICR","-1.19%","-2.54%","13.27%","139.00%","152.91%","379.83%"
"Virtus","VRTS","0.00%","0.51%","-3.29%","12.30%","10.29%","7.77%"
"Virtusa","VRTU","-1.97%","-0.85%","13.20%","22.21%","61.05%","8.59%"
"Vitamin Shoppe","VSI","1.30%","13.04%","2.63%","77.27%","-27.78%","-78.11%"
"Wabash National","WNC","-0.15%","4.06%","2.60%","-9.03%","-16.57%","68.29%"
"WageWorks","WAGE","-0.76%","0.58%","3.66%","-15.40%","-21.42%","22.52%"
"Walker&Dunlop","WD","0.02%","3.66%","3.57%","25.37%","17.39%","131.80%"
"Watts Water Technologies","WTS","0.72%","1.70%","6.37%","10.01%","29.13%","71.42%"
"WD-40","WDFC","-0.87%","0.91%","9.12%","35.85%","48.56%","82.24%"
"Westamerica Bancorporation","WABC","-0.38%","2.16%","0.35%","0.29%","5.91%","20.11%"
"Winnebago Industries","WGO","-8.78%","-8.23%","-10.58%","-30.85%","6.81%","77.60%"
"Wintrust","WTFC","-1.95%","2.09%","0.11%","9.54%","15.80%","66.75%"
"Wolverine","WWW","-1.06%","0.77%","1.75%","11.48%","26.97%","23.36%"
"World Acceptance","WRLD","-4.73%","0.53%","-3.28%","42.05%","48.81%","121.05%"
"WWE","WWE","-1.79%","0.63%","21.94%","165.01%","272.77%","388.19%"
"XO","XOXO","-1.41%","-1.78%","3.38%","82.45%","85.87%","121.14%"
"Xperi","XPER","-3.05%","-2.45%","-3.34%","-34.84%","-47.35%","-54.10%"
"Zumiez","ZUMZ","-1.83%","2.63%","-19.06%","3.03%","74.39%","-20.35%"
