S&P Small-Cap 600 ETF (VIOO)
Holding details,07/31/2018

Equity holdings
,SEDOL,Ticker,Holding name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type,
,="2912374","UVE       ","UNIVERSAL INSURA","77,989","$3,462,712.00","0.17500","Property & Casualty Insurance","US  ",-,
,="B2QH310","IRDM      ","IRIDIUM COMMUNIC","199,960","$3,459,308.00","0.17500","Alternative Carriers","US  ",-,
,="BDQYWV1","VREX      ","VAREX IMAGIN","90,338","$3,454,525.00","0.17400","Health Care Equipment","US  ",-,
,="2583297","MEI       ","METHODE ELEC","87,663","$3,440,773.00","0.17400","Electronic Manufacturing Services","US  ",-,
,="BWX4MD9","CAL       ","CALERES INC","102,730","$3,440,428.00","0.17400","Apparel Retail","US  ",-,
,="B4JSZL8","FN        ","FABRINET","87,795","$3,434,540.00","0.17300","Electronic Manufacturing Services","US  ",-,
,="2673154","PATK      ","PATRICK INDS INC","56,013","$3,430,796.00","0.17300","Building Products","US  ",-,
,="2222608","CTB       ","COOPER TIRE & RU","120,129","$3,429,683.00","0.17300","Tires & Rubber","US  ",-,
,="B01W5C1","OCLR      ","OCLARO INC","405,334","$3,429,126.00","0.17300","Communications Equipment","US  ",-,
,="2270500","DIOD      ","DIODES INC","92,138","$3,423,848.00","0.17300","Semiconductors","US  ",-,
,="BYYXHN4","WING      ","WINGSTOP INC","69,375","$3,423,656.00","0.17300","Restaurants","US  ",-,
,="2508405","LZB       ","LA-Z-BOY INC","111,832","$3,410,876.00","0.17200","Home Furnishings","US  ",-,
,="2046176","APOG      ","APOGEE ENTERPR","67,123","$3,407,163.00","0.17200","Building Products","US  ",-,
,="2767217","PPBI      ","PACIFIC PREMIER","91,779","$3,395,823.00","0.17100","Regional Banks","US  ",-,
,="BZCFW78","GNL       ","GLOBAL NET LEASE","160,175","$3,389,303.00","0.17100","Diversified REITs","US  ",-,
,="2333986","FSS       ","FED SIGNAL CORP","142,611","$3,387,011.00","0.17100","Construction Machinery & Heavy Trucks","US  ",-,
,="B1P36Y6","CENTA     ","CENTRAL GARDEN-A","83,879","$3,365,225.00","0.17000","Household Products","US  ",-,
,="2958538","SAFT      ","SAFETY INSURANCE","36,702","$3,361,903.00","0.17000","Property & Casualty Insurance","US  ",-,
,="B9L5200","ENTA      ","ENANTA PHARMACEU","34,367","$3,351,470.00","0.16900","Biotechnology","US  ",-,
,="2067672","AZZ       ","AZZ INC","61,817","$3,350,481.00","0.16900","Heavy Electrical Equipment","US  ",-,
,="2572109","LMNX      ","LUMINEX CORP","98,568","$3,337,512.00","0.16800","Life Sciences Tools & Services","US  ",-,
,="B7KY3Z6","EVTC      ","EVERTEC INC","143,191","$3,336,350.00","0.16800","Data Processing & Outsourced Services","US  ",-,
,="2037062","HLX       ","HELIX ENERGY SOL","331,255","$3,315,863.00","0.16700","Oil & Gas Equipment & Services","US  ",-,
,="2725851","RAVN      ","RAVEN INDUSTRIES","85,266","$3,308,321.00","0.16700","Industrial Conglomerates","US  ",-,
,="BPBSZJ1","KRG       ","KITE REALTY GROU","195,666","$3,300,885.00","0.16700","Retail REITs","US  ",-,
,="2889768","DDD       ","3D SYSTEMS CORP","270,696","$3,294,370.00","0.16600","Technology Hardware, Storage & Periphera","US  ",-,
,="2369226","ROCK      ","GIBRALTAR INDUST","75,542","$3,282,300.00","0.16600","Building Products","US  ",-,
,="BH65L93","SBCF      ","SEACOAST BANK/FL","111,875","$3,279,056.00","0.16500","Regional Banks","US  ",-,
,="2627850","NAVG      ","NAVIGATORS GROUP","54,238","$3,273,263.00","0.16500","Property & Casualty Insurance","US  ",-,
,="2121352","GPI       ","GROUP 1 AUTOMOTI","46,718","$3,269,793.00","0.16500","Automotive Retail","US  ",-,
,="2210885","CSGS      ","CSG SYSTEMS INTL","80,172","$3,260,595.00","0.16500","Data Processing & Outsourced Services","US  ",-,
,="2111579","OSIS      ","OSI SYSTEMS INC","40,483","$3,228,924.00","0.16300","Electronic Equipment & Instruments","US  ",-,
,="2597748","PLUS      ","EPLUS INC","32,586","$3,214,609.00","0.16200","Technology Distributors","US  ",-,
,="2925833","UNT       ","UNIT CORP","128,884","$3,209,212.00","0.16200","Oil & Gas Drilling","US  ",-,
,="2158781","CALM      ","CAL-MAINE FOODS","70,991","$3,194,595.00","0.16100","Packaged Foods & Meats","US  ",-,
,="B86V808","TILE      ","INTERFACE INC","141,412","$3,167,629.00","0.16000","Office Services & Supplies","US  ",-,
,="2911166","USPH      ","US PHYSICAL THER","30,200","$3,163,450.00","0.16000","Health Care Facilities","US  ",-,
,="2840174","SXI       ","STANDEX INTL CO","30,473","$3,158,526.00","0.15900","Industrial Machinery","US  ",-,
,="2721967","RMBS      ","RAMBUS INC","255,493","$3,157,893.00","0.15900","Semiconductors","US  ",-,
,="2387109","GES       ","GUESS? INC","138,600","$3,140,676.00","0.15800","Apparel Retail","US  ",-,
,="2821113","SONC      ","SONIC CORP","88,544","$3,112,322.00","0.15700","Restaurants","US  ",-,
,="2561204","MDC       ","MDC HOLDINGS INC","106,897","$3,104,289.00","0.15700","Homebuilding","US  ",-,
,="2577052","LPSN      ","LIVEPERSON INC","132,894","$3,083,141.00","0.15600","Internet Software & Services","US  ",-,
,="2487612","KEM       ","KEMET CORP","118,087","$3,069,081.00","0.15500","Electronic Manufacturing Services","US  ",-,
,="B4WXG84","UFCS      ","UNITED FIRE GROU","50,873","$3,067,133.00","0.15500","Property & Casualty Insurance","US  ",-,
,="2855855","ABG       ","ASBURY AUTO GRP","43,602","$3,065,221.00","0.15500","Automotive Retail","US  ",-,
,="2655981","ODP       ","OFFICE DEPOT INC","1,220,247","$3,062,820.00","0.15500","Specialty Stores","US  ",-,
,="BMP8TL6","CTRE      ","CARETRUST REI","181,083","$3,062,114.00","0.15500","Health Care REITs","US  ",-,
,="2779342","SHLM      ","SCHULMAN (A)","70,166","$3,041,696.00","0.15300","Specialty Chemicals","US  ",-,
,="2782038","SWM       ","SCHWEITZER-MAUDU","73,141","$3,034,620.00","0.15300","Paper Products","US  ",-,
,="2149622","MTRN      ","MATERION CORP","48,251","$3,025,338.00","0.15300","Diversified Metals & Mining","US  ",-,
,="2456957","DIN       ","DINE BRANDS GLOB","42,428","$3,013,661.00","0.15200","Restaurants","US  ",-,
,="2730877","RWT       ","REDWOOD TRUST","179,274","$3,013,596.00","0.15200","Mortgage REITs","US  ",-,
,="2853417","STRA      ","STRAYER EDUCATIO","25,503","$3,005,274.00","0.15200","Education Services","US  ",-,
,="B00SCY1","CORT      ","CORCEPT THERA","227,590","$2,988,257.00","0.15100","Pharmaceuticals","US  ",-,
,="BT8RWQ5","JRVR      ","JAMES RIVER GROU","71,680","$2,966,835.00","0.15000","Property & Casualty Insurance","US  ",-,
,="BF0FM92","SVU       ","SUPERVALU INC","91,633","$2,961,579.00","0.14900","Food Retail","US  ",-,
,="2161778","CHCO      ","CITY HOLDING CO","36,607","$2,946,131.00","0.14900","Regional Banks","US  ",-,
,="B0T7Z62","CROX      ","CROCS INC","162,406","$2,941,173.00","0.14800","Footwear","US  ",-,
,="BYMMZL7","ASIX      ","ADVANSIX INC","72,614","$2,938,689.00","0.14800","Commodity Chemicals","US  ",-,
,="2771133","BABY      ","NATUS MEDICAL","79,944","$2,917,956.00","0.14700","Health Care Equipment","US  ",-,
,="2974329","MSTR      ","MICROSTRATEGY","22,414","$2,917,182.00","0.14700","Application Software","US  ",-,
,="2143646","CECO      ","CAREER EDUCATION","157,972","$2,906,685.00","0.14700","Education Services","US  ",-,
,="BGDW5G5","NMIH      ","NMI HOLDINGS I-A","138,826","$2,901,463.00","0.14600","Thrifts & Mortgage Finance","US  ",-,
,="B0PPHS6","AMSF      ","AMERISAFE INC","46,108","$2,895,582.00","0.14600","Property & Casualty Insurance","US  ",-,
,="2081133","BPFH      ","BOSTON PRIV FINL","200,310","$2,884,464.00","0.14600","Regional Banks","US  ",-,
,="B0GWDP5","CPLA      ","CAPELLA EDUCATIO","27,710","$2,881,840.00","0.14500","Education Services","US  ",-,
,="BV0LCR0","SHAK      ","SHAKE SHACK IN-A","46,020","$2,868,427.00","0.14500","Restaurants","US  ",-,
,="BZ0P429","GCI       ","GANNETT CO INC","269,333","$2,846,850.00","0.14400","Publishing","US  ",-,
,="B17V2N9","PGTI      ","PGT INNOVATIONS","118,483","$2,843,592.00","0.14300","Building Products","US  ",-,
,="BLTFST7","ARCB      ","ARCBEST CORP","61,033","$2,841,086.00","0.14300","Trucking","US  ",-,
,="2620398","NTRI      ","NUTRISYSTEM INC","70,641","$2,825,640.00","0.14300","Internet & Direct Marketing Retail","US  ",-,
,="2030674","AMWD      ","AMER WOODMARK CO","33,852","$2,824,949.00","0.14300","Building Products","US  ",-,
,="2860536","SYKE      ","SYKES ENTERPRISE","94,787","$2,811,382.00","0.14200","Data Processing & Outsourced Services","US  ",-,
,="BYXR9C0","PUMP      ","PROPETRO HOLDING","170,649","$2,805,470.00","0.14200","Oil & Gas Equipment & Services","US  ",-,
,="B3V8JL7","PMT       ","PENNYMAC MORTGAG","145,242","$2,801,718.00","0.14100","Mortgage REITs","US  ",-,
,="B01KGF5","VVI       ","VIAD CORP","48,586","$2,788,836.00","0.14100","Diversified Support Services","US  ",-,
,="2925844","ACOR      ","ACORDA THERAPEUT","111,677","$2,786,341.00","0.14100","Biotechnology","US  ",-,
,="BYT1841","CATM      ","CARDTRONICS PL-A","109,071","$2,761,678.00","0.13900","Data Processing & Outsourced Services","US  ",-,
,="2972721","WGO       ","WINNEBAGO INDS","68,987","$2,752,581.00","0.13900","Automobile Manufacturers","US  ",-,
,="2239244","CTS       ","CTS CORP","78,605","$2,743,315.00","0.13800","Electronic Manufacturing Services","US  ",-,
,="BBGT609","FOSL      ","FOSSIL GROUP INC","104,637","$2,741,489.00","0.13800","Apparel, Accessories & Luxury Goods","US  ",-,
,="BD8Q1B8","TVTY      ","TIVITY HEALTH IN","81,289","$2,739,439.00","0.13800","Health Care Services","US  ",-,
,="2090816","BHE       ","BENCHMARK ELECTR","113,018","$2,735,036.00","0.13800","Electronic Manufacturing Services","US  ",-,
,="2932048","WNC       ","WABASH NATIONAL","137,722","$2,726,896.00","0.13800","Construction Machinery & Heavy Trucks","US  ",-,
,="2665128","OMI       ","OWENS & MINOR","144,388","$2,724,602.00","0.13700","Health Care Distributors","US  ",-,
,="BZCD9S2","PVAC      ","PENN VIRGINIA","32,232","$2,724,249.00","0.13700","Oil & Gas Exploration & Production","US  ",-,
,="2779234","SCHL      ","SCHOLASTIC CORP","65,222","$2,723,671.00","0.13700","Publishing","US  ",-,
,="2200552","BJRI      ","BJ'S RESTAURANTS","43,015","$2,720,699.00","0.13700","Restaurants","US  ",-,
,="BVSS693","DEA       ","EASTERLY GOVERNM","143,356","$2,716,596.00","0.13700","Office REITs","US  ",-,
,="2644547","OFIX      ","ORTHOFIX INTL","44,877","$2,714,610.00","0.13700","Health Care Equipment","US  ",-,
,="BJSP4C9","IBP       ","INSTALLED BUILDI","49,641","$2,710,399.00","0.13700","Homebuilding","US  ",-,
,="2196781","CHS       ","CHICO'S FAS INC","307,516","$2,675,389.00","0.13500","Apparel Retail","US  ",-,
,="B0637B2","CORE      ","CORE-MARK HOLDIN","110,045","$2,660,888.00","0.13400","Distributors","US  ",-,
,="2227089","PJC       ","PIPER JAFFRAY CO","34,220","$2,646,917.00","0.13400","Investment Banking & Brokerage","US  ",-,
,="2106661","FARO      ","FARO TECH","40,356","$2,627,176.00","0.13300","Electronic Equipment & Instruments","US  ",-,
,="2438126","EGOV      ","NIC INC","159,300","$2,612,520.00","0.13200","Internet Software & Services","US  ",-,
,="2848736","STC       ","STEWART INFO SVC","57,105","$2,594,851.00","0.13100","Property & Casualty Insurance","US  ",-,
,="BH2R795","NEWM      ","NEW MEDIA INVEST","143,418","$2,580,090.00","0.13000","Publishing","US  ",-,
,="B3RDWC8","MXL       ","MAXLINEAR","147,715","$2,556,947.00","0.12900","Semiconductors","US  ",-,
,="B888DV3","NBHC      ","NATIONAL-CL A","64,556","$2,555,126.00","0.12900","Regional Banks","US  ",-,
,="BYN7H26","ALRM      ","ALARM.COM HOLDIN","59,537","$2,552,351.00","0.12900","Internet Software & Services","US  ",-,
,="2888613","TMP       ","TOMPKINS FINANCI","29,383","$2,517,535.00","0.12700","Regional Banks","US  ",-,
,="2722777","RPT       ","RAMCO-GERSHENSON","191,281","$2,515,345.00","0.12700","Retail REITs","US  ",-,
,="2767756","SCSC      ","SCANSOURCE INC","60,834","$2,509,403.00","0.12700","Technology Distributors","US  ",-,
,="BRYQ4L1","ENVA      ","ENOVA INTERNATIO","80,790","$2,504,490.00","0.12600","Consumer Finance","US  ",-,
,="BCZNFT1","TPRE      ","THIRD POINT REIN","198,614","$2,502,536.00","0.12600","Reinsurance","US  ",-,
,="BF4HN46","SNBR      ","SLEEP NUMBER COR","87,799","$2,501,394.00","0.12600","Homefurnishing Retail","US  ",-,
,="BF4L070","CEIX      ","CONSOL ENERGY IN","59,942","$2,495,385.00","0.12600","Coal & Consumable Fuels","US  ",-,
,="2893071","TGI       ","TRIUMPH GROUP","118,595","$2,472,706.00","0.12500","Aerospace & Defense","US  ",-,
,="B6ZJTH3","MGPI      ","MGP INGREDIENTS","30,117","$2,471,702.00","0.12500","Distillers & Vintners","US  ",-,
,="2473150","IPAR      ","INTER PARFUMS","40,826","$2,457,725.00","0.12400","Personal Products","US  ",-,
,="2318790","OSUR      ","ORASURE TECH","146,061","$2,452,364.00","0.12400","Health Care Supplies","US  ",-,
,="2273446","WIRE      ","ENCORE WIRE","50,035","$2,439,206.00","0.12300","Electrical Components & Equipment","US  ",-,
,="2476513","WETF      ","WISDOMTREE INVES","277,968","$2,429,440.00","0.12300","Asset Management & Custody Banks","US  ",-,
,="2619880","HFWA      ","HERITAGE FINL","69,170","$2,424,409.00","0.12200","Regional Banks","US  ",-,
,="2519849","TBI       ","TRUEBLUE INC","89,352","$2,416,972.00","0.12200","Human Resource & Employment Services","US  ",-,
,="B16NWY7","CRAY      ","CRAY INC","96,450","$2,406,428.00","0.12100","Technology Hardware, Storage & Periphera","US  ",-,
,="2516613","LNN       ","LINDSAY CORP","25,511","$2,401,606.00","0.12100","Agricultural & Farm Machinery","US  ",-,
,="2239017","CRY       ","CRYOLIFE INC","80,260","$2,391,748.00","0.12100","Health Care Equipment","US  ",-,
,="BRB38H9","DPLO      ","DIPLOMAT PHARMAC","114,862","$2,386,832.00","0.12000","Health Care Services","US  ",-,
,="BZ8FLW0","TLRD      ","TAILORED BRANDS","118,130","$2,381,501.00","0.12000","Apparel Retail","US  ",-,
,="BYRYKS0","ARR       ","ARMOUR RESIDENTI","99,952","$2,375,859.00","0.12000","Mortgage REITs","US  ",-,
,="B5LYMC1","CLDT      ","CHATHAM LODGING","109,814","$2,365,394.00","0.11900","Hotel & Resort REITs","US  ",-,
,="2564797","NCI       ","NAVIGANT CONSULT","107,845","$2,346,707.00","0.11800","Research & Consulting Services","US  ",-,
,="BDDXF67","INVA      ","INNOVIVA INC","165,603","$2,343,282.00","0.11800","Pharmaceuticals","US  ",-,
,="2838306","SMP       ","STANDARD MOTOR","48,047","$2,341,811.00","0.11800","Auto Parts & Equipment","US  ",-,
,="2636878","NR        ","NEWPARK RESOURCE","211,615","$2,338,346.00","0.11800","Oil & Gas Equipment & Services","US  ",-,
,="2608985","MTSC      ","MTS SYSTEMS CORP","42,314","$2,307,171.00","0.11600","Electronic Equipment & Instruments","US  ",-,
,="2407052","EXTR      ","EXTREME NETWORKS","271,010","$2,303,585.00","0.11600","Communications Equipment","US  ",-,
,="B3KKGQ8","VRTS      ","VIRTUS INVEST","17,236","$2,296,697.00","0.11600","Asset Management & Custody Banks","US  ",-,
,="2485876","SBSI      ","SOUTHSIDE BAN IN","66,243","$2,271,472.00","0.11500","Regional Banks","US  ",-,
,="2891826","FORM      ","FORMFACTOR INC","174,757","$2,263,103.00","0.11400","Semiconductor Equipment","US  ",-,
,="2715391","QSII      ","QUALITY SYSTEMS","112,188","$2,258,344.00","0.11400","Health Care Technology","US  ",-,
,="2167475","CBL       ","CBL & ASSOC PROP","414,207","$2,257,428.00","0.11400","Retail REITs","US  ",-,
,="BL95N25","PAHC      ","PHIBRO ANIMAL-A","47,108","$2,256,473.00","0.11400","Pharmaceuticals","US  ",-,
,="B02T2D1","FSP       ","FRANKLIN STREET","255,601","$2,251,845.00","0.11400","Office REITs","US  ",-,
,="2414018","HTLD      ","HEARTLAND EXPRES","117,316","$2,251,294.00","0.11400","Trucking","US  ",-,
,="2698146","GTY       ","GETTY REALTY","78,477","$2,248,366.00","0.11300","Retail REITs","US  ",-,
,="2856289","RGR       ","STURM RUGER & CO","41,473","$2,247,837.00","0.11300","Leisure Products","US  ",-,
,="BNFZBM9","BEL       ","BELMOND LTD-A","199,756","$2,247,255.00","0.11300","Hotels, Resorts & Cruise Lines","US  ",-,
,="2930774","VICR      ","VICOR CORP","38,909","$2,239,213.00","0.11300","Electrical Components & Equipment","US  ",-,
,="2060370","ASTE      ","ASTEC INDUSTRIES","45,573","$2,239,001.00","0.11300","Construction Machinery & Heavy Trucks","US  ",-,
,="BG3G1B4","LGIH      ","LGI HOMES INC","43,092","$2,227,425.00","0.11200","Homebuilding","US  ",-,
,="BN458W9","RYAM      ","RAYONIER ADV","123,264","$2,223,683.00","0.11200","Specialty Chemicals","US  ",-,
,="BVGC697","VSTO      ","VISTA OUTDOOR","136,586","$2,218,157.00","0.11200","Leisure Products","US  ",-,
,="2442547","PRFT      ","PERFICIENT INC","84,272","$2,218,039.00","0.11200","IT Consulting & Other Services","US  ",-,
,="2274922","ANDE      ","ANDERSONS INC","62,814","$2,214,194.00","0.11200","Food Distributors","US  ",-,
,="B7ZKH46","AMBC      ","AMBAC FINANCIAL","107,893","$2,203,175.00","0.11100","Property & Casualty Insurance","US  ",-,
,="2518415","RTEC      ","RUDOLPH TECHNOL","76,803","$2,196,566.00","0.11100","Semiconductor Equipment","US  ",-,
,="2609858","LABL      ","MULTI-COLOR CORP","33,091","$2,195,588.00","0.11100","Commercial Printing","US  ",-,
,="2797838","CKH       ","SEACOR HOLDINGS","41,526","$2,191,327.00","0.11100","Oil & Gas Equipment & Services","US  ",-,
,="B4M7GZ3","ECHO      ","ECHO GLOBAL LOGI","63,302","$2,180,754.00","0.11000","Air Freight & Logistics","US  ",-,
,="BF23JJ3","RMAX      ","RE/MAX HOLDINGS","42,213","$2,144,420.00","0.10800","Real Estate Services","US  ",-,
,="BD5JS97","DF        ","DEAN FOODS CO","218,344","$2,144,138.00","0.10800","Packaged Foods & Meats","US  ",-,
,="2622220","NANO      ","NANOMETRICS INC","56,758","$2,137,506.00","0.10800","Semiconductor Equipment","US  ",-,
,="BYMC5T5","EXTN      ","EXTERRAN CORP","76,783","$2,128,425.00","0.10700","Oil & Gas Equipment & Services","US  ",-,
,="2021634","ALG       ","ALAMO GROUP","22,684","$2,109,612.00","0.10600","Construction Machinery & Heavy Trucks","US  ",-,
,="BCRYTK1","IRT       ","INDEPENDENCE REA","207,602","$2,107,160.00","0.10600","Residential REITs","US  ",-,
,="B1GHPN9","IPHS      ","INNOPHOS HOLDING","46,565","$2,103,807.00","0.10600","Specialty Chemicals","US  ",-,
,="2496384","CIR       ","CIRCOR INTL","47,199","$2,093,276.00","0.10600","Industrial Machinery","US  ",-,
,="2906429","TRST      ","TRUSTCO BANK NY","228,967","$2,083,600.00","0.10500","Thrifts & Mortgage Finance","US  ",-,
,="B1YWR85","TYPE      ","MONOTYPE IMAGING","100,476","$2,074,829.00","0.10500","Application Software","US  ",-,
,="2269229","DBD       ","DIEBOLD NIXDORF","181,696","$2,062,250.00","0.10400","Technology Hardware, Storage & Periphera","US  ",-,
,="2443078","ECPG      ","ENCORE CAPITAL G","57,070","$2,060,227.00","0.10400","Consumer Finance","US  ",-,
,="BN40158","SPTN      ","SPARTANNASH CO","85,420","$2,046,663.00","0.10300","Food Distributors","US  ",-,
,="2763602","PFBC      ","PREFERRED BANK","32,715","$2,036,182.00","0.10300","Regional Banks","US  ",-,
,="2927497","UHT       ","UNIVERSAL HEALTH","30,165","$2,030,406.00","0.10200","Health Care REITs","US  ",-,
,="BCD47X4","BANC      ","BANC OF CALIFORN","101,432","$2,028,640.00","0.10200","Regional Banks","US  ",-,
,="B7ZR219","SSTK      ","SHUTTERSTOCK INC","43,802","$2,017,958.00","0.10200","Internet Software & Services","US  ",-,
,="2456441","INTL      ","INTL FCSTONE INC","37,606","$2,015,306.00","0.10200","Investment Banking & Brokerage","US  ",-,
,="2568357","MRTN      ","MARTEN TRANSPORT","92,129","$2,013,019.00","0.10200","Trucking","US  ",-,
,="B07LSQ7","CNSL      ","CONSOLIDATED COM","157,357","$2,004,728.00","0.10100","Integrated Telecommunication Services","US  ",-,
,="B1VQR35","SMCI      ","SUPER MICRO COMP","90,466","$1,999,299.00","0.10100","Technology Hardware, Storage & Periphera","US  ",-,
,="B0G4KC7","RUTH      ","RUTH'S HOSPITALI","68,254","$1,975,953.00","0.10000","Restaurants","US  ",-,
,="BF11FD4","GPMT      ","GRANITE POINT MO","103,200","$1,960,800.00","0.09900","Mortgage REITs","US  ",-,
,="B6TPXR5","HAFC      ","HANMI FINL CORP","78,084","$1,956,004.00","0.09900","Regional Banks","US  ",-,
,="2534671","LDL       ","LYDALL INC","41,877","$1,943,093.00","0.09800","Industrial Machinery","US  ",-,
,="BYXQNK3","XPER      ","XPERI CORP","116,378","$1,937,694.00","0.09800","Semiconductor Equipment","US  ",-,
,="2230946","CPF       ","CENTRAL PACIFIC","70,269","$1,936,614.00","0.09800","Regional Banks","US  ",-,
,="2420316","CASH      ","META FINANCIAL G","21,641","$1,935,787.00","0.09800","Thrifts & Mortgage Finance","US  ",-,
,="2164700","CAMP      ","CALAMP CORP","84,920","$1,932,779.00","0.09800","Communications Equipment","US  ",-,
,="2367101","GCO       ","GENESCO INC","47,335","$1,926,535.00","0.09700","Apparel Retail","US  ",-,
,="B4WHS46","HMST      ","HOMESTREET INC","64,801","$1,918,110.00","0.09700","Thrifts & Mortgage Finance","US  ",-,
,="B764L34","AEGN      ","AEGION CORP","77,261","$1,914,528.00","0.09700","Construction & Engineering","US  ",-,
,="BYYTSK6","HT        ","HERSHA HOSPITAL","88,401","$1,908,578.00","0.09600","Hotel & Resort REITs","US  ",-,
,="B4M8043","USCR      ","US CONCRETE INC","37,725","$1,905,113.00","0.09600","Construction Materials","US  ",-,
,="B7V5P52","FRGI      ","FIESTA RESTAURAN","65,415","$1,900,306.00","0.09600","Restaurants","US  ",-,
,="2215341","CMTL      ","COMTECH TELECOMM","56,227","$1,889,227.00","0.09500","Communications Equipment","US  ",-,
,="B0X46B1","KOP       ","KOPPERS HOLDINGS","50,297","$1,888,652.00","0.09500","Commodity Chemicals","US  ",-,
,="BYQBFS7","TRHC      ","TABULA RASA HEAL","32,387","$1,886,219.00","0.09500","Health Care Technology","US  ",-,
,="2733092","RCII      ","RENT-A-CENTER","126,661","$1,879,649.00","0.09500","Computer & Electronics Retail","US  ",-,
,="2502678","SRDX      ","SURMODICS INC","31,664","$1,861,843.00","0.09400","Health Care Equipment","US  ",-,
,="2643168","MOV       ","MOVADO GROUP","37,359","$1,860,478.00","0.09400","Apparel, Accessories & Luxury Goods","US  ",-,
,="2052924","ADTN      ","ADTRAN INC","114,401","$1,859,016.00","0.09400","Communications Equipment","US  ",-,
,="2413071","HSII      ","HEIDRICK & STRUG","45,310","$1,853,179.00","0.09400","Human Resource & Employment Services","US  ",-,
,="2771984","CMO       ","CAPSTEAD MORTGAG","220,489","$1,845,493.00","0.09300","Mortgage REITs","US  ",-,
,="B00CR04","ANGO      ","ANGIODYNAMICS IN","87,284","$1,845,184.00","0.09300","Health Care Equipment","US  ",-,
,="B8NB2R6","NFBK      ","NORTHFIELD BANCO","110,650","$1,843,429.00","0.09300","Thrifts & Mortgage Finance","US  ",-,
,="2680303","JCP       ","J.C. PENNEY CO","749,445","$1,836,140.00","0.09300","Department Stores","US  ",-,
,="2918576","PRSC      ","PROVIDENCE SERVI","26,005","$1,822,430.00","0.09200","Health Care Services","US  ",-,
,="2143099","PETS      ","PETMED EXPRESS","49,055","$1,821,412.00","0.09200","Internet & Direct Marketing Retail","US  ",-,
,="BYXGJD8","BCEI      ","BONANZA CREEK EN","48,700","$1,811,640.00","0.09100","Oil & Gas Exploration & Production","US  ",-,
,="B6XHXY4","CUBI      ","CUSTOMERS BANCOR","71,031","$1,809,160.00","0.09100","Regional Banks","US  ",-,
,="2564827","MCS       ","MARCUS CORP","46,913","$1,808,496.00","0.09100","Movies & Entertainment","US  ",-,
,="2008121","AMAG      ","AMAG PHARMACEUTI","81,875","$1,805,344.00","0.09100","Biotechnology","US  ",-,
,="BDW0D09","AAOI      ","APPLIED OPTOELEC","46,905","$1,802,559.00","0.09100","Communications Equipment","US  ",-,
,="2156581","BGG       ","BRIGGS & STRATTN","101,651","$1,798,206.00","0.09100","Industrial Machinery","US  ",-,
,="2487117","KELYA     ","KELLY SERVICES-A","73,553","$1,786,602.00","0.09000","Human Resource & Employment Services","US  ",-,
,="2680767","PEI       ","PENN REIT","167,028","$1,773,837.00","0.09000","Retail REITs","US  ",-,
,="2325875","IIIN      ","INSTEEL INDS","43,054","$1,770,811.00","0.08900","Building Products","US  ",-,
,="B3R0638","SXC       ","SUNCOKE ENERGY I","155,076","$1,769,417.00","0.08900","Steel","US  ",-,
,="2549385","MHO       ","M/I HOMES INC","68,021","$1,759,023.00","0.08900","Homebuilding","US  ",-,
,="2472759","ITG       ","INVESTMENT TECH","78,713","$1,743,493.00","0.08800","Investment Banking & Brokerage","US  ",-,
,="B87LKR8","OFG       ","OFG BANCORP","104,418","$1,738,560.00","0.08800","Regional Banks","US  ",-,
,="2577870","HSTM      ","HEALTHSTREAM INC","61,610","$1,730,009.00","0.08700","Health Care Technology","US  ",-,
,="2208426","COHU      ","COHU INC","68,501","$1,724,855.00","0.08700","Semiconductor Equipment","US  ",-,
,="B464DZ9","EXPR      ","EXPRESS INC","178,986","$1,723,635.00","0.08700","Apparel Retail","US  ",-,
,="2862532","SSP       ","EW SCRIPPS-A","131,317","$1,720,253.00","0.08700","Broadcasting","US  ",-,
,="B00G8B4","GHL       ","GREENHILL & CO","52,378","$1,712,761.00","0.08600","Investment Banking & Brokerage","US  ",-,
,="B292GM4","APEI      ","AMERICAN PUBLIC","38,810","$1,711,521.00","0.08600","Education Services","US  ",-,
,="2372008","GLT       ","GLATFELTER","104,408","$1,709,159.00","0.08600","Paper Products","US  ",-,
,="2938422","VECO      ","VEECO INSTRUMENT","116,476","$1,706,373.00","0.08600","Semiconductor Equipment","US  ",-,
,="BZB1XF2","TCMD      ","TACTILE SYSTEMS","35,291","$1,696,438.00","0.08600","Health Care Equipment","US  ",-,
,="BYND5T7","DFIN      ","DONNELLEY FINANC","81,331","$1,691,685.00","0.08500","Financial Exchanges & Data","US  ",-,
,="BD420Q8","ACLS      ","AXCELIS TECH INC","76,219","$1,676,818.00","0.08500","Semiconductor Equipment","US  ",-,
,="2066721","AVP       ","AVON PRODUCTS","1,051,598","$1,672,041.00","0.08400","Personal Products","US  ",-,
,="B01LWM7","NYMT      ","NEW YORK MTGE","267,053","$1,658,399.00","0.08400","Mortgage REITs","US  ",-,
,="BDC84D3","ATNI      ","ATN INTERNATIONA","25,864","$1,652,192.00","0.08300","Integrated Telecommunication Services","US  ",-,
,="2526991","XOXO      ","XO GROUP INC","58,091","$1,637,004.00","0.08300","Internet Software & Services","US  ",-,
,="2149934","BKE       ","THE BUCKLE INC","67,681","$1,627,728.00","0.08200","Apparel Retail","US  ",-,
