Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
KRA,"Kraton Performance Polymers Inc",1567247000,13.72,3.58,97550000,1.26,0,0.00%
KRG,"Kite Realty Group Trust",1412350000,8.12,-0.07,11870000,0.5,1.27,7.66%
KS,"Kapstone Paper and Packaging Corp",3405048000,21.74,1.6,243500000,3.25,0.4,1.15%
KWR,"Quaker Chemical Corp",2167830000,30.54,5.22,20280000,1.28,1.48,0.93%
LABL,"Multi Color Cp",1335668000,17.4,3.75,71950000,0.89,0.2,0.31%
LAD,"Lithia Motors",2399478000,11.05,8.68,245220000,1.75,1.16,1.21%
LCI,"Lannett Co Inc",486528000,4.44,2.86,-580000,2.57,0,0.00%
LCII,"Lci Industries",2486967000,16.45,5.91,132880000,1.03,2.4,2.47%
LDL,"Lydall Inc",793809000,16.42,2.75,49320000,1.46,0,0.00%
LGIH,"LGI Homes Inc",1395942000,11.46,5.32,113310000,0.09,0,0.00%
LGND,"Ligand Pharm",4953102000,64.78,3.5,12560000,1.08,0,0.00%
LHCG,"LHC Group Inc",2856210000,34.2,2.52,50110000,0.61,0,0.00%
LION,"Fidelity Southern Cp",701147000,19.31,1.34,39800000,1.2,0.48,1.85%
LKSD,"Lsc Communications Inc",515431000,8.32,1.71,-57000000,-0.46,1.04,7.31%
LL,"Lumber Liquidators Holdings Inc",750602000,99,0.26,-37820000,1.66,0,0.00%
LMAT,"Lemaitre Vascular",712925000,41.78,0.88,17180000,0.57,0.28,0.76%
LMNX,"Luminex Corp",1510856000,41.23,0.81,29420000,0.19,0.24,0.72%
LNN,"Lindsay Corp",1008752000,30.14,3.11,23180000,0.33,1.2,1.28%
LNTH,"Lantheus Holdings",530178000,13.8,1,123390000,1.37,0,0.00%
LOCO,"El Pollo Loco",461748000,18.36,0.64,8620000,0.33,0,0.00%
LPSN,"Liveperson Inc",1396560000,0,-0.07,-18190000,0.96,0,0.00%
LQDT,"Liquidity Services",221490000,0,-0.81,-39190000,0.44,0,0.00%
LTC,"Ltc Properties",1666442000,13.41,2.17,87340000,0.13,2.28,5.54%
LTXB,"Legacytexas Fnl",2116684000,18.07,2.32,89490000,1.36,0.64,1.53%
LXP,"Lexington Realty Trust",2104625000,8.64,0.09,85580000,0.87,0.71,8.30%
LXU,"Lsb Industries Inc",210284000,0,-2.23,-29220000,4.39,0,0.00%
LZB,"La-Z-Boy Inc",1522800000,17.03,1.82,80870000,0.94,0.48,1.55%
MANT,"Mantech Intl Cp A",2385844000,34.34,1.75,114140000,0.84,1,1.66%
MATW,"Matthews Intl Corp",1887638000,16.15,3.68,74370000,1.14,0.76,1.28%
MATX,"Matson Inc",1570373000,18.95,1.95,232000000,1.46,0.8,2.17%
MCRI,"Monarch Casino",851074000,31.16,1.56,25540000,1.21,0,0.00%
MCS,"Marcus Corp",929268000,21.19,1.56,65000000,0.48,0.6,1.82%
MDC,"M.D.C. Holdings",1836707000,11,2.93,141840000,1.45,1.2,3.71%
MDCO,"Medicines Co",2950289000,0,-8.93,-708370000,0.69,0,0.00%
MDXG,"Mimedx Group Inc",446381000,16.24,0.05,11970000,1.56,0,0.00%
MED,"Medifast Inc",2070099000,59.77,2.79,27720000,0.28,1.92,1.15%
MEI,"Methode Electronics",1460045000,12.65,3.09,57200000,0.88,0.44,1.13%
MGLN,"Magellan Health",2350933000,18.02,5.29,110210000,0.54,0,0.00%
MGPI,"MGP Ingredients Inc",1544902000,49.57,1.82,41820000,1.05,0.32,0.35%
MHLD,"Maiden Holdings Ltd",677428000,0,-2.25,-169900000,1.17,0.6,7.59%
MHO,"M/I Homes",803388000,9.21,3,72080000,1.1,0,0.00%
MINI,"Mobile Mini Inc",2130605000,38.08,1.25,122230000,1.97,1,2.10%
MLI,"Mueller Industries",1695718000,20.43,1.44,85600000,1.42,0.4,1.36%
MMSI,"Merit Medical Sys",2820440000,42.31,1.32,27520000,1.4,0,0.00%
MNRO,"Monro Muffler Brak",2259813000,31.72,2.12,63940000,0.59,0.8,1.19%
MNTA,"Momenta Pharma",2323821000,0,-1.39,-88100000,1.75,0,0.00%
MOG.A,"Moog Inc Cl A",2855794000,18.46,4.27,141280000,1.78,1,1.27%
MOV,"Movado Group Inc",1141140000,20.78,2.36,-15230000,-0.17,0.8,1.63%
MPAA,"Motorcar Parts Amer",395557000,12.03,1.71,16320000,1.47,0,0.00%
MRCY,"Mercury Sys Inc",2004704000,39.33,1.06,24880000,0.44,0,0.00%
MRTN,"Marten Transport L",1282865000,31.69,0.66,90280000,1.4,0.1,0.43%
MSTR,"Microstrategy Cl A",1577584000,32.19,4.22,17640000,0.69,0,0.00%
MTH,"Meritage Corp",1886160000,10.49,4.41,143260000,1.17,0,0.00%
MTRN,"Materion Corp",1128621000,29.12,1.94,11450000,0.95,0.42,0.74%
MTRX,"Matrix Service Co",522990000,160,0.12,-180000,0.88,0,0.00%
MTSC,"M T S Systems Cp",968169000,29.01,1.86,25080000,1.01,1.2,2.22%
MXL,"Maxlinear Inc",1185969000,14.88,1.15,-9190000,0.56,0,0.00%
MYE,"Myers Industries",641645000,29.75,0.61,-9890000,1.75,0.54,2.98%
MYGN,"Myriad Genetics Inc",3058563000,36.29,1.18,21800000,0.47,0,0.00%
MYRG,"MYR Group Inc",622895000,37.03,1.02,21150000,0.58,0,0.00%
NANO,"Nanometrics Inc",898742000,22.09,1.72,30200000,1.75,0,0.00%
NAVG,"Navigators Grp Inc",1728218000,37.15,1.56,40490000,0.51,0.28,0.48%
NBHC,"National Bank Holdings Corp",1170520000,26.89,1.42,14580000,0.77,0.56,1.47%
NBTB,"NBT Bancorp Inc",1729057000,18.72,2.1,82150000,0.9,1,2.54%
NCI,"Navigant Consulting",967970000,18.89,1.13,74950000,0.9,0,0.00%
NE,"Noble Corp",1478212000,0,-1.51,-516510000,2.2,0,0.00%
NEOG,"Neogen Cp",4218729000,67.54,1.12,43790000,1.3,0,0.00%
NEWM,"New Media Investment Group Inc",1132849000,42.48,0.44,-920000,1.13,1.48,7.92%
NFBK,"Northfield Bncrp Del",832754000,22.82,0.74,24770000,0.37,0.4,2.37%
NGVT,"Ingevity Corp",3790205000,31.27,2.88,126500000,0.94,0,0.00%
NLS,"Nautilus Group",438048000,16.18,0.89,26270000,1.38,0,0.00%
NMIH,"Nmi Holdings Cmn A",1278615000,21.69,0.86,22050000,0.96,0,0.00%
NP,"Neenah Paper",1485163000,20.05,4.34,80300000,1.27,1.64,1.89%
NPK,"National Presto Industries",836400000,18.93,6.34,52960000,0.41,0,0.00%
NPO,"Enpro Industries",1539823000,26.8,2.71,539800000,1.08,0.96,1.32%
NR,"Newpark Resources",879704000,50.53,0.19,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1519028000,23.2,0.09,2960000,0.59,1.16,3.91%
NSIT,"Insight Enterpr",1775898000,13.68,3.62,90680000,1.43,0,0.00%
NSP,"Insperity Inc",4121181000,38.37,2.58,84400000,0.85,0.8,0.81%
NTGR,"Netgear Inc",2399378000,36.33,2.14,19440000,1.9,0,0.00%
NTRI,"Nutrisystem Inc",1197313000,21.61,1.8,57870000,1.32,1,2.57%
NWBI,"Northwest Bancshares",1825254000,19.2,0.92,94470000,0.7,0.68,3.85%
NWN,"Northwest Natural Gas Company",1847676000,27.79,2.28,-55620000,0.34,1.89,2.98%
NX,"Quanex Building Products Corp",646857000,22.81,0.8,18680000,0.72,0.16,0.88%
NYMT,"New York Mtge Trust",684992000,8.49,0.72,91980000,1.07,0.8,13.09%
OCLR,"Oclaro Inc",1552315000,15.71,0.58,127860000,0.89,0,0.00%
ODP,"Office Depot",1534087000,7.67,0.36,181000000,2.6,0.1,3.62%
OFG,"Oriental Financial Group",641670000,11.14,1.36,52650000,1.71,0.24,1.58%
OFIX,"Orthofix Intl Nv",1110404000,33.36,1.75,6220000,0.24,0,0.00%
OIS,"Oil States International",1993670000,0,-0.73,-84850000,1.65,0,0.00%
OMCL,"Omnicell Inc",2122848000,102.36,0.53,20610000,0.83,0,0.00%
OMI,"Owens & Minor",1080089000,10.71,1.61,72790000,1.05,1.04,6.03%
ONB,"Old National Bncp",2898838000,16.38,1.16,95730000,0.89,0.52,2.74%
OPB,"Opus Bank",1021544000,17.77,1.66,46900000,0.96,0.44,1.49%
ORIT,"Oritani Financial",762237000,14.38,1.13,49140000,0.44,1,6.15%
ORN,"Orion Group Holdings Inc",262717000,0,-0.08,400000,1.27,0,0.00%
OSIS,"O S I Systems Inc",1402593000,21.57,3.64,21080000,0.9,0,0.00%
OSPN,"Onespan Inc.",812247000,45.68,0.44,-22400000,1.44,0,0.00%
OSUR,"Orasure Tech Inc",1032525000,61.81,0.27,30950000,1.63,0,0.00%
OXM,"Oxford Industries",1570846000,23.88,3.82,65090000,0.29,1.36,1.49%
PAHC,"Phibro Anl Htlh A",1899543000,28.71,1.67,64620000,0.94,0.4,0.83%
PARR,"Par Petroleum Corp",799230000,11.61,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1517775000,16.72,3.64,85720000,0.86,0,0.00%
PDCE,"Pdc Energy Inc",4015074000,108.91,0.56,-127500000,0.67,0,0.00%
PDFS,"Pdf Solutions Inc",374166000,0,-0.06,-1340000,1.35,0,0.00%
PEI,"Pennsylvania Real Estate Investment",763298000,6.6,-0.94,-29340000,1.24,0.84,7.90%
PENN,"Penn Natl Gaming Inc",3252763000,40.12,0.89,473460000,1.46,0,0.00%
PERY,"Perry Ellis Int",449121000,13.67,2.07,56650000,0.38,0,0.00%
PES,"Pioneer Energy Services Corp",406276000,0,-0.59,-75120000,3.1,0,0.00%
PETS,"Petmed Express Inc",852222000,22.39,1.82,37280000,0.98,1,2.45%
PFS,"Provident Financial Services",1853497000,17.35,1.58,93950000,0.98,0.8,2.92%
PGNX,"Progenics Pharmaceut",618511000,0,-0.86,-51010000,2.67,0,0.00%
PGTI,"Pgt Inc",1077069000,29.45,0.73,39840000,0.84,0,0.00%
PJC,"Piper Jaffray Companies",1159760000,11.46,6.71,-61940000,1.53,1.5,1.95%
PKE,"Park Electrochemical Corp",477090000,52.09,0.45,20600000,1.03,0.4,1.71%
PLAB,"Photronics Inc",615384000,23.29,0.38,13130000,0.6,0,0.00%
PLAY,"Dave & Buster's Ente",1949209000,18.52,2.65,120950000,0.41,0,0.00%
PLCE,"Children's Place Inc",2130752000,15.82,7.83,84700000,0.36,2,1.61%
PLUS,"Eplus Inc",1389865000,25.07,4.03,55120000,1.28,0,0.00%
PLXS,"Plexus Cp",2037834000,19.51,3.07,112060000,0.86,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1137937000,14.85,1.25,117750000,0.42,1.88,10.13%
POWI,"Power Integratn",2292450000,34.02,2.29,27610000,1.22,0.64,0.82%
POWL,"Powell Inds Inc",402368000,0,-1.48,-9490000,1.15,1.04,2.95%
PPBI,"Pacific Premier Bncp",1735569000,16.91,2.2,60100000,0.74,0,0.00%
PRA,"Pro-Assurance Corp",2065895000,21.28,1.8,107260000,0.54,1.24,3.24%
PRAA,"Pra Group Inc",1944776000,29.96,1.42,162270000,1.44,0,0.00%
PRFT,"Perficient Inc",950827000,25.38,1.07,18580000,0.67,0,0.00%
PRGS,"Progress Software",1773394000,20.57,1.95,37420000,0.88,0.56,1.40%
PRLB,"Proto Labs Inc",3618046000,62.14,2.13,51780000,1.04,0,0.00%
PRSC,"Providence Svc Cp",930628000,37.26,1.93,53370000,0.7,0,0.00%
PSB,"Business Parks",3516357000,20.6,4.02,155040000,0.47,3.4,2.66%
PUMP,"Propetro Holding Corp",1288685000,18.24,0.85,12610000,1.3,0,0.00%
PVAC,"Penn Va Corp",1302539000,22.57,3.79,32660000,1.55,0,0.00%
QHC,"Quorum Health Corp",133466000,0,-1.76,-114190000,1.08,0,0.00%
QLYS,"Qualys Inc",3755723000,97.91,0.98,40440000,0.85,0,0.00%
QNST,"Quinstreet Inc",650394000,54.27,0.26,-12210000,0.99,0,0.00%
QSII,"Quality Systems Inc",1264543000,35.51,0.55,2420000,0.77,0,0.00%
RAVN,"Raven Industries Inc",1421244000,30.04,1.3,41020000,1.52,0.52,1.33%
RCII,"Rent-A-Center Inc",787411000,0,-0.65,6650000,0.66,0,0.00%
RECN,"Resources Connect",447442000,20.91,0.75,18650000,1.23,0.48,2.80%
REGI,"Renewable Energy",636136000,3.8,4.51,-79080000,1,0,0.00%
REI,"Ring Energy Inc",801375000,43.4,0.3,1750000,0.34,0,0.00%
REX,"Rex American Resources Corp",473119000,15.89,4.61,39710000,1.48,0,0.00%
RGEN,"Repligen Cp",2131635000,66.56,0.72,28350000,0.88,0,0.00%
RGNX,"Regenxbio Inc",2534439000,58.33,1.35,-73170000,-1.1,0,0.00%
RGR,"Sturm Ruger & Company",987410000,22.92,2.47,52140000,-0.01,1.28,2.26%
RGS,"Regis Corp",822037000,30.93,0.57,-16140000,1.35,0,0.00%
RH,"Restoration Hardware Holdings",2998351000,28.36,4.71,2180000,1.75,0,0.00%
RLI,"Rli Corp",3113144000,39.61,1.76,105030000,1.25,0.88,1.27%
RMAX,"Re/Max Holdings Inc",993113000,0,1.49,12820000,0.51,0.8,1.45%
RMBS,"Rambus Inc",1416718000,24,0.54,-22860000,0.46,0,0.00%
ROCK,"Gibraltar Ind Inc",1267224000,22.12,1.77,62560000,1.81,0,0.00%
ROG,"Rogers Corp",2201645000,21.34,5.58,80460000,1.53,0,0.00%
ROIC,"Retail Opp Invts Cp",2158588000,16.28,0.35,38480000,0.57,0.78,4.13%
RPT,"Ramco-Gershenson Properties Trust",1026785000,9.55,0.69,69060000,0.6,0.88,6.98%
RRD,"Donnelley [R.R.] & Sons Co",396492000,5.88,0.95,-34400000,1.49,0.56,10.02%
RRGB,"Red Robin Gourm",649649000,21.53,2.29,30020000,0.26,0,0.00%
RTEC,"Rudolph Technologies",965434000,22.76,1.34,32910000,1.08,0,0.00%
RUTH,"Ruth's Hospitality",926653000,24.46,1.2,30140000,0.31,0.44,1.50%
RYAM,"Rayonier Advanced Materials Inc",960632000,15.83,1.17,324960000,3.44,0.28,1.51%
SAFT,"Safety Ins Group Inc",1368455000,22.17,4,62390000,0.65,3.2,3.61%
SAH,"Sonic Automotive",821397000,10.29,1.9,92980000,1.6,0.24,1.23%
SAIA,"Saia Inc",2036424000,31.01,2.53,91160000,0.79,0,0.00%
SANM,"Sanmina Corp",2150610000,13.81,2.27,138830000,0.59,0,0.00%
SBCF,"Seacoast Banking Cp",1526850000,22.87,1.41,42870000,0.7,0,0.00%
SBSI,"Southside Bancshares",1221843000,18.54,1.85,54310000,0.76,1.2,3.50%
SCHL,"Scholastic Cp",1497558000,37.22,1.26,52300000,0.74,0.6,1.28%
SCL,"Stepan Company",1863046000,17.39,4.67,91580000,1.18,0.9,1.11%
SCSC,"Scansource Inc",1062434000,13.59,3.02,69250000,1.04,0,0.00%
SCVL,"Shoe Carnival Inc",524530000,18.79,1.84,18930000,0.85,0.32,0.93%
SEDG,"Solaredge Tech",2444043000,20.41,2.66,84170000,-0.51,0,0.00%
SEM,"Select Medical Holdings Corp",2587358000,17.92,1.06,177180000,1.34,0,0.00%
SENEA,"Seneca Foods Cp A",266389000,49.36,0.55,-13810000,1.19,0,0.00%
SFBS,"Servisfirst Bancs",2307773000,22.07,1.97,93090000,1.29,0.44,1.01%
SFLY,"Shutterfly Inc",2984732000,75.5,1.21,30090000,0.98,0,0.00%
SFNC,"Simmons First Natl",2850216000,16.04,1.91,92940000,1.18,0.6,1.96%
SHAK,"Shake Shack Inc",2528279000,114.22,0.6,-320000,1.35,0,0.00%
SHLM,"Schulman A Inc",1270406000,31.08,0.76,33030000,1.31,0.82,1.90%
SHOO,"Steven Maddens Ltd",3288938000,24.13,2.3,117950000,0.46,0.8,1.44%
SIGI,"Selective Ins Group",3388667000,21.29,2.72,168830000,1.25,0.72,1.24%
SJI,"South Jersey Industries",2895885000,18.88,1.77,-3490000,0.59,1.12,3.35%
SKYW,"Skywest Inc",2920005000,14.67,3.8,428910000,1.7,0.4,0.72%
SLCA,"U.S. Silica Holdings Inc",1935250000,13.32,1.96,145210000,2.3,0.25,0.96%
SMCI,"Super Micro Computer",1180733000,18.06,0,69320000,0.29,0,0.00%
SMP,"Standard Motor Products",1090954000,18.87,2.55,37980000,1.66,0.84,1.75%
SMTC,"Semtech Corp",3361944000,42.65,1.19,36430000,1.22,0,0.00%
SNBR,"Sleep Number Corporation",1156591000,19.36,1.57,65080000,0.89,0,0.00%
SONC,"Sonic Cp",1316202000,25.15,1.44,63660000,1.48,0.64,1.77%
SPOK,"Spok Holdings Inc",287122000,34.53,0.43,-15310000,0.56,0.5,3.37%
SPPI,"Spectrum Pharma Inc",2473506000,0,-0.96,-91250000,1.98,0,0.00%
SPSC,"Sps Commerce Inc",1329082000,154.45,0.49,-2440000,0.76,0,0.00%
SPTN,"Spartannash Company",910931000,12.07,2.1,-52850000,1.22,0.72,2.84%
SPXC,"SPX Corp",1570554000,19.85,1.84,89300000,1.54,0,0.00%
SR,"Spire Inc",3508518000,16.8,4.24,161600000,0.03,2.25,3.16%
SRCI,"Src Energy Inc",2635925000,12.41,0.86,142480000,1.64,0,0.00%
SRDX,"Surmodics Inc",798915000,134.66,0.44,3930000,0.57,0,0.00%
SSD,"Simpson Manufacturing Company",2918160000,31.03,2.03,92620000,1.56,0.88,1.40%
SSP,"E.W. Scripps Company",1052167000,145.22,0.09,-13110000,2.11,0.2,1.53%
SSTK,"Shutterstock Inc",1739664000,72.77,0.69,16730000,1.29,0,0.00%
STBA,"S&T Bancorp Inc",1579200000,16.29,2.7,72970000,0.84,1,2.27%
STC,"Stewart Information Services Corp",1068799000,20.84,1.99,48660000,0.85,1.2,2.68%
STMP,"Stamps.Com Inc",4920832000,25.76,10.69,150600000,0,0,0.00%
STRA,"Strayer Education",1355096000,33.33,3.58,20610000,0.77,1,0.84%
SUP,"Superior Industries International",435174000,20.23,0.88,-6200000,1.24,0.36,2.02%
SUPN,"Supernus Pharm",2810150000,35.52,1.54,57280000,1.06,0,0.00%
SVU,"Supervalu Inc",827627000,9.31,2.31,45000000,1.21,0,0.00%
SWM,"Schweitzer-Mauduit International",1329323000,12.85,3.34,34500000,1.32,1.72,4.01%
SXC,"Suncoke Energy Inc",867737000,35.32,0.38,122400000,1.14,0,0.00%
SXI,"Standex International Corp",1336886000,20.35,4.98,46550000,1.58,0.72,0.71%
SYKE,"Sykes Enterprises",1295556000,15.85,1.89,32220000,0.83,0,0.00%
TBI,"Trueblue Inc",1157800000,14.92,1.84,55460000,2.07,0,0.00%
TCMD,"Tactile Systems Technology Inc",982466000,190.03,0.29,5860000,0.86,0,0.00%
TG,"Tredegar Corp",821376000,21.88,1.12,38250000,1.59,0.44,1.80%
TGI,"Triumph Group",942194000,7.69,2.53,-425390000,1.71,0.16,0.82%
THRM,"Gentherm Inc",1493674000,26.97,1.52,35230000,1.69,0,0.00%
TILE,"Interface Inc",1397457000,19.3,1.22,53250000,1.26,0.26,1.10%
TISI,"Team Inc",664279000,0,-0.76,-104160000,1.71,0,0.00%
TIVO,"Tivo Corp",1567868000,20.24,0.63,-37960000,-0.31,0.72,5.65%
TLRD,"Tailored Brands Inc",1161834000,9.48,2.39,96700000,1.78,0.72,3.18%
TMP,Tompkinstrustco,1332982000,18.46,4.73,52490000,0.84,1.92,2.20%
TMST,"Timken Steel Corp",792634000,0,-0.91,-43800000,2.04,0,0.00%
TNC,"Tennant Company",1406036000,50.49,1.53,-6200000,0.85,0.84,1.09%
TPRE,"Third Point Reinsurance Ltd Co",1303560000,9.35,1.38,277800000,1.11,0,0.00%
TREX,"Trex Company",4027297000,39.4,1.74,95130000,2.2,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1350075000,0,-0.01,14300000,2.59,0,0.00%
TRST,"Trustco Bank Corp NY",863049000,16.67,0.54,43150000,1.04,0.26,2.92%
TTEC,"Teletech Hldgs",1562040000,18.27,1.85,7260000,0.98,0.54,1.60%
TTEK,"Tetra Tech Inc",3376134000,25.32,2.35,117870000,0.95,0.48,0.81%
TTI,"Tetra Technologies",563809000,0,-0.1,-39050000,0.68,0,0.00%
TTMI,"TTM Technologies I",1850542000,21,0.86,124210000,1.85,0,0.00%
TTS,"Tile Shop Hldgs",488157000,36.09,0.23,10820000,1.76,0.2,2.41%
TVPT,"Travelport Worldwide Ltd",2446242000,26.47,0.73,142460000,0.25,0.3,1.55%
TVTY,"Tivity Health",1367884000,19.55,1.77,63720000,0.45,0,0.00%
TWI,"Titan International",635288000,0,-0.05,-60040000,1.61,0.02,0.19%
TYPE,"Monotype Imag. Hold.",862377000,36.82,0.55,11560000,0.88,0.46,2.29%
UBA,"Urstadt Biddle Properties Inc",891675000,16.21,0.55,52930000,0.39,1.08,4.90%
UCBI,"United Comm Banks",2441161000,17.64,1.74,67820000,0.9,0.6,1.96%
UCTT,"Ultra Clean Holdings",621069000,6.44,2.52,75090000,0.97,0,0.00%
UEIC,"Universal Elect In",493844000,20.56,1.69,-10320000,1.14,0,0.00%
UFCS,"United Fire Group I",1402063000,46.85,1.21,51020000,0.45,1.24,2.19%
UFI,"Unifi Inc",581928000,21.91,1.44,32880000,0.75,0,0.00%
UFPI,"Universal Forest Prd",2225902000,18.14,1.96,119510000,1.9,0.36,0.94%
UHT,"Universal Health Realty Income Trust",888016000,20.19,1.4,45620000,0.29,2.68,4.21%
UIHC,"United Insurance Hld",868680000,17.97,1.13,10150000,1.64,0.24,1.18%
UNF,"Unifirst Corp",3568653000,30.94,6,70200000,0.61,0.45,0.24%
UNT,"Unit Corp",1428001000,44.05,0.6,117850000,2.88,0,0.00%
USCR,"U S Concrete Inc",882209000,23.16,2.23,25510000,0.98,0,0.00%
USPH,"U.S. Physical Therapy",1317680000,48.09,2.12,22260000,1.04,0.92,0.90%
UVE,"Universal Insurance Holdings Inc",1318256000,11.43,3.25,106940000,1.75,0.64,1.72%
UVV,"Universal Corp",1617408000,16.26,3.97,105660000,1.23,3,4.65%
VAC,"Marriot Vacations Worldwide Cor",3190260000,20.08,5.96,226780000,1.34,1.6,1.34%
VECO,"Veeco Instrument",769302000,179.44,0.09,-44790000,0.52,0,0.00%
VG,"Vonage Holdings",3189491000,40.03,0.33,-33930000,0.06,0,0.00%
VIAV,"Viavi Solutions",2324307000,28.11,0.37,166900000,0.99,0,0.00%
VICR,"Vicor Cp",2014054000,467.27,0.11,170000,1,0,0.00%
VIVO,"Meridian Bioscience",671089000,23.28,0.67,21560000,0.96,0.5,3.21%
VRA,"Vera Bradley",502168000,21.22,0.65,7020000,0.6,0,0.00%
VREX,"Varex Imaging Corp",1446654000,21.94,1.71,51600000,2.43,0,0.00%
VRTS,"Virtus Inv Prts",926326000,14.25,9.1,37010000,1.52,1.8,1.39%
VRTU,"Virtusa Corp",1607172000,59.37,0.91,1250000,1.26,0,0.00%
VRTV,"Veritiv Corp",643896000,13.1,3.06,-13300000,0.48,0,0.00%
VSI,"Vitamin Shoppe Inc",173245000,53.46,0.13,-252150000,0.51,0,0.00%
VSTO,"Vista Outdoor Inc",903846000,31.96,0.49,-60230000,-0.38,0,0.00%
VVI,"Viad Corp",1168384000,31.44,1.8,57710000,0.63,0.4,0.71%
WABC,"Westamerica Bancorp",1590610000,24.43,2.41,50030000,1,1.6,2.72%
WAGE,"Wageworks Inc",2025604000,41.56,0.33,20210000,1.07,0,0.00%
WD,"Walker & Dunlop",1841631000,12.78,4.56,211130000,0.88,1,1.72%
WDFC,"W D 40 Co",2235844000,38.35,4.11,52930000,0.55,2.16,1.37%
WDR,"Waddell & Reed Financial",1557940000,10.07,1.88,141280000,1.92,1,5.28%
WETF,"Wisdomtree Invstmnts",1406989000,34.37,0.27,27200000,2.63,0.12,1.29%
WGO,"Winnebago Industries",1353465000,13.44,3.15,71330000,1.82,0.4,0.94%
WING,"Wingstop Inc",1541704000,68.04,0.77,27300000,0.9,0.28,0.53%
WIRE,"Encore Wire Cp",1022202000,19.74,2.49,67020000,2,0.08,0.16%
WLH,"William Lyon Homes",960196000,10.43,2.36,48140000,1.5,0,0.00%
WNC,"Wabash National Corp",1172988000,14.67,1.35,111420000,1.82,0.3,1.51%
WPG,"Washington Prime Group Inc",1434299000,4.74,1.01,197060000,0.65,1,13.18%
WRLD,"World Acceptance Cp",1099633000,15.2,7.66,53690000,2.72,0,0.00%
WSR,"Whitestone REIT",513291000,10.16,0.25,8330000,1.03,1.14,8.98%
WTS,"Watts Water Technologies",2863478000,26.03,3.19,73100000,1.1,0.84,1.01%
WWE,"World Wrestling Entertainment",6336380000,108.81,0.74,32640000,0.98,0.48,0.60%
WWW,"Wolverine World Wide",3460635000,20.11,1.77,300000,1,0.32,0.90%
XOXO,"Xoxo Group Inc",885780000,66.51,0.51,5530000,0.96,0,0.00%
XPER,"Xperi Corp",816349000,25.15,0.65,-56560000,0.54,0.8,4.89%
ZEUS,"Olympic Steel Inc",248600000,17.08,1.33,18960000,1.78,0.08,0.35%
ZUMZ,"Zumiez Inc",556520000,18.09,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 07-21-2018 10:36pm CDT"
