Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
KRA,"Kraton Performance Polymers Inc",1567247000,13.51,3.58,97550000,1.26,0,0.00%
KRG,"Kite Realty Group Trust",1386412000,8.16,-0.07,11870000,0.5,1.27,7.63%
KS,"Kapstone Paper and Packaging Corp",3401136000,21.75,1.6,243500000,3.25,0.4,1.15%
KWR,"Quaker Chemical Corp",2123341000,30.44,5.22,20280000,1.28,1.48,0.93%
LABL,"Multi Color Cp",1335668000,17.49,3.75,71950000,0.89,0.2,0.30%
LAD,"Lithia Motors",2391996000,11.18,8.68,245220000,1.75,1.16,1.20%
LCI,"Lannett Co Inc",482727000,4.6,2.86,-580000,2.57,0,0.00%
LCII,"Lci Industries",2450412000,16.13,5.91,132880000,1.03,2.4,2.52%
LDL,"Lydall Inc",784256000,16.2,2.75,49320000,1.46,0,0.00%
LGIH,"LGI Homes Inc",1378758000,11.38,5.32,113310000,0.09,0,0.00%
LGND,"Ligand Pharm",4829349000,63.36,3.5,12560000,1.08,0,0.00%
LHCG,"LHC Group Inc",2829618000,34.26,2.52,50110000,0.61,0,0.00%
LION,"Fidelity Southern Cp",699795000,19.22,1.34,39800000,1.2,0.48,1.86%
LKSD,"Lsc Communications Inc",495567000,8.11,1.71,-57000000,-0.46,1.04,7.50%
LL,"Lumber Liquidators Holdings Inc",734620000,98.88,0.26,-37820000,1.66,0,0.00%
LMAT,"Lemaitre Vascular",710029000,41.69,0.88,17180000,0.57,0.28,0.76%
LMNX,"Luminex Corp",1484630000,41.52,0.81,29420000,0.19,0.24,0.71%
LNN,"Lindsay Corp",1004786000,29.8,3.11,23180000,0.33,1.2,1.29%
LNTH,"Lantheus Holdings",528264000,14,1,123390000,1.37,0,0.00%
LOCO,"El Pollo Loco",454020000,17.97,0.64,8620000,0.33,0,0.00%
LPSN,"Liveperson Inc",1381380000,0,-0.07,-18190000,0.96,0,0.00%
LQDT,"Liquidity Services",221490000,0,-0.81,-39190000,0.44,0,0.00%
LTC,"Ltc Properties",1631567000,13.49,2.17,87340000,0.13,2.28,5.51%
LTXB,"Legacytexas Fnl",2023059000,16.82,2.32,89490000,1.36,0.64,1.64%
LXP,"Lexington Realty Trust",2051829000,8.75,0.09,85580000,0.87,0.71,8.20%
LXU,"Lsb Industries Inc",202559000,0,-2.23,-29220000,4.39,0,0.00%
LZB,"La-Z-Boy Inc",1457000000,16.84,1.82,80870000,0.94,0.48,1.57%
MANT,"Mantech Intl Cp A",2376354000,34.37,1.75,114140000,0.84,1,1.66%
MATW,"Matthews Intl Corp",1910129000,16.13,3.68,74370000,1.14,0.76,1.28%
MATX,"Matson Inc",1575918000,18.77,1.95,232000000,1.46,0.8,2.19%
MCRI,"Monarch Casino",864772000,30.76,1.56,25540000,1.21,0,0.00%
MCS,"Marcus Corp",925070000,21.19,1.56,65000000,0.48,0.6,1.82%
MDC,"M.D.C. Holdings",1816468000,11.09,2.93,141840000,1.45,1.2,3.69%
MDCO,"Medicines Co",2926734000,0,-8.93,-708370000,0.69,0,0.00%
MDXG,"Mimedx Group Inc",378646000,15.86,0.05,11970000,1.56,0,0.00%
MED,"Medifast Inc",2011246000,60.32,2.79,27720000,0.28,1.92,1.14%
MEI,"Methode Electronics",1447091000,12.72,3.09,57200000,0.88,0.44,1.12%
MGLN,"Magellan Health",2348471000,17.94,5.29,110210000,0.54,0,0.00%
MGPI,"MGP Ingredients Inc",1519305000,50.38,1.82,41820000,1.05,0.32,0.35%
MHLD,"Maiden Holdings Ltd",656648000,0,-2.25,-169900000,1.17,0.6,7.74%
MHO,"M/I Homes",789389000,9.3,3,72080000,1.1,0,0.00%
MINI,"Mobile Mini Inc",2123912000,37.92,1.25,122230000,1.97,1,2.11%
MLI,"Mueller Industries",1693415000,20.35,1.44,85600000,1.42,0.4,1.37%
MMSI,"Merit Medical Sys",2815399000,42.92,1.32,27520000,1.4,0,0.00%
MNRO,"Monro Muffler Brak",2210508000,31.86,2.12,63940000,0.59,0.8,1.18%
MNTA,"Momenta Pharma",2281146000,0,-1.39,-88100000,1.75,0,0.00%
MOG.A,"Moog Inc Cl A",2819318000,18.44,4.27,141280000,1.78,1,1.27%
MOV,"Movado Group Inc",1133055000,20.78,2.36,-15230000,-0.17,0.8,1.63%
MPAA,"Motorcar Parts Amer",388567000,11.63,1.71,16320000,1.47,0,0.00%
MRCY,"Mercury Sys Inc",2009041000,38.74,1.06,24880000,0.44,0,0.00%
MRTN,"Marten Transport L",1280136000,29.93,0.66,90280000,1.4,0.1,0.45%
MSTR,"Microstrategy Cl A",1557970000,31.96,4.22,17640000,0.69,0,0.00%
MTH,"Meritage Corp",1880063000,10.65,4.41,143260000,1.17,0,0.00%
MTRN,"Materion Corp",1140735000,28.74,1.94,11450000,0.95,0.42,0.75%
MTRX,"Matrix Service Co",514944000,165,0.12,-180000,0.88,0,0.00%
MTSC,"M T S Systems Cp",961929000,28.66,1.86,25080000,1.01,1.2,2.25%
MXL,"Maxlinear Inc",1165533000,15.03,1.15,-9190000,0.56,0,0.00%
MYE,"Myers Industries",627809000,29.67,0.61,-9890000,1.75,0.54,2.98%
MYGN,"Myriad Genetics Inc",2993546000,36.29,1.18,21800000,0.47,0,0.00%
MYRG,"MYR Group Inc",622072000,37.59,1.02,21150000,0.58,0,0.00%
NANO,"Nanometrics Inc",907581000,21.69,1.72,30200000,1.75,0,0.00%
NAVG,"Navigators Grp Inc",1722274000,36.79,1.56,40490000,0.51,0.28,0.49%
NBHC,"National Bank Holdings Corp",1165635000,26.83,1.42,14580000,0.77,0.56,1.47%
NBTB,"NBT Bancorp Inc",1715532000,18.51,2.1,82150000,0.9,1,2.57%
NCI,"Navigant Consulting",964807000,18.67,1.13,74950000,0.9,0,0.00%
NE,"Noble Corp",1500422000,0,-1.51,-516510000,2.2,0,0.00%
NEOG,"Neogen Cp",4223887000,69.28,1.12,43790000,1.3,0,0.00%
NEWM,"New Media Investment Group Inc",1126820000,42.05,0.44,-920000,1.13,1.48,8.00%
NFBK,"Northfield Bncrp Del",829806000,22.76,0.74,24770000,0.37,0.4,2.38%
NGVT,"Ingevity Corp",3790205000,31.51,2.88,126500000,0.94,0,0.00%
NLS,"Nautilus Group",438048000,16.29,0.89,26270000,1.38,0,0.00%
NMIH,"Nmi Holdings Cmn A",1222881000,20.64,0.86,22050000,0.96,0,0.00%
NP,"Neenah Paper",1462470000,19.99,4.34,80300000,1.27,1.64,1.89%
NPK,"National Presto Industries",836400000,18.93,6.34,52960000,0.41,0,0.00%
NPO,"Enpro Industries",1525746000,26.52,2.71,539800000,1.08,0.96,1.34%
NR,"Newpark Resources",857376000,51.05,0.19,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1501335000,23.09,0.09,2960000,0.59,1.16,3.92%
NSIT,"Insight Enterpr",1755343000,13.62,3.62,90680000,1.43,0,0.00%
NSP,"Insperity Inc",4158990000,38.33,2.58,84400000,0.85,0.8,0.81%
NTGR,"Netgear Inc",2453013000,36.24,2.14,19440000,1.9,0,0.00%
NTRI,"Nutrisystem Inc",1155719000,21.75,1.8,57870000,1.32,1,2.55%
NWBI,"Northwest Bancshares",1811916000,19.17,0.92,94470000,0.7,0.68,3.85%
NWN,"Northwest Natural Gas Company",1823213000,27.83,2.28,-55620000,0.34,1.89,2.98%
NX,"Quanex Building Products Corp",639845000,22.31,0.8,18680000,0.72,0.16,0.90%
NYMT,"New York Mtge Trust",684992000,8.5,0.72,91980000,1.07,0.8,13.07%
OCLR,"Oclaro Inc",1550613000,15.53,0.58,127860000,0.89,0,0.00%
ODP,"Office Depot",1539666000,7.58,0.36,181000000,2.6,0.1,3.66%
OFG,"Oriental Financial Group",665843000,10.96,1.36,52650000,1.71,0.24,1.61%
OFIX,"Orthofix Intl Nv",1095209000,33.18,1.75,6220000,0.24,0,0.00%
OIS,"Oil States International",1993670000,0,-0.73,-84850000,1.65,0,0.00%
OMCL,"Omnicell Inc",2109240000,102.74,0.53,20610000,0.83,0,0.00%
OMI,"Owens & Minor",1065878000,10.8,1.61,72790000,1.05,1.04,5.98%
ONB,"Old National Bncp",2891230000,16.21,1.16,95730000,0.89,0.52,2.77%
OPB,"Opus Bank",1011260000,17.59,1.66,46900000,0.96,0.44,1.51%
ORIT,"Oritani Financial",757575000,14.38,1.13,49140000,0.44,1,6.15%
ORN,"Orion Group Holdings Inc",260735000,0,-0.08,400000,1.27,0,0.00%
OSIS,"O S I Systems Inc",1418495000,21.48,3.64,21080000,0.9,0,0.00%
OSPN,"Onespan Inc.",810231000,45.8,0.44,-22400000,1.44,0,0.00%
OSUR,"Orasure Tech Inc",1019091000,61.89,0.27,30950000,1.63,0,0.00%
OXM,"Oxford Industries",1545097000,23.63,3.82,65090000,0.29,1.36,1.51%
PAHC,"Phibro Anl Htlh A",1933824000,28.83,1.67,64620000,0.94,0.4,0.83%
PARR,"Par Petroleum Corp",799230000,11.47,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1509102000,16.72,3.64,85720000,0.86,0,0.00%
PDCE,"Pdc Energy Inc",4029610000,106.63,0.56,-127500000,0.67,0,0.00%
PDFS,"Pdf Solutions Inc",374166000,0,-0.06,-1340000,1.35,0,0.00%
PEI,"Pennsylvania Real Estate Investment",747821000,6.72,-0.94,-29340000,1.24,0.84,7.76%
PENN,"Penn Natl Gaming Inc",3280321000,40.13,0.89,473460000,1.46,0,0.00%
PERY,"Perry Ellis Int",448962000,13.66,2.07,56650000,0.38,0,0.00%
PES,"Pioneer Energy Services Corp",410183000,0,-0.59,-75120000,3.1,0,0.00%
PETS,"Petmed Express Inc",839450000,22.09,1.82,37280000,0.98,1,2.49%
PFS,"Provident Financial Services",1836744000,17.37,1.58,93950000,0.98,0.8,2.92%
PGNX,"Progenics Pharmaceut",611139000,0,-0.86,-51010000,2.67,0,0.00%
PGTI,"Pgt Inc",1074570000,29.59,0.73,39840000,0.84,0,0.00%
PJC,"Piper Jaffray Companies",1168880000,11.26,6.71,-61940000,1.53,1.5,1.99%
PKE,"Park Electrochemical Corp",474660000,52.62,0.45,20600000,1.03,0.4,1.69%
PLAB,"Photronics Inc",618881000,22.63,0.38,13130000,0.6,0,0.00%
PLAY,"Dave & Buster's Ente",1932280000,18.21,2.65,120950000,0.41,0,0.00%
PLCE,"Children's Place Inc",2060864000,15.28,7.83,84700000,0.36,2,1.67%
PLUS,"Eplus Inc",1384385000,24.71,4.03,55120000,1.28,0,0.00%
PLXS,"Plexus Cp",2007822000,20.24,3.07,112060000,0.86,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1131232000,14.91,1.25,117750000,0.42,1.88,10.09%
POWI,"Power Integratn",2304282000,33.62,2.29,27610000,1.22,0.64,0.83%
POWL,"Powell Inds Inc",404891000,0,-1.48,-9490000,1.15,1.04,2.95%
PPBI,"Pacific Premier Bncp",1730916000,16.84,2.2,60100000,0.74,0,0.00%
PRA,"Pro-Assurance Corp",2052497000,20.81,1.8,107260000,0.54,1.24,3.31%
PRAA,"Pra Group Inc",1926664000,29.68,1.42,162270000,1.44,0,0.00%
PRFT,"Perficient Inc",952230000,25.41,1.07,18580000,0.67,0,0.00%
PRGS,"Progress Software",1805351000,20.43,1.95,37420000,0.88,0.56,1.41%
PRLB,"Proto Labs Inc",3564186000,61.27,2.13,51780000,1.04,0,0.00%
PRSC,"Providence Svc Cp",929206000,37.61,1.93,53370000,0.7,0,0.00%
PSB,"Business Parks",3488764000,20.65,4.02,155040000,0.47,3.4,2.66%
PUMP,"Propetro Holding Corp",1292855000,18.54,0.85,12610000,1.3,0,0.00%
PVAC,"Penn Va Corp",1288383000,22.25,3.79,32660000,1.55,0,0.00%
QHC,"Quorum Health Corp",125951000,0,-1.76,-114190000,1.08,0,0.00%
QLYS,"Qualys Inc",3740131000,96.63,0.98,40440000,0.85,0,0.00%
QNST,"Quinstreet Inc",665004000,54.23,0.26,-12210000,0.99,0,0.00%
QSII,"Quality Systems Inc",1253631000,35.95,0.55,2420000,0.77,0,0.00%
RAVN,"Raven Industries Inc",1401505000,29.69,1.3,41020000,1.52,0.52,1.35%
RCII,"Rent-A-Center Inc",785274000,0,-0.65,6650000,0.66,0,0.00%
RECN,"Resources Connect",540397000,22.8,0.75,18650000,1.23,0.48,2.81%
REGI,"Renewable Energy",639867000,3.73,4.51,-79080000,1,0,0.00%
REI,"Ring Energy Inc",786278000,42.9,0.3,1750000,0.34,0,0.00%
REX,"Rex American Resources Corp",470998000,15.82,4.61,39710000,1.48,0,0.00%
RGEN,"Repligen Cp",2093625000,66.63,0.72,28350000,0.88,0,0.00%
RGNX,"Regenxbio Inc",2515275000,58.37,1.35,-73170000,-1.1,0,0.00%
RGR,"Sturm Ruger & Company",986538000,22.75,2.47,52140000,-0.01,1.28,2.28%
RGS,"Regis Corp",813272000,31,0.57,-16140000,1.35,0,0.00%
RH,"Restoration Hardware Holdings",2889552000,29.38,4.71,2180000,1.75,0,0.00%
RLI,"Rli Corp",3069740000,39.09,1.76,105030000,1.25,0.88,1.28%
RMAX,"Re/Max Holdings Inc",978913000,0,1.49,12820000,0.51,0.8,1.45%
RMBS,"Rambus Inc",1393070000,23.85,0.54,-22860000,0.46,0,0.00%
ROCK,"Gibraltar Ind Inc",1243404000,22.15,1.77,62560000,1.81,0,0.00%
ROG,"Rogers Corp",2187683000,21.18,5.58,80460000,1.53,0,0.00%
ROIC,"Retail Opp Invts Cp",2129281000,16.39,0.35,38480000,0.57,0.78,4.10%
RPT,"Ramco-Gershenson Properties Trust",1008378000,9.63,0.69,69060000,0.6,0.88,6.92%
RRD,"Donnelley [R.R.] & Sons Co",392977000,5.79,0.95,-34400000,1.49,0.56,10.18%
RRGB,"Red Robin Gourm",639914000,20.98,2.29,30020000,0.26,0,0.00%
RTEC,"Rudolph Technologies",970205000,22.65,1.34,32910000,1.08,0,0.00%
RUTH,"Ruth's Hospitality",908089000,24.33,1.2,30140000,0.31,0.44,1.51%
RYAM,"Rayonier Advanced Materials Inc",960632000,15.59,1.17,324960000,3.44,0.28,1.54%
SAFT,"Safety Ins Group Inc",1356223000,22.02,4,62390000,0.65,3.2,3.63%
SAH,"Sonic Automotive",834198000,10.74,1.9,92980000,1.6,0.24,1.18%
SAIA,"Saia Inc",2014596000,30.18,2.53,91160000,0.79,0,0.00%
SANM,"Sanmina Corp",2150610000,13.55,2.27,138830000,0.59,0,0.00%
SBCF,"Seacoast Banking Cp",1515105000,22.55,1.41,42870000,0.7,0,0.00%
SBSI,"Southside Bancshares",1202215000,18.37,1.85,54310000,0.76,1.2,3.53%
SCHL,"Scholastic Cp",1628837000,36.94,1.26,52300000,0.74,0.6,1.29%
SCL,"Stepan Company",1838142000,17.24,4.67,91580000,1.18,0.9,1.12%
SCSC,"Scansource Inc",1049649000,13.58,3.02,69250000,1.04,0,0.00%
SCVL,"Shoe Carnival Inc",555886000,17.91,1.84,18930000,0.85,0.32,0.97%
SEDG,"Solaredge Tech",2444043000,20.64,2.66,84170000,-0.51,0,0.00%
SEM,"Select Medical Holdings Corp",2547140000,18.07,1.06,177180000,1.34,0,0.00%
SENEA,"Seneca Foods Cp A",264441000,50.18,0.55,-13810000,1.19,0,0.00%
SFBS,"Servisfirst Bancs",2310431000,21.9,1.97,93090000,1.29,0.44,1.02%
SFLY,"Shutterfly Inc",3029166000,74.88,1.21,30090000,0.98,0,0.00%
SFNC,"Simmons First Natl",2817932000,15.85,1.91,92940000,1.18,0.6,1.99%
SHAK,"Shake Shack Inc",2525330000,111.43,0.6,-320000,1.35,0,0.00%
SHLM,"Schulman A Inc",1274832000,31.33,0.76,33030000,1.31,0.82,1.88%
SHOO,"Steven Maddens Ltd",3245085000,23.43,2.3,117950000,0.46,0.8,1.48%
SIGI,"Selective Ins Group",3403362000,21.31,2.72,168830000,1.25,0.72,1.24%
SJI,"South Jersey Industries",2857410000,19.03,1.77,-3490000,0.59,1.12,3.32%
SKYW,"Skywest Inc",2901788000,14.36,3.8,428910000,1.7,0.4,0.73%
SLCA,"U.S. Silica Holdings Inc",2034234000,13.4,1.96,145210000,2.3,0.25,0.95%
SMCI,"Super Micro Computer",1178298000,17.87,0,69320000,0.29,0,0.00%
SMP,"Standard Motor Products",1081513000,18.65,2.55,37980000,1.66,0.84,1.77%
SMTC,"Semtech Corp",3358635000,42.56,1.19,36430000,1.22,0,0.00%
SNBR,"Sleep Number Corporation",1122976000,19.36,1.57,65080000,0.89,0,0.00%
SONC,"Sonic Cp",1306819000,25.26,1.44,63660000,1.48,0.64,1.76%
SPOK,"Spok Holdings Inc",295070000,35,0.43,-15310000,0.56,0.5,3.32%
SPPI,"Spectrum Pharma Inc",2500562000,0,-0.96,-91250000,1.98,0,0.00%
SPSC,"Sps Commerce Inc",1313805000,157.39,0.49,-2440000,0.76,0,0.00%
SPTN,"Spartannash Company",910572000,12.47,2.1,-52850000,1.22,0.72,2.75%
SPXC,"SPX Corp",1569694000,19.93,1.84,89300000,1.54,0,0.00%
SR,"Spire Inc",3445650000,16.91,4.24,161600000,0.03,2.25,3.14%
SRCI,"Src Energy Inc",2582674000,12.26,0.86,142480000,1.64,0,0.00%
SRDX,"Surmodics Inc",785655000,134.32,0.44,3930000,0.57,0,0.00%
SSD,"Simpson Manufacturing Company",2917697000,30.99,2.03,92620000,1.56,0.88,1.40%
SSP,"E.W. Scripps Company",1067688000,142.44,0.09,-13110000,2.11,0.2,1.56%
SSTK,"Shutterstock Inc",1750823000,73.43,0.69,16730000,1.29,0,0.00%
STBA,"S&T Bancorp Inc",1539650000,16.22,2.7,72970000,0.84,1,2.28%
STC,"Stewart Information Services Corp",1063104000,21.91,1.99,48660000,0.85,1.2,2.75%
STMP,"Stamps.Com Inc",4935168000,25.7,10.69,150600000,0,0,0.00%
STRA,"Strayer Education",1348316000,33.11,3.58,20610000,0.77,1,0.84%
SUP,"Superior Industries International",445178000,20.11,0.88,-6200000,1.24,0.36,2.03%
SUPN,"Supernus Pharm",2833460000,34.77,1.54,57280000,1.06,0,0.00%
SVU,"Supervalu Inc",830330000,9.66,2.31,45000000,1.21,0,0.00%
SWM,"Schweitzer-Mauduit International",1319483000,12.95,3.34,34500000,1.32,1.72,3.98%
SXC,"Suncoke Energy Inc",867737000,34.5,0.38,122400000,1.14,0,0.00%
SXI,"Standex International Corp",1300321000,20.17,4.98,46550000,1.58,0.72,0.72%
SYKE,"Sykes Enterprises",1281860000,15.81,1.89,32220000,0.83,0,0.00%
TBI,"Trueblue Inc",1135058000,14.97,1.84,55460000,2.07,0,0.00%
TCMD,"Tactile Systems Technology Inc",995838000,188.1,0.29,5860000,0.86,0,0.00%
TG,"Tredegar Corp",811440000,21.43,1.12,38250000,1.59,0.44,1.83%
TGI,"Triumph Group",967054000,7.77,2.53,-425390000,1.71,0.16,0.81%
THRM,"Gentherm Inc",1508390000,26.81,1.52,35230000,1.69,0,0.00%
TILE,"Interface Inc",1397457000,19.1,1.22,53250000,1.26,0.26,1.12%
TISI,"Team Inc",649284000,0,-0.76,-104160000,1.71,0,0.00%
TIVO,"Tivo Corp",1567868000,20.24,0.63,-37960000,-0.31,0.72,5.65%
TLRD,"Tailored Brands Inc",1127970000,9.24,2.39,96700000,1.78,0.72,3.26%
TMP,Tompkinstrustco,1335276000,18.46,4.73,52490000,0.84,1.92,2.20%
TMST,"Timken Steel Corp",800649000,0,-0.91,-43800000,2.04,0,0.00%
TNC,"Tennant Company",1388955000,51.08,1.53,-6200000,0.85,0.84,1.07%
TPRE,"Third Point Reinsurance Ltd Co",1318896000,9.2,1.38,277800000,1.11,0,0.00%
TREX,"Trex Company",4013168000,39.58,1.74,95130000,2.2,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1299450000,0,-0.01,14300000,2.59,0,0.00%
TRST,"Trustco Bank Corp NY",867870000,16.57,0.54,43150000,1.04,0.26,2.93%
TTEC,"Teletech Hldgs",1555138000,18.59,1.85,7260000,0.98,0.54,1.57%
TTEK,"Tetra Tech Inc",3309390000,25.23,2.35,117870000,0.95,0.48,0.81%
TTI,"Tetra Technologies",573855000,0,-0.1,-39050000,0.68,0,0.00%
TTMI,"TTM Technologies I",1868126000,21.34,0.86,124210000,1.85,0,0.00%
TTS,"Tile Shop Hldgs",435667000,35.22,0.23,10820000,1.76,0.2,2.47%
TVPT,"Travelport Worldwide Ltd",2434900000,26.44,0.73,142460000,0.25,0.3,1.55%
TVTY,"Tivity Health",1379848000,19.69,1.77,63720000,0.45,0,0.00%
TWI,"Titan International",623923000,0,-0.05,-60040000,1.61,0.02,0.19%
TYPE,"Monotype Imag. Hold.",853942000,37,0.55,11560000,0.88,0.46,2.28%
UBA,"Urstadt Biddle Properties Inc",873842000,16.33,0.55,52930000,0.39,1.08,4.86%
UCBI,"United Comm Banks",2428500000,17.36,1.74,67820000,0.9,0.6,1.99%
UCTT,"Ultra Clean Holdings",628038000,6.41,2.52,75090000,0.97,0,0.00%
UEIC,"Universal Elect In",491018000,19.97,1.69,-10320000,1.14,0,0.00%
UFCS,"United Fire Group I",1413282000,46.55,1.21,51020000,0.45,1.24,2.20%
UFI,"Unifi Inc",578627000,21.87,1.44,32880000,0.75,0,0.00%
UFPI,"Universal Forest Prd",2363136000,19.74,1.96,119510000,1.9,0.36,0.93%
UHT,"Universal Health Realty Income Trust",874001000,20.25,1.4,45620000,0.29,2.68,4.20%
UIHC,"United Insurance Hld",868253000,17.93,1.13,10150000,1.64,0.24,1.18%
UNF,"Unifirst Corp",3553341000,30.92,6,70200000,0.61,0.45,0.24%
UNT,"Unit Corp",1428542000,44.22,0.6,117850000,2.88,0,0.00%
USCR,"U S Concrete Inc",868753000,23,2.23,25510000,0.98,0,0.00%
USPH,"U.S. Physical Therapy",1291707000,47.9,2.12,22260000,1.04,0.92,0.91%
UVE,"Universal Insurance Holdings Inc",1302479000,11.4,3.25,106940000,1.75,0.64,1.73%
UVV,"Universal Corp",1611168000,16.39,3.97,105660000,1.23,3,4.61%
VAC,"Marriot Vacations Worldwide Cor",3179632000,19.98,5.96,226780000,1.34,1.6,1.34%
VECO,"Veeco Instrument",786343000,173.89,0.09,-44790000,0.52,0,0.00%
VG,"Vonage Holdings",3137243000,40.76,0.33,-33930000,0.06,0,0.00%
VIAV,"Viavi Solutions",2353728000,28.32,0.37,166900000,0.99,0,0.00%
VICR,"Vicor Cp",2031842000,465.91,0.11,170000,1,0,0.00%
VIVO,"Meridian Bioscience",660504000,23.58,0.67,21560000,0.96,0.5,3.16%
VRA,"Vera Bradley",491476000,20.98,0.65,7020000,0.6,0,0.00%
VREX,"Varex Imaging Corp",1423884000,21.78,1.71,51600000,2.43,0,0.00%
VRTS,"Virtus Inv Prts",936434000,14.13,9.1,37010000,1.52,1.8,1.40%
VRTU,"Virtusa Corp",1603610000,59.7,0.91,1250000,1.26,0,0.00%
VRTV,"Veritiv Corp",635184000,13.07,3.06,-13300000,0.48,0,0.00%
VSI,"Vitamin Shoppe Inc",168399000,53.08,0.13,-252150000,0.51,0,0.00%
VSTO,"Vista Outdoor Inc",899824000,31.96,0.49,-60230000,-0.38,0,0.00%
VVI,"Viad Corp",1159168000,31.39,1.8,57710000,0.63,0.4,0.71%
WABC,"Westamerica Bancorp",1567708000,24.26,2.41,50030000,1,1.6,2.74%
WAGE,"Wageworks Inc",2059298000,41.72,0.33,20210000,1.07,0,0.00%
WD,"Walker & Dunlop",1808118000,12.6,4.56,211130000,0.88,1,1.74%
WDFC,"W D 40 Co",2185912000,38.65,4.11,52930000,0.55,2.16,1.36%
WDR,"Waddell & Reed Financial",1553838000,10.03,1.88,141280000,1.92,1,5.30%
WETF,"Wisdomtree Invstmnts",1420768000,34.07,0.27,27200000,2.63,0.12,1.30%
WGO,"Winnebago Industries",1340801000,13.3,3.15,71330000,1.82,0.4,0.95%
WING,"Wingstop Inc",1530312000,66.81,0.77,27300000,0.9,0.28,0.54%
WIRE,"Encore Wire Cp",1024286000,19.5,2.49,67020000,2,0.08,0.16%
WLH,"William Lyon Homes",961759000,10.53,2.36,48140000,1.5,0,0.00%
WNC,"Wabash National Corp",1149772000,14.05,1.35,111420000,1.82,0.3,1.58%
WPG,"Washington Prime Group Inc",1410146000,4.78,1.01,197060000,0.65,1,13.07%
WRLD,"World Acceptance Cp",1063896000,14.89,7.66,53690000,2.72,0,0.00%
WSR,"Whitestone REIT",505333000,10.16,0.25,8330000,1.03,1.14,8.98%
WTS,"Watts Water Technologies",2836158000,25.75,3.19,73100000,1.1,0.84,1.02%
WWE,"World Wrestling Entertainment",6212923000,108.82,0.74,32640000,0.98,0.48,0.60%
WWW,"Wolverine World Wide",3372509000,19.93,1.77,300000,1,0.32,0.91%
XOXO,"Xoxo Group Inc",878528000,67.24,0.51,5530000,0.96,0,0.00%
XPER,"Xperi Corp",801641000,25.08,0.65,-56560000,0.54,0.8,4.91%
ZEUS,"Olympic Steel Inc",249920000,16.87,1.33,18960000,1.78,0.08,0.36%
ZUMZ,"Zumiez Inc",543785000,17.71,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 07-19-2018 09:39pm CDT"
