Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(ttm),"Div Yield(ttm)"
KIRK,"Kirkland's Inc",146545000,25.56,0.45,5300000,1.18,N/A,0.00%
KLIC,"Kulicke and Soffa",1748712000,10.65,2.45,112010000,1.22,0.12,0.47%
KN,"Knowles Corp",1587562000,23.65,0.74,68300000,0.99,N/A,0.00%
KOP,"Koppers Holdings Inc",755067000,9.16,3.94,29100000,0.85,N/A,0.00%
KOPN,"Kopin Cp",177015000,0,-0.36,-25240000,1.03,N/A,0.00%
KRA,"Kraton Performance Polymers Inc",1495960000,13.09,3.64,97550000,1.35,N/A,0.00%
KRG,"Kite Realty Group Trust",1475102000,8.7,-0.21,11870000,0.55,1.255,7.18%
KS,"Kapstone Paper and Packaging Corp",3372545000,18.03,1.91,243500000,3.24,0.4,1.16%
KWR,"Quaker Chemical Corp",2381138000,32.05,5.54,20280000,1.34,1.435,0.80%
LABL,"Multi Color Cp",1257675000,15.28,3.95,71950000,0.81,0.2,0.32%
LAD,"Lithia Motors",2087870000,9.86,8.92,245220000,1.56,1.12,1.30%
LCI,"Lannett Co Inc",208115000,1.73,2.86,-580000,2.44,N/A,0.00%
LCII,"Lci Industries",2345460000,15.28,6.18,132880000,1.04,2.3,2.47%
LDL,"Lydall Inc",741257000,16.51,2.65,49320000,1.48,N/A,0.00%
LGIH,"LGI Homes Inc",1302583000,9.9,5.83,113310000,0,N/A,0.00%
LGND,"Ligand Pharm",5435782000,47.97,5.35,12560000,0.91,N/A,0.00%
LHCG,"LHC Group Inc",3070340000,35.9,2.73,50110000,0.49,N/A,0.00%
LION,"Fidelity Southern Cp",657394000,17.94,1.35,39800000,0.97,0.48,1.98%
LKSD,"Lsc Communications Inc",400440000,7.54,1.6,-57000000,-0.48,1.03,8.42%
LL,"Lumber Liquidators Holdings Inc",501754000,81.77,0.22,-37820000,1.36,N/A,0.00%
LMAT,"Lemaitre Vascular",697477000,33.38,1.08,17180000,0.59,0.265,0.71%
LMNX,"Luminex Corp",1249526000,37,0.76,29420000,0.31,0.24,0.85%
LNN,"Lindsay Corp",1012075000,29.98,3.11,23180000,0.32,1.21,1.26%
LNTH,"Lantheus Holdings",597480000,17.98,0.84,123390000,1.28,N/A,0.00%
LOCO,"El Pollo Loco",463320000,18.46,0.65,8620000,0.35,N/A,0.00%
LPSN,"Liveperson Inc",1663227000,0,-0.1,-18190000,1.02,N/A,0.00%
LQDT,"Liquidity Services",231264000,0,-0.66,-39190000,0.64,N/A,0.00%
LTC,"Ltc Properties",1826943000,15.21,3.26,87340000,0.13,2.28,4.91%
LTXB,"Legacytexas Fnl",2190225000,19.63,2.32,89490000,1.43,0.64,1.38%
LXP,"Lexington Realty Trust",2250262000,9.32,0.06,85580000,0.82,0.707,7.57%
LXU,"Lsb Industries Inc",236033000,0,-2.97,-29220000,4.54,N/A,0.00%
LZB,"La-Z-Boy Inc",1547774000,16.83,1.97,80870000,0.94,0.47,1.41%
MANT,"Mantech Intl Cp A",2591303000,35.69,1.85,114140000,0.82,0.92,1.39%
MATW,"Matthews Intl Corp",1682040000,13.79,3.79,74370000,1.08,0.76,1.46%
MATX,"Matson Inc",1585878000,16.99,2.16,232000000,1.34,0.81,2.17%
MCRI,"Monarch Casino",844408000,28.46,1.66,25540000,1.09,N/A,0.00%
MCS,"Marcus Corp",1105735000,21.35,1.85,65000000,0.58,0.575,1.42%
MDC,"M.D.C. Holdings",1771652000,9.19,3.46,141840000,1.47,1.131,3.57%
MDCO,"Medicines Co",2970785000,0,-4.08,-708370000,0.75,N/A,0.00%
MDXG,"Mimedx Group Inc",569635000,25.81,0.05,11970000,1.5,N/A,0.00%
MED,"Medifast Inc",2697593000,67.43,3.32,27720000,0.28,1.76,0.77%
MEI,"Methode Electronics",1463745000,13.14,3.09,57200000,0.79,0.42,1.06%
MGLN,"Magellan Health",1808844000,13.01,5.74,110210000,0.4,N/A,0.00%
MGPI,"MGP Ingredients Inc",1274534000,38.54,1.89,41820000,1.1,0.28,0.36%
MHLD,"Maiden Holdings Ltd",328403000,0,-2.24,-169900000,1.19,0.6,15.79%
MHO,"M/I Homes",735392000,7.9,3.31,72080000,1.18,N/A,0.00%
MINI,"Mobile Mini Inc",1929312000,32.1,1.36,122230000,1.93,0.977,2.28%
MLI,"Mueller Industries",1853246000,21.25,1.54,85600000,1.44,0.4,1.25%
MMSI,"Merit Medical Sys",3210501000,42.16,1.39,27520000,1.32,N/A,0.00%
MNRO,"Monro Muffler Brak",2310523000,31.95,2.21,63940000,0.78,0.76,1.07%
MNTA,"Momenta Pharma",2059816000,0,-1.8,-88100000,1.92,N/A,0.00%
MOG.A,"Moog Inc Cl A",2826337000,18.95,4.31,141280000,1.72,0.5,0.63%
MOV,"Movado Group Inc",977130000,17.56,2.36,-15230000,-0.22,0.66,1.55%
MPAA,"Motorcar Parts Amer",488136000,17.96,1.47,16320000,1.64,N/A,0.00%
MRCY,"Mercury Sys Inc",2597612000,44.71,1.19,40880000,0.5,N/A,0.00%
MRTN,"Marten Transport L",1202520000,29.8,0.74,90280000,1.31,0.1,0.45%
MSTR,"Microstrategy Cl A",1688155000,40.16,3.68,17640000,0.63,N/A,0.00%
MTH,"Meritage Corp",1741853000,9.1,4.74,143260000,1.15,N/A,0.00%
MTRN,"Materion Corp",1283216000,31.17,2.06,11450000,0.97,0.41,0.64%
MTRX,"Matrix Service Co",563220000,177.71,0.12,-180000,0.94,N/A,0.00%
MTSC,"M T S Systems Cp",959082000,29.86,1.79,25080000,0.95,1.2,2.22%
MXL,"Maxlinear Inc",1317312000,17.52,1.09,-9190000,0.65,N/A,0.00%
MYE,"Myers Industries",781440000,31.62,0.71,-9890000,1.6,0.54,2.43%
MYGN,"Myriad Genetics Inc",3514086000,39.47,1.26,131000000,0.49,N/A,0.00%
MYRG,"MYR Group Inc",574979000,25.86,1.36,21150000,0.52,N/A,0.00%
NANO,"Nanometrics Inc",1061919000,20.58,2.13,30200000,1.79,N/A,0.00%
NAVG,"Navigators Grp Inc",2069808000,38.27,1.82,40490000,0.55,0.27,0.39%
NBHC,"National Bank Holdings Corp",1237285000,24.28,1.66,14580000,0.79,0.46,1.15%
NBTB,"NBT Bancorp Inc",1749492000,17.97,2.25,82150000,0.89,1.19,2.94%
NCI,"Navigant Consulting",1077990000,17.08,1.38,74950000,0.81,0,0.00%
NE,"Noble Corp",1505358000,0,-1.69,-516510000,2.19,N/A,0.00%
NEOG,"Neogen Cp",4706683000,73.81,1.21,63150000,1.33,N/A,0.00%
NEWM,"New Media Investment Group Inc",953788000,22.38,0.71,-920000,1.08,1.48,9.31%
NFBK,"Northfield Bncrp Del",799264000,20.52,0.79,24770000,0.38,0.4,2.46%
NGVT,"Ingevity Corp",4200375000,31.02,3.22,126500000,1.3,N/A,0.00%
NLS,"Nautilus Group",444675000,17.86,0.84,26270000,1.35,N/A,0.00%
NMIH,"Nmi Holdings Cmn A",1403763000,18.49,1.16,22050000,1.12,N/A,0.00%
NP,"Neenah Paper",1529847000,21.03,4.3,80300000,1.11,1.6,1.75%
NPK,"National Presto Industries",920313000,20.38,6.6,52960000,0.4,5.5,4.15%
NPO,"Enpro Industries",1574096000,25.11,3,539800000,1.06,0.92,1.23%
NR,"Newpark Resources",946352000,38.62,0.29,-6150000,1.47,N/A,0.00%
NSA,"National Storage Affiliates Tru",1587362000,21.66,0.11,2960000,0.5,1.11,3.91%
NSIT,"Insight Enterpr",1957235000,14.14,3.93,90680000,1.3,N/A,0.00%
NSP,"Insperity Inc",4975904000,41.34,2.83,84400000,0.8,1.7,1.42%
NTGR,"Netgear Inc",2261691000,31.6,2.22,19440000,1.99,N/A,0.00%
NTRI,"Nutrisystem Inc",1071616000,19.22,1.87,57870000,1.32,0.925,2.50%
NWBI,"Northwest Bancshares",1870291000,19.15,0.95,94470000,0.71,0.67,3.68%
NWN,"Northwest Natural Gas Company",1860480000,29.68,2.17,-55620000,0.33,1.89,2.91%
NX,"Quanex Building Products Corp",567972000,20.69,0.8,18680000,0.72,0.16,0.98%
NYMT,"New York Mtge Trust",891375000,7.77,0.82,91980000,1.16,0.8,12.50%
OCLR,"Oclaro Inc",1623804000,20.87,0.46,62450000,0.88,N/A,0.00%
ODP,"Office Depot",1829685000,9.46,0.35,181000000,2.54,0.1,2.99%
OFG,"Oriental Financial Group",716874000,11.63,1.41,52650000,1.84,0.24,1.48%
OFIX,"Orthofix Intl Nv",998032000,30.3,1.75,6220000,0.42,N/A,0.00%
OIS,"Oil States International",2048659000,0,-0.41,-84850000,1.69,N/A,0.00%
OMCL,"Omnicell Inc",2670360000,83.02,0.81,20610000,0.91,N/A,0.00%
OMI,"Owens & Minor",1061933000,11.31,1.5,72790000,1.09,1.035,6.10%
ONB,"Old National Bncp",3062235000,17.16,1.16,95730000,0.9,0.52,2.56%
OPB,"Opus Bank",963268000,18.03,1.55,46900000,0.92,0.32,1.13%
ORIT,"Oritani Financial",750582000,13.9,1.16,42890000,0.41,1.375,8.49%
ORN,"Orion Group Holdings Inc",244698000,107.25,0.08,400000,1.33,N/A,0.00%
OSIS,"O S I Systems Inc",1420246000,21.23,3.64,-29130000,0.86,N/A,0.00%
OSPN,"Onespan Inc.",742244000,39.26,0.47,-22400000,1.39,N/A,0.00%
OSUR,"Orasure Tech Inc",980555000,64.96,0.25,30950000,1.56,N/A,0.00%
OXM,"Oxford Industries",1555261000,24.49,3.82,65090000,0.29,1.22,1.31%
PAHC,"Phibro Anl Htlh A",1837032000,27.01,1.67,64620000,0.93,0.4,0.85%
PARR,"Par Petroleum Corp",954763000,11.57,1.55,72620000,-0.01,N/A,0.00%
PATK,"Patrick Inds Inc",1572373000,15.17,4.21,85720000,0.76,N/A,0.00%
PDCE,"Pdc Energy Inc",3491800000,58.9,0.93,-127500000,0.64,N/A,0.00%
PDFS,"Pdf Solutions Inc",272869000,0,-0.14,-1340000,1.21,N/A,0.00%
PEI,"Pennsylvania Real Estate Investment",727044000,6.48,-0.15,-29340000,1.16,0.84,8.24%
PENN,"Penn Natl Gaming Inc",3201314000,27.32,1.28,473460000,1.51,N/A,0.00%
PERY,"Perry Ellis Int",437060000,13.3,2.07,56650000,0.42,N/A,0.00%
PES,"Pioneer Energy Services Corp",254183000,0,-0.57,-75120000,2.9,N/A,0.00%
PETS,"Petmed Express Inc",756840000,18.44,1.99,37280000,0.63,0.97,2.64%
PFBC,"Preferred Bank La",800897000,14.67,4.15,43390000,1.01,0.89,1.45%
PFS,"Provident Financial Services",1687313000,16.81,1.5,93950000,0.85,0.96,3.80%
PGNX,"Progenics Pharmaceut",590822000,0,-0.82,-51010000,2.43,N/A,0.00%
PGTI,"Pgt Inc",1230203000,26.22,0.94,39840000,0.82,N/A,0.00%
PJC,"Piper Jaffray Companies",1180985000,12.54,6.23,-61940000,1.52,3.058,3.97%
PKE,"Park Electrochemical Corp",430515000,47.18,0.45,20600000,0.91,3.4,15.90%
PLAB,"Photronics Inc",751748000,21.63,0.49,13130000,0.73,N/A,0.00%
PLAY,"Dave & Buster's Ente",2275192000,21.88,2.65,120950000,0.4,N/A,0.00%
PLCE,"Children's Place Inc",2289440000,18.9,7.67,84700000,0.4,1.8,1.28%
PLUS,"Eplus Inc",1417962000,23.5,4.38,55120000,1.29,N/A,0.00%
PLXS,"Plexus Cp",2047250000,20.17,3.12,112060000,0.73,N/A,0.00%
PMT,"Pennymac Mortgage Investment Trust",1229362000,14.92,1.34,117750000,0.41,1.88,9.41%
POWI,"Power Integratn",2135166000,31.37,2.33,27610000,0.92,0.62,0.85%
POWL,"Powell Inds Inc",454900000,0,-1.17,-9490000,1.24,1.04,2.66%
PPBI,"Pacific Premier Bncp",2439449000,16.99,2.29,60100000,0.68,N/A,0.00%
PRA,"Pro-Assurance Corp",2573760000,25.51,1.88,107260000,0.62,5.93,12.26%
PRAA,"Pra Group Inc",1639860000,22.53,1.6,162270000,1.5,N/A,0.00%
PRFT,"Perficient Inc",991389000,24.93,1.14,18580000,0.66,N/A,0.00%
PRGS,"Progress Software",1820655000,20.9,1.95,37420000,0.78,0.685,1.67%
PRLB,"Proto Labs Inc",4077476000,63.53,2.35,51780000,1.05,N/A,0.00%
PRSC,"Providence Svc Cp",854427000,38.36,1.74,53370000,0.7,N/A,0.00%
PSB,"Business Parks",3539235000,20.79,5.68,155040000,0.47,3.4,2.61%
PUMP,"Propetro Holding Corp",1222190000,13.35,1.24,12610000,1.28,N/A,0.00%
PVAC,"Penn Va Corp",1299528000,15.44,5.56,32660000,1.32,N/A,0.00%
QHC,"Quorum Health Corp",139314000,0,-1.69,-114190000,0.96,N/A,0.00%
QLYS,"Qualys Inc",3472950000,84.26,1.08,40440000,0.91,N/A,0.00%
QNST,"Quinstreet Inc",710249000,45.94,0.33,15930000,0.98,N/A,0.00%
QSII,"Quality Systems Inc",1474491000,42.09,0.54,2420000,0.62,N/A,0.00%
RAVN,"Raven Industries Inc",1748330000,32.86,1.47,41020000,1.54,0.52,1.07%
RCII,"Rent-A-Center Inc",788737000,0,-0.17,6650000,0.62,0.08,0.54%
RECN,"Resources Connect",515508000,19.57,0.82,18830000,1.1,0.49,2.96%
REGI,"Renewable Energy",981801000,4.9,5.35,-79080000,0.91,N/A,0.00%
REI,"Ring Energy Inc",715622000,32.6,0.35,1750000,0.32,N/A,0.00%
REX,"Rex American Resources Corp",511314000,13.94,4.61,39710000,1.26,N/A,0.00%
RGEN,"Repligen Cp",2383702000,79.91,0.68,28350000,0.72,N/A,0.00%
RGNX,"Regenxbio Inc",2378016000,33.91,1.97,-73170000,-1.16,N/A,0.00%
RGR,"Sturm Ruger & Company",1065060000,22.17,2.76,52140000,-0.08,1.1,1.68%
RGS,"Regis Corp",950920000,36.32,0.59,8700000,1.36,N/A,0.00%
RH,"Restoration Hardware Holdings",3396343000,33.75,4.71,2180000,1.87,N/A,0.00%
RLI,"Rli Corp",3390236000,43.82,1.75,105030000,1.28,2.61,3.39%
RMAX,"Re/Max Holdings Inc",886613000,0,1.53,12820000,0.47,0.78,1.58%
RMBS,"Rambus Inc",1286053000,18.86,0.64,-22860000,0.34,N/A,0.00%
ROCK,"Gibraltar Ind Inc",1449600000,22.37,2.05,62560000,1.9,N/A,0.00%
ROG,"Rogers Corp",2546647000,25.85,5.44,80460000,1.44,N/A,0.00%
ROIC,"Retail Opp Invts Cp",2202594000,16.85,0.33,38480000,0.59,0.765,3.88%
RPT,"Ramco-Gershenson Properties Trust",1118894000,10.15,0.67,69060000,0.61,0.88,6.30%
RRD,"Donnelley [R.R.] & Sons Co",348480000,5.63,0.92,-34400000,1.23,0.45,8.89%
RRGB,"Red Robin Gourm",525850000,18.9,2.14,30020000,0.24,N/A,0.00%
RTEC,"Rudolph Technologies",883630000,18.43,1.5,32910000,1,N/A,0.00%
RUTH,"Ruth's Hospitality",938808000,24.29,1.27,30140000,0.35,0.42,1.36%
RWT,"Redwood Trust",1411469000,9.92,1.71,140410000,0.66,1.14,6.71%
RYAM,"Rayonier Advanced Materials Inc",1065680000,12.72,1.66,324960000,3.41,0.28,1.34%
SAFT,"Safety Ins Group Inc",1470134000,21.69,4.42,62390000,0.61,3.2,3.31%
SAH,"Sonic Automotive",911859000,11.7,1.85,92980000,1.58,0.22,1.02%
SAIA,"Saia Inc",2029510000,26.55,3,91160000,0.78,N/A,0.00%
SANM,"Sanmina Corp",2110158000,15.02,2.08,138830000,0.47,N/A,0.00%
SBCF,"Seacoast Banking Cp",1484440000,20.87,1.5,42870000,0.62,N/A,0.00%
SBSI,"Southside Bancshares",1239379000,18.32,1.93,54310000,0.75,1.18,3.31%
SCHL,"Scholastic Cp",1461182000,30.11,1.4,-5000000,0.69,0.6,1.43%
SCL,"Stepan Company",1995497000,18.91,4.73,91580000,1.21,0.9,1.01%
SCSC,"Scansource Inc",988414000,12.11,3.02,69250000,0.97,N/A,0.00%
SCVL,"Shoe Carnival Inc",691762000,17.69,1.84,18930000,0.75,0.305,0.69%
SEDG,"Solaredge Tech",2179450000,16.7,2.88,84170000,-0.43,N/A,0.00%
SEM,"Select Medical Holdings Corp",2673755000,18.4,0.74,177180000,1.37,N/A,0.00%
SENEA,"Seneca Foods Cp A",302427000,0,-0.63,-13810000,1.08,N/A,0.00%
SFBS,"Servisfirst Bancs",2294817000,20.11,2.14,93090000,1.25,0.32,0.74%
SFLY,"Shutterfly Inc",2552475000,37.63,2.03,30090000,0.99,N/A,0.00%
SFNC,"Simmons First Natl",2884063000,14.84,2.08,92940000,1.16,0.55,1.74%
SHAK,"Shake Shack Inc",2179956000,84.77,0.69,-320000,1.26,N/A,0.00%
SHOO,"Steven Maddens Ltd",3366675000,23.9,2.4,117950000,0.43,0.4,0.69%
SIGI,"Selective Ins Group",3741588000,20.8,3.05,168830000,1.28,0.72,1.12%
SJI,"South Jersey Industries",2832947000,18.57,1.78,-3490000,0.56,1.113,3.35%
SKYW,"Skywest Inc",3356556000,15.14,4.28,428910000,1.73,0.36,0.55%
SLCA,"U.S. Silica Holdings Inc",1626305000,9.58,2.22,145210000,2.23,0.25,1.18%
SMCI,"Super Micro Computer",1005448000,15.04,0,69320000,0.19,N/A,0.00%
SMP,"Standard Motor Products",1138771000,20.76,2.48,37980000,1.7,0.82,1.62%
SMTC,"Semtech Corp",3762333000,39.29,1.19,36430000,1.37,N/A,0.00%
SNBR,"Sleep Number Corporation",1163581000,22.07,1.49,65080000,0.98,N/A,0.00%
SONC,"Sonic Cp",1258819000,23.78,1.44,63660000,1.48,0.64,1.78%
SPOK,"Spok Holdings Inc",297738000,50.32,0.31,-15310000,0.42,0.5,3.26%
SPPI,"Spectrum Pharma Inc",2397875000,0,-0.94,-91250000,1.92,N/A,0.00%
SPSC,"Sps Commerce Inc",1698532000,140.22,0.69,-2440000,0.72,N/A,0.00%
SPTN,"Spartannash Company",756686000,10.55,2,-52850000,1.15,0.69,3.23%
SPXC,"SPX Corp",1473602000,17.8,1.93,89300000,1.55,N/A,0.00%
SR,"Spire Inc",3772381000,18.18,4.11,161600000,0.03,2.213,2.97%
SRCI,"Src Energy Inc",2240885000,10.07,0.97,142480000,1.65,N/A,0.00%
SRDX,"Surmodics Inc",1014600000,121.85,0.62,3930000,0.61,N/A,0.00%
SSD,"Simpson Manufacturing Company",3564631000,32.2,2.38,92620000,1.59,0.85,1.11%
SSP,"E.W. Scripps Company",1199075000,161.33,0.01,-13110000,2.09,0.1,0.68%
SSTK,"Shutterstock Inc",1907068000,72.59,0.74,16730000,1.34,N/A,0.00%
STBA,"S&T Bancorp Inc",1630766000,17.51,2.66,72970000,0.67,0.69,1.48%
STC,"Stewart Information Services Corp",1061653000,20.91,2.15,48660000,0.74,1.2,2.68%
STMP,"Stamps.Com Inc",4456464000,20.84,11.31,150600000,0.01,N/A,0.00%
STRA,"Strayer Education",1549922000,38.92,3.53,20610000,0.9,1.5,1.08%
SUP,"Superior Industries International",540432000,29.34,0.76,-6200000,1.23,0.36,1.66%
SUPN,"Supernus Pharm",2271135000,25.39,1.79,57280000,0.97,N/A,0.00%
SVU,"Supervalu Inc",1247426000,21.36,1.51,45000000,1.32,N/A,0.00%
SWM,"Schweitzer-Mauduit International",1252855000,11.89,3.45,34500000,1.24,1.72,4.23%
SXC,"Suncoke Energy Inc",732744000,22.39,0.51,122400000,0.98,N/A,0.00%
SXI,"Standex International Corp",1368320000,20.88,4.98,46550000,1.52,0.72,0.67%
SYKE,"Sykes Enterprises",1310720000,15.68,1.94,32220000,0.76,N/A,0.00%
TBI,"Trueblue Inc",1192491000,14.77,1.99,55460000,1.88,N/A,0.00%
TCMD,"Tactile Systems Technology Inc",1244790000,209.38,0.32,5860000,0.44,N/A,0.00%
TG,"Tredegar Corp",728521000,18.85,1.22,38250000,1.54,0.44,2.00%
TGI,"Triumph Group",1046010000,8.36,2.63,-425390000,1.78,0.2,0.96%
THRM,"Gentherm Inc",1773779000,26.26,1.87,35230000,1.73,N/A,0.00%
TILE,"Interface Inc",1392066000,17.94,1.31,53250000,1.17,0.26,1.10%
TISI,"Team Inc",702468000,0,-0.72,-104160000,1.68,N/A,0.00%
TIVO,"Tivo Corp",1683408000,29.57,0.46,-37960000,-0.36,0.72,5.27%
TLRD,"Tailored Brands Inc",1126974000,9.79,2.39,96700000,1.65,0.72,3.06%
TMP,Tompkinstrustco,1317442000,17.36,5.01,52490000,0.86,1.91,2.17%
TMST,"Timken Steel Corp",620108000,0,-0.73,-43800000,1.89,N/A,0.00%
TNC,"Tennant Company",1374224000,43.37,1.75,-6200000,0.83,0.84,1.10%
TPRE,"Third Point Reinsurance Ltd Co",1340024000,15.64,0.86,277800000,1.1,N/A,0.00%
TREX,"Trex Company",4982653000,42.62,1.98,95130000,2.4,N/A,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1756630000,443.16,0.19,14300000,2.03,N/A,0.00%
TRST,"Trustco Bank Corp NY",890582000,16.05,0.57,43150000,1,0.262,2.83%
TTEC,"Teletech Hldgs",1214271000,15.59,1.69,7260000,0.9,0.52,1.98%
TTEK,"Tetra Tech Inc",3815004000,27.49,2.53,117870000,0.99,0.44,0.63%
TTI,"Tetra Technologies",579385000,0,-0.03,-39050000,0.69,N/A,0.00%
TTMI,"TTM Technologies I",1949184000,14.03,1.33,124210000,1.79,N/A,0.00%
TTS,"Tile Shop Hldgs",397961000,42.78,0.18,10820000,1.86,0.2,2.61%
TVPT,"Travelport Worldwide Ltd",2333623000,37.24,0.5,142460000,0.26,0.3,1.62%
TVTY,"Tivity Health",1368342000,19.01,1.36,63720000,0.46,N/A,0.00%
TWI,"Titan International",447453000,0,0.04,-60040000,1.62,0.02,0.27%
TYPE,"Monotype Imag. Hold.",873575000,29.72,0.71,11560000,0.94,0.458,2.22%
UBA,"Urstadt Biddle Properties Inc",905546000,16.88,0.55,52930000,0.34,1.075,4.73%
UCBI,"United Comm Banks",2384978000,16.22,1.86,67820000,0.83,0.47,1.55%
UCTT,"Ultra Clean Holdings",522575000,6.38,2.45,75090000,0.76,N/A,0.00%
UEIC,"Universal Elect In",616127000,15.15,2.97,-10320000,1.11,N/A,0.00%
UFCS,"United Fire Group I",1249494000,44.3,1.13,51020000,0.48,4.46,9.00%
UFI,"Unifi Inc",589310000,24.72,1.31,31700000,0.64,N/A,0.00%
UFPI,"Universal Forest Prd",2292636000,17.61,2.12,119510000,1.91,0.35,0.93%
UHT,"Universal Health Realty Income Trust",1045064000,23.22,1.52,45620000,0.33,2.66,3.49%
UIHC,"United Insurance Hld",891512000,20.29,1.03,10150000,1.65,0.24,1.15%
UNF,"Unifirst Corp",3520803000,30.51,6,70200000,0.6,0.225,0.12%
UNT,"Unit Corp",1425812000,35.41,0.74,117850000,2.87,N/A,0.00%
USCR,"U S Concrete Inc",816611000,21.03,2.33,25510000,0.94,N/A,0.00%
USPH,"U.S. Physical Therapy",1553890000,53.5,2.26,22260000,1.09,0.89,0.71%
UVE,"Universal Insurance Holdings Inc",1527306000,11.85,3.72,106940000,1.85,0.85,1.91%
UVV,"Universal Corp",1480128000,14.52,4.08,105660000,1.23,2.39,4.00%
VAC,"Marriot Vacations Worldwide Cor",3231178000,20.46,5.95,226780000,1.38,1.55,1.30%
VECO,"Veeco Instrument",565964000,54.29,0.21,-44790000,0.56,N/A,0.00%
VG,"Vonage Holdings",3337278000,41.26,0.34,-33930000,-0.06,N/A,0.00%
VIAV,"Viavi Solutions",2570892000,30.21,0.38,-46000000,0.98,N/A,0.00%
VICR,"Vicor Cp",2441108000,200.81,0.31,170000,1.04,N/A,0.00%
VIVO,"Meridian Bioscience",663560000,22.46,0.69,21560000,0.85,0.5,3.18%
VRA,"Vera Bradley",518918000,22.37,0.65,7020000,0.48,N/A,0.00%
VREX,"Varex Imaging Corp",1198835000,19.71,1.61,51600000,2.3,N/A,0.00%
VRTS,"Virtus Inv Prts",920628000,12.27,10.46,37010000,1.52,1.8,1.40%
VRTU,"Virtusa Corp",1691314000,53.76,1.06,1250000,1.19,N/A,0.00%
VRTV,"Veritiv Corp",760008000,19.04,2.5,-13300000,0.43,N/A,0.00%
VSI,"Vitamin Shoppe Inc",301828000,62.38,0.21,-252150000,0.57,N/A,0.00%
VSTO,"Vista Outdoor Inc",1010802000,72.72,0.25,-60230000,-0.31,N/A,0.00%
VVI,"Viad Corp",1252328000,34.58,1.78,57710000,0.7,0.4,0.65%
WABC,"Westamerica Bancorp",1683144000,25.39,2.48,50030000,1.02,1.6,2.50%
WAGE,"Wageworks Inc",2061280000,41.68,0.33,20210000,1.14,N/A,0.00%
WD,"Walker & Dunlop",1692645000,11.26,4.76,211130000,0.89,0.75,1.38%
WDFC,"W D 40 Co",2404365000,41.98,4.11,52930000,0.57,2.11,1.19%
WDR,"Waddell & Reed Financial",1605569000,9.95,2.05,141280000,1.9,1.21,6.04%
WETF,"Wisdomtree Invstmnts",1236886000,29.96,0.27,27200000,2.56,0.17,2.07%
WGO,"Winnebago Industries",1166671000,12.08,3.15,71330000,1.73,0.4,1.08%
WING,"Wingstop Inc",1948504000,80.96,0.82,27300000,0.81,3.45,5.15%
WIRE,"Encore Wire Cp",1044585000,18.04,2.83,67020000,1.87,0.08,0.16%
WLH,"William Lyon Homes",742129000,8.09,2.45,48140000,1.58,N/A,0.00%
WNC,"Wabash National Corp",1065250000,12.86,1.47,111420000,1.85,0.285,1.56%
WPG,"Washington Prime Group Inc",1460493000,5.05,0.34,197060000,0.64,1,12.92%
WRLD,"World Acceptance Cp",1077606000,15.18,7.87,53690000,2.75,N/A,0.00%
WSR,"Whitestone REIT",545630000,11.18,0.24,8330000,1.06,1.14,8.36%
WTS,"Watts Water Technologies",2827671000,24.47,3.41,73100000,1.05,0.99,1.20%
WWE,"World Wrestling Entertainment",6727335000,106.09,0.81,32640000,1.04,0.48,0.55%
WWW,"Wolverine World Wide",3647652000,20.44,1.88,300000,0.98,0.28,0.71%
XOXO,"Xoxo Group Inc",778336000,51.31,0.59,5530000,0.86,N/A,0.00%
XPER,"Xperi Corp",773325000,31.44,0.52,-56560000,0.6,0.8,5.10%
ZEUS,"Olympic Steel Inc",239247000,9.31,2.35,18960000,1.75,0.08,0.36%
ZUMZ,"Zumiez Inc",760280000,25.38,1.18,26800000,1.01,N/A,0.00%
"Downloaded from Barchart.com as of 09-01-2018 07:55pm CDT"
