Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
KRG,"Kite Realty Group Trust",1403146000,8.15,-0.07,11870000,0.5,1.27,7.64%
KS,"Kapstone Paper and Packaging Corp",3389402000,21.74,1.6,243500000,3.25,0.4,1.15%
KWR,"Quaker Chemical Corp",2128403000,31.16,5.22,20280000,1.28,1.48,0.91%
LABL,"Multi Color Cp",1334644000,17.24,3.75,71950000,0.89,0.2,0.31%
LAD,"Lithia Motors",2379775000,10.98,8.68,245220000,1.75,1.16,1.22%
LCI,"Lannett Co Inc",463722000,4.32,2.86,-580000,2.57,0,0.00%
LCII,"Lci Industries",2377303000,16.51,5.91,132880000,1.03,2.4,2.46%
LDL,"Lydall Inc",774702000,16.36,2.75,49320000,1.46,0,0.00%
LGIH,"LGI Homes Inc",1339417000,11.26,5.32,113310000,0.09,0,0.00%
LGND,"Ligand Pharm",4900704000,66.25,3.5,12560000,1.08,0,0.00%
LHCG,"LHC Group Inc",2905784000,34.57,2.52,50110000,0.61,0,0.00%
LION,"Fidelity Southern Cp",680056000,18.44,1.35,39800000,1.2,0.48,1.93%
LKSD,"Lsc Communications Inc",490339000,8.58,1.71,-57000000,-0.49,1.04,7.09%
LL,"Lumber Liquidators Holdings Inc",732907000,98.35,0.26,-37820000,1.65,0,0.00%
LMAT,"Lemaitre Vascular",709256000,41.7,0.88,17180000,0.57,0.28,0.76%
LMNX,"Luminex Corp",1492631000,41.14,0.81,29420000,0.19,0.24,0.72%
LNN,"Lindsay Corp",989670000,30.1,3.11,23180000,0.33,1.2,1.28%
LNTH,"Lantheus Holdings",532092000,13.7,1,123390000,1.37,0,0.00%
LOCO,"El Pollo Loco",461748000,18.59,0.64,8620000,0.32,0,0.00%
LPSN,"Liveperson Inc",1426920000,0,-0.07,-18190000,0.96,0,0.00%
LQDT,"Liquidity Services",223095000,0,-0.81,-39190000,0.43,0,0.00%
LTC,"Ltc Properties",1640682000,13.58,2.17,87340000,0.13,2.28,5.47%
LTXB,"Legacytexas Fnl",2198726000,19.19,2.32,89490000,1.36,0.64,1.44%
LXP,"Lexington Realty Trust",2080627000,8.78,0.09,85580000,0.86,0.71,8.17%
LXU,"Lsb Industries Inc",217722000,0,-2.23,-29220000,4.38,0,0.00%
LZB,"La-Z-Boy Inc",1508700000,17.8,1.82,80870000,0.94,0.48,1.48%
MANT,"Mantech Intl Cp A",2362911000,34.37,1.75,114140000,0.84,1,1.66%
MATW,"Matthews Intl Corp",1847475000,15.92,3.68,74370000,1.13,0.76,1.30%
MATX,"Matson Inc",1557152000,18.79,1.95,232000000,1.46,0.8,2.18%
MCRI,"Monarch Casino",836664000,30.68,1.56,25540000,1.21,0,0.00%
MCS,"Marcus Corp",943263000,21.25,1.56,65000000,0.48,0.6,1.81%
MDC,"M.D.C. Holdings",1749567000,10.84,2.93,141840000,1.45,1.2,3.77%
MDCO,"Medicines Co",2942928000,0,-8.93,-708370000,0.69,0,0.00%
MDXG,"Mimedx Group Inc",425283000,17.81,0.05,11970000,1.56,0,0.00%
MED,"Medifast Inc",2056471000,61.38,2.79,27720000,0.28,1.92,1.12%
MEI,"Methode Electronics",1447091000,12.67,3.09,57200000,0.88,0.44,1.12%
MGLN,"Magellan Health",2297979000,17.37,5.29,110210000,0.54,0,0.00%
MGPI,"MGP Ingredients Inc",1542039000,50.51,1.82,41820000,1.05,0.32,0.35%
MHLD,"Maiden Holdings Ltd",694052000,0,-2.25,-169900000,1.17,0.6,7.27%
MHO,"M/I Homes",762533000,9,3,72080000,1.1,0,0.00%
MINI,"Mobile Mini Inc",2126143000,38.04,1.25,122230000,1.97,1,2.10%
MLI,"Mueller Industries",1683054000,20.49,1.44,85600000,1.42,0.4,1.36%
MMSI,"Merit Medical Sys",2833042000,42.27,1.32,27520000,1.4,0,0.00%
MNRO,"Monro Muffler Brak",2254882000,32.29,2.12,63940000,0.58,0.8,1.17%
MNTA,"Momenta Pharma",2366495000,0,-1.39,-88100000,1.76,0,0.00%
MOG.A,"Moog Inc Cl A",2799650000,19.07,4.27,141280000,1.79,1,1.23%
MOV,"Movado Group Inc",1134210000,20.78,2.36,-15230000,-0.17,0.8,1.63%
MPAA,"Motorcar Parts Amer",407835000,12.11,1.71,16320000,1.47,0,0.00%
MRCY,"Mercury Sys Inc",1941575000,38.81,1.06,24880000,0.44,0,0.00%
MRTN,"Marten Transport L",1296513000,31.82,0.74,90280000,1.39,0.1,0.42%
MSTR,"Microstrategy Cl A",1539274000,32.06,4.22,17640000,0.69,0,0.00%
MTH,"Meritage Corp",1784535000,10.17,4.41,143260000,1.17,0,0.00%
MTRN,"Materion Corp",1125593000,28.76,1.94,11450000,0.95,0.42,0.75%
MTRX,"Matrix Service Co",516285000,160,0.12,-180000,0.88,0,0.00%
MTSC,"M T S Systems Cp",970844000,29.17,1.86,25080000,1.01,1.2,2.21%
MXL,"Maxlinear Inc",1168939000,14.97,1.15,-9190000,0.57,0,0.00%
MYE,"Myers Industries",627809000,30,0.61,-9890000,1.75,0.54,2.95%
MYGN,"Myriad Genetics Inc",3059262000,37.04,1.18,21800000,0.47,0,0.00%
MYRG,"MYR Group Inc",613178000,37.61,1.02,21150000,0.58,0,0.00%
NANO,"Nanometrics Inc",888230000,21.73,1.72,30200000,1.76,0,0.00%
NAVG,"Navigators Grp Inc",1757938000,37.76,1.56,40490000,0.52,0.28,0.48%
NBHC,"National Bank Holdings Corp",1194028000,27.23,1.42,14580000,0.77,0.56,1.45%
NBTB,"NBT Bancorp Inc",1756544000,18.99,2.1,82150000,0.9,1,2.51%
NCI,"Navigant Consulting",970229000,18.81,1.13,74950000,0.91,0,0.00%
NE,"Noble Corp",1399243000,0,-1.51,-516510000,2.2,0,0.00%
NEOG,"Neogen Cp",4247613000,67.72,1.21,63150000,1.3,0,0.00%
NEWM,"New Media Investment Group Inc",1117777000,42.39,0.44,-920000,1.13,1.48,7.94%
NFBK,"Northfield Bncrp Del",834227000,22.95,0.74,24770000,0.37,0.4,2.36%
NGVT,"Ingevity Corp",3715705000,31.24,2.88,126500000,0.94,0,0.00%
NLS,"Nautilus Group",438048000,16.4,0.89,26270000,1.38,0,0.00%
NMIH,"Nmi Holdings Cmn A",1301565000,22.91,0.86,22050000,0.96,0,0.00%
NP,"Neenah Paper",1469194000,20.28,4.34,80300000,1.27,1.64,1.86%
NPK,"National Presto Industries",823157000,18.91,6.34,52960000,0.41,0,0.00%
NPO,"Enpro Industries",1521754000,27.1,2.71,539800000,1.08,0.96,1.31%
NR,"Newpark Resources",875238000,51.32,0.19,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1498808000,23.45,0.09,2960000,0.59,1.16,3.87%
NSIT,"Insight Enterpr",1821970000,13.85,3.62,90680000,1.43,0,0.00%
NSP,"Insperity Inc",4148487000,37.89,2.58,84400000,0.85,0.8,0.82%
NTGR,"Netgear Inc",2067314000,35.42,2.14,19440000,1.9,0,0.00%
NTRI,"Nutrisystem Inc",1200284000,22.22,1.8,57870000,1.32,1,2.50%
NWBI,"Northwest Bancshares",1861164000,19.47,0.92,94470000,0.7,0.68,3.80%
NWN,"Northwest Natural Gas Company",1834725000,28.09,2.28,-55620000,0.34,1.89,2.95%
NX,"Quanex Building Products Corp",615303000,22.25,0.8,18680000,0.72,0.16,0.90%
NYMT,"New York Mtge Trust",687234000,8.53,0.72,91980000,1.07,0.8,13.03%
OCLR,"Oclaro Inc",1494444000,15.09,0.58,127860000,0.89,0,0.00%
ODP,"Office Depot",1478303000,7.53,0.36,181000000,2.6,0.1,3.69%
OFG,"Oriental Financial Group",714188000,11.28,1.41,52650000,1.71,0.24,1.51%
OFIX,"Orthofix Intl Nv",1134793000,34.3,1.75,6220000,0.24,0,0.00%
OIS,"Oil States International",1978680000,0,-0.73,-84850000,1.65,0,0.00%
OMCL,"Omnicell Inc",2161728000,103.96,0.53,20610000,0.83,0,0.00%
OMI,"Owens & Minor",1087504000,10.84,1.61,72790000,1.05,1.04,5.96%
ONB,"Old National Bncp",3073834000,16.55,1.16,95730000,0.89,0.52,2.71%
OPB,"Opus Bank",975266000,17.86,1.66,46900000,0.96,0.44,1.48%
ORIT,"Oritani Financial",766899000,14.56,1.13,49140000,0.44,1,6.08%
ORN,"Orion Group Holdings Inc",259036000,0,-0.08,400000,1.27,0,0.00%
OSIS,"O S I Systems Inc",1416688000,21.46,3.64,21080000,0.9,0,0.00%
OSPN,"Onespan Inc.",836433000,46.82,0.44,-22400000,1.45,0,0.00%
OSUR,"Orasure Tech Inc",1038020000,62.7,0.27,30950000,1.63,0,0.00%
OXM,"Oxford Industries",1566950000,24.35,3.82,65090000,0.29,1.36,1.46%
PAHC,"Phibro Anl Htlh A",1943906000,28.44,1.67,64620000,0.94,0.4,0.84%
PARR,"Par Petroleum Corp",782254000,11.4,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1495473000,16.52,3.64,85720000,0.87,0,0.00%
PDCE,"Pdc Energy Inc",4026967000,109.04,0.56,-127500000,0.67,0,0.00%
PDFS,"Pdf Solutions Inc",365212000,0,-0.06,-1340000,1.35,0,0.00%
PEI,"Pennsylvania Real Estate Investment",758373000,6.68,-0.94,-29340000,1.24,0.84,7.81%
PENN,"Penn Natl Gaming Inc",3220612000,39.93,0.89,473460000,1.46,0,0.00%
PERY,"Perry Ellis Int",448169000,13.67,2.07,56650000,0.38,0,0.00%
PES,"Pioneer Energy Services Corp",382837000,0,-0.59,-75120000,3.1,0,0.00%
PETS,"Petmed Express Inc",729446000,22.08,1.82,37280000,0.97,1,2.49%
PFS,"Provident Financial Services",1877620000,17.63,1.58,93950000,0.98,0.8,2.87%
PGNX,"Progenics Pharmaceut",586811000,0,-0.86,-51010000,2.67,0,0.00%
PGTI,"Pgt Inc",1064574000,29.52,0.73,39840000,0.84,0,0.00%
PJC,"Piper Jaffray Companies",1169640000,11.37,6.71,-61940000,1.53,1.5,1.97%
PKE,"Park Electrochemical Corp",475875000,52.13,0.45,20600000,1.02,0.4,1.71%
PLAB,"Photronics Inc",618881000,23.29,0.38,13130000,0.6,0,0.00%
PLAY,"Dave & Buster's Ente",1952752000,18.47,2.65,120950000,0.4,0,0.00%
PLCE,"Children's Place Inc",2134080000,16.08,7.83,84700000,0.37,2,1.59%
PLUS,"Eplus Inc",1398770000,25.19,4.03,55120000,1.28,0,0.00%
PLXS,"Plexus Cp",2017716000,19.57,3.12,112060000,0.86,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1139765000,15.02,1.25,117750000,0.42,1.88,10.01%
POWI,"Power Integratn",2251038000,33.41,2.29,27610000,1.22,0.64,0.84%
POWL,"Powell Inds Inc",409594000,0,-1.48,-9490000,1.15,1.04,2.96%
PPBI,"Pacific Premier Bncp",1758834000,17,2.2,60100000,0.74,0,0.00%
PRA,"Pro-Assurance Corp",2108767000,21.67,1.8,107260000,0.54,1.24,3.18%
PRAA,"Pra Group Inc",1971944000,30.32,1.42,162270000,1.44,0,0.00%
PRFT,"Perficient Inc",962748000,25.28,1.07,18580000,0.67,0,0.00%
PRGS,"Progress Software",1772044000,20.07,1.95,37420000,0.88,0.56,1.43%
PRLB,"Proto Labs Inc",3657094000,63.38,2.13,51780000,1.04,0,0.00%
PRSC,"Providence Svc Cp",940705000,37,1.93,53370000,0.69,0,0.00%
PSB,"Business Parks",3451882000,20.43,4.02,155040000,0.47,3.4,2.68%
PUMP,"Propetro Holding Corp",1251150000,18.19,0.85,12610000,1.31,0,0.00%
PVAC,"Penn Va Corp",1277690000,22.52,3.79,32660000,1.52,0,0.00%
QHC,"Quorum Health Corp",135571000,0,-1.76,-114190000,1.05,0,0.00%
QLYS,"Qualys Inc",3783009000,99.03,0.98,40440000,0.85,0,0.00%
QNST,"Quinstreet Inc",669717000,53,0.26,-12210000,1,0,0.00%
QSII,"Quality Systems Inc",1292787000,36.65,0.55,2420000,0.77,0,0.00%
RAVN,"Raven Industries Inc",1406888000,30.54,1.3,41020000,1.52,0.52,1.31%
RCII,"Rent-A-Center Inc",788479000,0,-0.65,6650000,0.65,0,0.00%
RECN,"Resources Connect",477377000,17.44,0.82,18830000,1.23,0.48,3.36%
REGI,"Renewable Energy",606288000,3.7,4.51,-79080000,1,0,0.00%
REI,"Ring Energy Inc",787486000,44.37,0.3,1750000,0.35,0,0.00%
REX,"Rex American Resources Corp",475820000,16.07,4.61,39710000,1.48,0,0.00%
RGEN,"Repligen Cp",2139936000,67.76,0.72,28350000,0.88,0,0.00%
RGNX,"Regenxbio Inc",2357172000,56.74,1.35,-73170000,-1.12,0,0.00%
RGR,"Sturm Ruger & Company",1001354000,22.75,2.47,52140000,-0.01,1.28,2.28%
RGS,"Regis Corp",817424000,31.21,0.57,-16140000,1.35,0,0.00%
RH,"Restoration Hardware Holdings",2955956000,28.62,4.71,2180000,1.74,0,0.00%
RLI,"Rli Corp",3239814000,41.57,1.75,105030000,1.25,0.88,1.21%
RMAX,"Re/Max Holdings Inc",966488000,0,1.49,12820000,0.51,0.8,1.44%
RMBS,"Rambus Inc",1412419000,24.63,0.54,-22860000,0.46,0,0.00%
ROCK,"Gibraltar Ind Inc",1224348000,22.2,1.77,62560000,1.82,0,0.00%
ROG,"Rogers Corp",2197420000,21.34,5.58,80460000,1.53,0,0.00%
ROIC,"Retail Opp Invts Cp",2156334000,16.41,0.35,38480000,0.57,0.78,4.10%
RPT,"Ramco-Gershenson Properties Trust",1019582000,9.64,0.69,69060000,0.6,0.88,6.92%
RRD,"Donnelley [R.R.] & Sons Co",377511000,5.8,0.95,-34400000,1.5,0.56,10.16%
RRGB,"Red Robin Gourm",652894000,21.83,2.29,30020000,0.26,0,0.00%
RTEC,"Rudolph Technologies",951119000,22.43,1.34,32910000,1.09,0,0.00%
RUTH,"Ruth's Hospitality",929747000,25.21,1.2,30140000,0.31,0.44,1.45%
RYAM,"Rayonier Advanced Materials Inc",882309000,14.6,1.17,324960000,3.44,0.28,1.64%
SAFT,"Safety Ins Group Inc",1345520000,22.29,4,62390000,0.65,3.2,3.59%
SAH,"Sonic Automotive",793662000,9.55,1.9,92980000,1.6,0.24,1.32%
SAIA,"Saia Inc",2018448000,30.89,2.53,91160000,0.8,0,0.00%
SANM,"Sanmina Corp",2116310000,13.59,2.27,138830000,0.59,0,0.00%
SBCF,"Seacoast Banking Cp",1566313000,23.33,1.41,42870000,0.7,0,0.00%
SBSI,"Southside Bancshares",1249883000,18.97,1.85,54310000,0.76,1.2,3.42%
SCHL,"Scholastic Cp",1442337000,30.85,1.4,-5000000,0.74,0.6,1.39%
SCL,"Stepan Company",1836104000,17.67,4.67,91580000,1.18,0.9,1.09%
SCSC,"Scansource Inc",1056041000,13.74,3.02,69250000,1.04,0,0.00%
SCVL,"Shoe Carnival Inc",518741000,17.19,1.84,18930000,0.85,0.32,1.01%
SEDG,"Solaredge Tech",2430540000,20.17,2.66,84170000,-0.5,0,0.00%
SEM,"Select Medical Holdings Corp",2674497000,18.35,1.06,177180000,1.34,0,0.00%
SENEA,"Seneca Foods Cp A",270285000,50.64,0.55,-13810000,1.19,0,0.00%
SFBS,"Servisfirst Bancs",2236552000,19.39,2.14,93090000,1.29,0.44,1.06%
SFLY,"Shutterfly Inc",2905811000,73.39,1.21,30090000,0.99,0,0.00%
SFNC,"Simmons First Natl",2928620000,16.38,1.91,92940000,1.18,0.6,1.92%
SHAK,"Shake Shack Inc",2512802000,113.28,0.6,-320000,1.34,0,0.00%
SHLM,"Schulman A Inc",1271881000,30.9,0.76,33030000,1.31,0.82,1.91%
SHOO,"Steven Maddens Ltd",3183692000,23.98,2.3,117950000,0.46,0.8,1.45%
SIGI,"Selective Ins Group",3418057000,21.42,2.72,168830000,1.25,0.72,1.24%
SJI,"South Jersey Industries",2872800000,19.06,1.77,-3490000,0.59,1.12,3.32%
SKYW,"Skywest Inc",2896583000,14.61,3.8,428910000,1.71,0.4,0.72%
SLCA,"U.S. Silica Holdings Inc",1854193000,12.51,1.96,145210000,2.3,0.25,1.02%
SMCI,"Super Micro Computer",1153953000,17.72,0,69320000,0.29,0,0.00%
SMP,"Standard Motor Products",1096350000,19.03,2.55,37980000,1.66,0.84,1.73%
SMTC,"Semtech Corp",3365253000,42.86,1.19,36430000,1.22,0,0.00%
SNBR,"Sleep Number Corporation",1185774000,19.98,1.57,65080000,0.89,0,0.00%
SONC,"Sonic Cp",1330638000,25.54,1.44,63660000,1.47,0.64,1.74%
SPOK,"Spok Holdings Inc",287122000,33.37,0.43,-15310000,0.56,0.5,3.48%
SPPI,"Spectrum Pharma Inc",2414192000,0,-0.96,-91250000,1.97,0,0.00%
SPSC,"Sps Commerce Inc",1325957000,155.78,0.49,-2440000,0.76,0,0.00%
SPTN,"Spartannash Company",893330000,11.93,2.1,-52850000,1.21,0.72,2.87%
SPXC,"SPX Corp",1530591000,19.73,1.84,89300000,1.54,0,0.00%
SR,"Spire Inc",3491592000,17.03,4.24,161600000,0.03,2.25,3.12%
SRCI,"Src Energy Inc",2633504000,12.76,0.86,142480000,1.65,0,0.00%
SRDX,"Surmodics Inc",822120000,138.07,0.44,3930000,0.56,0,0.00%
SSD,"Simpson Manufacturing Company",2892684000,30.94,2.03,92620000,1.56,0.88,1.40%
SSP,"E.W. Scripps Company",1059519000,143.33,0.09,-13110000,2.11,0.2,1.55%
SSTK,"Shutterstock Inc",1682129000,71.64,0.69,16730000,1.29,0,0.00%
STBA,"S&T Bancorp Inc",1612450000,17.13,2.66,72970000,0.85,1,2.19%
STC,"Stewart Information Services Corp",1059545000,21.01,2.15,48660000,0.85,1.2,2.66%
STMP,"Stamps.Com Inc",4907392000,25.23,10.69,150600000,0,0,0.00%
STRA,"Strayer Education",1360520000,33.52,3.58,20610000,0.77,1,0.83%
SUP,"Superior Industries International",425170000,19.55,0.88,-6200000,1.23,0.36,2.09%
SUPN,"Supernus Pharm",2867130000,35.63,1.54,57280000,1.06,0,0.00%
SVU,"Supervalu Inc",774331000,8.92,2.31,45000000,1.21,0,0.00%
SWM,"Schweitzer-Mauduit International",1314563000,12.84,3.34,34500000,1.32,1.72,4.01%
SXC,"Suncoke Energy Inc",876790000,35.18,0.38,122400000,1.15,0,0.00%
SXI,"Standex International Corp",1319566000,20.86,4.98,46550000,1.58,0.72,0.69%
SYKE,"Sykes Enterprises",1285284000,15.89,1.89,32220000,0.82,0,0.00%
TBI,"Trueblue Inc",1155733000,15,1.84,55460000,2.07,0,0.00%
TCMD,"Tactile Systems Technology Inc",1015715000,191.72,0.29,5860000,0.87,0,0.00%
TG,"Tredegar Corp",818064000,21.92,1.12,38250000,1.59,0.44,1.79%
TGI,"Triumph Group",904904000,7.35,2.53,-425390000,1.71,0.16,0.86%
THRM,"Gentherm Inc",1502872000,26.71,1.52,35230000,1.69,0,0.00%
TILE,"Interface Inc",1379655000,19.22,1.22,53250000,1.26,0.26,1.11%
TISI,"Team Inc",673276000,0,-0.76,-104160000,1.7,0,0.00%
TIVO,"Tivo Corp",1555571000,20.32,0.63,-37960000,-0.31,0.72,5.63%
TLRD,"Tailored Brands Inc",1083648000,9.37,2.39,96700000,1.78,0.72,3.22%
TMP,Tompkinstrustco,1373501000,18.19,5.01,52490000,0.84,1.92,2.11%
TMST,"Timken Steel Corp",801985000,0,-0.91,-43800000,2.04,0,0.00%
TNC,"Tennant Company",1408733000,51.5,1.53,-6200000,0.85,0.84,1.07%
TPRE,"Third Point Reinsurance Ltd Co",1293336000,9.24,1.38,277800000,1.11,0,0.00%
TREX,"Trex Company",3972548000,39.32,1.74,95130000,2.2,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1343471000,0,-0.01,14300000,2.57,0,0.00%
TRST,"Trustco Bank Corp NY",872692000,16.76,0.54,43150000,1.04,0.26,2.90%
TTEC,"Teletech Hldgs",1575843000,18.68,1.85,7260000,0.98,0.54,1.56%
TTEK,"Tetra Tech Inc",3351105000,25.64,2.35,117870000,0.94,0.48,0.80%
TTI,"Tetra Technologies",538695000,0,-0.1,-39050000,0.68,0,0.00%
TTMI,"TTM Technologies I",1815372000,20.45,0.86,124210000,1.85,0,0.00%
TTS,"Tile Shop Hldgs",464537000,48.89,0.18,10820000,1.76,0.2,2.27%
TVPT,"Travelport Worldwide Ltd",2397091000,26.27,0.73,142460000,0.25,0.3,1.56%
TVTY,"Tivity Health",1387824000,19.6,1.77,63720000,0.46,0,0.00%
TWI,"Titan International",605378000,0,-0.05,-60040000,1.61,0.02,0.19%
TYPE,"Monotype Imag. Hold.",853942000,36.73,0.55,11560000,0.88,0.46,2.30%
UBA,"Urstadt Biddle Properties Inc",897620000,16.51,0.55,52930000,0.39,1.08,4.81%
UCBI,"United Comm Banks",2473604000,17.71,1.74,67820000,0.9,0.6,1.95%
UCTT,"Ultra Clean Holdings",616810000,6.32,2.52,75090000,0.97,0,0.00%
UEIC,"Universal Elect In",501615000,20.95,1.69,-10320000,1.13,0,0.00%
UFCS,"United Fire Group I",1418268000,47.07,1.21,51020000,0.45,1.24,2.18%
UFI,"Unifi Inc",570557000,21.87,1.44,32880000,0.75,0,0.00%
UFPI,"Universal Forest Prd",2206209000,17.33,2.12,119510000,1.9,0.36,0.98%
UHT,"Universal Health Realty Income Trust",885955000,20.59,1.4,45620000,0.29,2.68,4.13%
UIHC,"United Insurance Hld",852008000,17.97,1.13,10150000,1.65,0.24,1.18%
UNF,"Unifirst Corp",3598320000,31.2,6,70200000,0.61,0.45,0.24%
UNT,"Unit Corp",1350169000,42.92,0.6,117850000,2.87,0,0.00%
USCR,"U S Concrete Inc",907439000,23.45,2.23,25510000,0.98,0,0.00%
USPH,"U.S. Physical Therapy",1340486000,49.34,2.12,22260000,1.04,0.92,0.88%
UVE,"Universal Insurance Holdings Inc",1334033000,11.58,3.25,106940000,1.75,0.64,1.70%
UVV,"Universal Corp",1642368000,16.55,3.97,105660000,1.23,3,4.57%
VAC,"Marriot Vacations Worldwide Cor",3188666000,20.13,5.96,226780000,1.34,1.6,1.33%
VECO,"Veeco Instrument",744957000,171.67,0.09,-44790000,0.52,0,0.00%
VG,"Vonage Holdings",3139618000,40.48,0.33,-33930000,0.05,0,0.00%
VIAV,"Viavi Solutions",2315254000,27.89,0.37,166900000,0.98,0,0.00%
VICR,"Vicor Cp",1998241000,460,0.11,170000,1,0,0.00%
VIVO,"Meridian Bioscience",673206000,23.66,0.67,21560000,0.96,0.5,3.15%
VRA,"Vera Bradley",497534000,21.17,0.65,7020000,0.6,0,0.00%
VREX,"Varex Imaging Corp",1449311000,22.34,1.71,51600000,2.43,0,0.00%
VRTS,"Virtus Inv Prts",932824000,14.18,9.1,37010000,1.52,1.8,1.39%
VRTU,"Virtusa Corp",1630916000,59.48,0.91,1250000,1.26,0,0.00%
VRTV,"Veritiv Corp",620928000,13.12,3.06,-13300000,0.47,0,0.00%
VSI,"Vitamin Shoppe Inc",186571000,56.54,0.13,-252150000,0.5,0,0.00%
VSTO,"Vista Outdoor Inc",907868000,31.82,0.49,-60230000,-0.38,0,0.00%
VVI,"Viad Corp",1163264000,31.64,1.8,57710000,0.63,0.4,0.70%
WABC,"Westamerica Bancorp",1596469000,23.84,2.48,50030000,1,1.6,2.71%
WAGE,"Wageworks Inc",2094974000,41.32,0.33,20210000,1.07,0,0.00%
WD,"Walker & Dunlop",1847526000,13.06,4.56,211130000,0.88,1,1.68%
WDFC,"W D 40 Co",2242779000,38.86,4.11,52930000,0.55,2.16,1.35%
WDR,"Waddell & Reed Financial",1587474000,10.13,1.88,141280000,1.92,1,5.25%
WETF,"Wisdomtree Invstmnts",1400865000,33.67,0.27,27200000,2.64,0.12,1.32%
WGO,"Winnebago Industries",1334469000,13.24,3.15,71330000,1.82,0.4,0.96%
WING,"Wingstop Inc",1534693000,67.7,0.77,27300000,0.9,0.28,0.54%
WIRE,"Encore Wire Cp",1003446000,19.56,2.49,67020000,2,0.08,0.16%
WLH,"William Lyon Homes",921897000,10,2.36,48140000,1.5,0,0.00%
WNC,"Wabash National Corp",1147451000,14.73,1.35,111420000,1.82,0.3,1.51%
WPG,"Washington Prime Group Inc",1421294000,4.81,1.01,197060000,0.65,1,13.00%
WRLD,"World Acceptance Cp",1099999000,16.19,7.66,53690000,2.72,0,0.00%
WSR,"Whitestone REIT",509312000,10.2,0.25,8330000,1.03,1.14,8.94%
WTS,"Watts Water Technologies",2832743000,26.33,3.19,73100000,1.1,0.84,1.00%
WWE,"World Wrestling Entertainment",6367243000,112.05,0.74,32640000,0.98,0.48,0.58%
WWW,"Wolverine World Wide",3403779000,20.41,1.77,300000,1,0.32,0.89%
XOXO,"Xoxo Group Inc",884744000,66.61,0.51,5530000,0.96,0,0.00%
XPER,"Xperi Corp",804092000,25.31,0.65,-56560000,0.55,0.8,4.86%
ZEUS,"Olympic Steel Inc",251240000,16.99,1.33,18960000,1.78,0.08,0.35%
ZUMZ,"Zumiez Inc",556520000,18.35,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 07-24-2018 03:20pm CDT"
